<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200515,10.3,10.5,9.9,10.5,17000
ABI,20200515,28.7,28.7,26.9,27,76900
ABR,20200515,27.1,27.1,27.1,27.1,1200
ACE,20200515,28.1,28.3,28.1,28.3,500
ACV,20200515,58.5,59,57.8,57.9,434384
ADG,20200515,107,110.8,106.5,106.8,11500
AFX,20200515,4.7,5,4.6,4.8,108320
AGF,20200515,2.6,2.6,2.6,2.6,110
AGP,20200515,17,17,17,17,1200
AGX,20200515,26.9,26.9,26.9,26.9,100
ALV,20200515,1.7,1.7,1.7,1.7,300
AMS,20200515,6.4,6.4,6.4,6.4,100
ANT,20200515,10,10,10,10,500
APF,20200515,27,27.2,27,27,9700
ASA,20200515,1.1,1.1,1,1.1,14000
ATA,20200515,0.2,0.2,0.1,0.2,122400
ATB,20200515,0.6,0.6,0.6,0.6,100
AVF,20200515,0.5,0.5,0.3,0.4,95500
BAB,20200515,18.2,18.2,18.2,18.2,3100
BBT,20200515,18,18,17.8,17.8,11950
BCM,20200515,23,23.4,22.6,23.4,38218
BDG,20200515,30.7,30.7,30.5,30.5,4400
BDT,20200515,18.2,18.2,18,18.2,17100
BHA,20200515,10.2,10.2,10.2,10.2,100
BHT,20200515,3.7,3.7,3.7,3.7,233600
BKH,20200515,37.9,37.9,37.9,37.9,4100
BMF,20200515,17.7,17.7,17.7,17.7,100
BMJ,20200515,21,22,21,22,200
BMS,20200515,4.5,4.5,4.5,4.5,100
BOT,20200515,53.5,53.5,53.3,53.4,29900
BSA,20200515,14.5,14.6,14.4,14.4,35500
BSL,20200515,11.3,11.3,11.3,11.3,100
BSP,20200515,16.2,16.2,16,16,2700
BSQ,20200515,20,20,20,20,2010
BSR,20200515,6.6,6.7,6.3,6.5,6803277
BTB,20200515,9.6,9.6,9.6,9.6,100
BTD,20200515,17.9,17.9,17.5,17.6,11200
BVG,20200515,1.6,1.6,1.6,1.6,73800
BWS,20200515,35,35,35,35,100
C21,20200515,19.4,20.1,19.3,20,710
C22,20200515,13.5,13.5,13.5,13.5,100
C4G,20200515,7.5,7.9,7.2,7.4,1805410
CAD,20200515,0.3,0.3,0.3,0.3,429
CAT,20200515,10.5,10.5,10.4,10.5,2200
CCM,20200515,23,23,20.1,20.3,2200
