<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FUCVREIT,20200707,6.58,6.58,6.58,6.58,10
VPD,20200707,14.6,14.6,14.6,14.6,10
VPG,20200707,12.6,12.7,12.4,12.5,86510
VPH,20200707,4.44,4.44,4.31,4.33,48230
VPI,20200707,41.4,41.55,41,41.5,509310
VPS,20200707,8.5,8.5,8.48,8.48,3760
VRC,20200707,6.64,6.76,6.58,6.64,111080
VRE,20200707,27.2,27.8,27.05,27.45,4346450
VSC,20200707,28,28.1,27.8,28.05,115160
VSH,20200707,17.2,17.2,17.1,17.2,31060
VSI,20200707,22.2,22.2,22,22,3990
VTB,20200707,10,10.1,10,10,3440
VTO,20200707,7.8,7.95,7.8,7.85,84910
YBM,20200707,4.46,4.46,4.16,4.16,16450
YEG,20200707,53.5,54,53.5,53.5,6100
VOS,20200707,1.52,1.59,1.5,1.5,166990
VPB,20200707,22.1,22.3,21.65,21.7,2029580
VND,20200707,13.2,13.4,13,13.15,422370
VNE,20200707,4.79,4.87,4.79,4.84,138630
VNG,20200707,16.6,16.7,16.5,16.6,184370
VNM,20200707,116.5,117.1,116,116,1024960
VNS,20200707,10.05,10.4,9.91,10.3,11170
TVT,20200707,19.9,19.9,19.6,19.6,90
TYA,20200707,15,15.45,14.9,15.4,80370
UDC,20200707,4.11,4.11,4.1,4.11,417480
UIC,20200707,38.4,38.8,38,38.6,14560
VAF,20200707,10.35,10.35,10,10,20
VCB,20200707,84,84.2,83.3,83.4,1336830
VCF,20200707,216.9,220,216.9,220,2690
VCI,20200707,23.4,23.6,22.9,22.9,911110
VDP,20200707,33.5,33.5,33.5,33.5,10
VDS,20200707,6.1,6.1,6.1,6.1,140
VFG,20200707,39,39,38.95,39,1030
VGC,20200707,19.55,19.6,19.2,19.45,437010
VHC,20200707,36.5,36.75,36.05,36.05,338300
VHM,20200707,81,81.9,80.5,80.8,1414070
VIC,20200707,91.5,92.2,91,91,336860
VID,20200707,8.89,9.2,8.89,9.1,40370
VIP,20200707,5.51,5.62,5.51,5.52,110600
VIS,20200707,19,19,19,19,110
VJC,20200707,107.5,109,107.5,108.3,350630
VMD,20200707,20.4,20.4,20.4,20.4,20
TMS,20200707,25.8,25.95,25.8,25.95,7100
TMT,20200707,5.84,5.84,5.32,5.6,280
TN1,20200707,60,60,59.3,59.3,1130
TNA,20200707,18,18.1,17.9,18.1,67170
TNC,20200707,20.7,22.7,20.6,20.6,900
TNI,20200707,5.05,5.13,4.7,4.7,6922030
