<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200610,10.4,10.4,10.4,10.4,1050
ABI,20200610,29,30,28.7,29.5,46656
ACV,20200610,68,68.5,65.8,66.5,363286
ADG,20200610,105.7,106,105.1,105.8,23600
AFX,20200610,5.2,6,5.2,5.7,189980
AGP,20200610,16.5,17,16.5,17,1500
AGX,20200610,24.9,24.9,24.9,24.9,1200
AMS,20200610,6.8,6.8,6.8,6.8,210
ANT,20200610,10.7,10.7,10.7,10.7,1000
APF,20200610,29,29,29,29,2800
ATB,20200610,0.7,0.7,0.6,0.7,476100
AVC,20200610,25,25,25,25,82
BAB,20200610,18.3,18.3,18.3,18.3,2400
BAL,20200610,9.9,9.9,9.9,9.9,100
BBT,20200610,19.4,19.4,19.4,19.4,50
BCM,20200610,26.7,26.7,26.4,26.6,28777
BCP,20200610,12.5,12.5,12.5,12.5,2000
BDG,20200610,30.7,30.7,29.2,29.2,1900
BDT,20200610,18.5,18.5,18.3,18.3,1818
BHA,20200610,8.8,8.8,8.8,8.8,100
BHK,20200610,11,11,11,11,200
BKH,20200610,38.8,38.8,38.8,38.8,400
BMJ,20200610,19,19,19,19,3000
BMS,20200610,4,4,4,4,100
BOT,20200610,51.7,51.7,51.5,51.5,44000
BSA,20200610,13.4,13.4,13.4,13.4,2400
BSL,20200610,10.5,10.5,10.5,10.5,41200
BSR,20200610,7.7,7.8,7.5,7.7,5805248
BT1,20200610,18,18,17.1,17.1,1300
BTD,20200610,22.1,22.2,22.1,22.2,3700
BUD,20200610,4.8,4.8,4.5,4.5,4000
BVG,20200610,1.6,1.6,1.6,1.6,400
C21,20200610,21.5,21.5,21.5,21.5,150
C4G,20200610,7,7.2,7,7.1,799988
C71,20200610,8.7,9.6,8.7,9.6,1300
CBS,20200610,8,8,8,8,100
CC4,20200610,9,9,9,9,2000
CCA,20200610,7.9,7.9,7.9,7.9,2100
CCM,20200610,30.4,30.4,23.1,30.4,1800
CCP,20200610,11.7,11.7,11.7,11.7,100
CDO,20200610,1,1,0.9,0.9,248730
CDP,20200610,9,9.5,9,9.5,11200
CEN,20200610,6.6,7.5,6.4,7.5,59900
CHS,20200610,9.3,9.3,8.4,8.4,200
CKA,20200610,18,18,18,18,800
CLX,20200610,11.9,12.5,11.8,12.2,5600
CMN,20200610,39.4,46.5,39.4,40.6,8400
CMT,20200610,7.5,7.5,6.6,6.6,265
CNC,20200610,19.1,19.1,19,19,760
CNH,20200610,6,6,6,6,200
CNN,20200610,17,17,17,17,100
CTR,20200610,47.2,47.2,45.5,45.6,590680
DCD,20200610,11.8,13.6,11.4,13.6,10600
DCR,20200610,2.3,2.3,2.3,2.3,2300
DDN,20200610,10.5,10.5,10.5,10.5,4
DDV,20200610,5.9,5.9,5.1,5.9,1300
DNW,20200610,16.4,17,16.4,17,1400
DRI,20200610,4.7,4.8,4.5,4.8,308703
DSC,20200610,4.8,6.1,4.8,6.1,263
DSP,20200610,10.4,13.5,10.4,12,800
DVN,20200610,11.5,11.7,11.4,11.6,411510
EIC,20200610,9.2,9.2,9.2,9.2,100
EIN,20200610,4,4,3.7,4,3296
EMS,20200610,42.5,42.5,42.5,42.5,200
EVF,20200610,7.7,8.4,6.6,8.1,521056
FIC,20200610,10.2,10.2,10.2,10.2,100
FOC,20200610,122,122,120,120,2801
FOX,20200610,53.1,53.4,52.9,53,30690
FRM,20200610,18,18,18,18,1600
G36,20200610,6.3,6.4,5.9,6.2,712915
GHC,20200610,31.6,31.8,31.6,31.6,2000
GND,20200610,24.9,25,24.9,25,600
GTH,20200610,4.6,4.6,4.6,4.6,100
GVT,20200610,45.5,47.5,45.5,47.5,13700
HAC,20200610,5,5.1,5,5,8737
HD2,20200610,7.5,7.5,5.7,5.8,15300
HEC,20200610,47,47,47,47,2700
HEM,20200610,13.2,13.2,13.2,13.2,800
HEP,20200610,8.7,8.7,8.7,8.7,100
HFB,20200610,5.3,5.3,5.2,5.2,700
HHV,20200610,16.7,16.7,16.7,16.7,207
HIG,20200610,7,7.4,7,7.1,21325
HLB,20200610,98,105,98,105,5600
HMS,20200610,27.6,27.6,27.6,27.6,100
HND,20200610,18.1,18.1,17.7,18,198440
HNF,20200610,25,25,24.9,24.9,4400
HNI,20200610,39.6,39.6,39.6,39.6,1000
HPD,20200610,16,16,16,16,400
HPP,20200610,37,37,37,37,32
HPT,20200610,9.1,9.1,9.1,9.1,732
HPW,20200610,13.2,13.2,13.2,13.2,3000
HRB,20200610,26.9,26.9,26.9,26.9,100
