<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
A32,20200414,22.3,22.3,21.5,21.5,2700
ABC,20200414,9.3,9.4,9.3,9.4,3300
ABI,20200414,23.3,24.4,23.2,24.3,8000
ACV,20200414,54.5,55.3,52,53.3,235272
ADG,20200414,92.6,92.8,91.9,92.7,3100
AFX,20200414,5,5.2,4.4,4.5,175010
AMS,20200414,6.8,6.8,6.8,6.8,200
APF,20200414,24,24,23,23,3000
ATB,20200414,0.5,0.5,0.5,0.5,27300
BAB,20200414,17.7,17.7,17.7,17.7,2600
BAL,20200414,9.1,9.1,9.1,9.1,300
BBT,20200414,18.6,18.6,18.6,18.6,660
BCM,20200414,19,19,18.4,18.4,42240
BDG,20200414,30.5,30.7,30.5,30.7,1000
BDT,20200414,14.9,15.3,14.9,15,6900
BEL,20200414,9.8,9.8,9.8,9.8,3500
BHK,20200414,11.4,11.4,11.4,11.4,100
BHP,20200414,5.4,5.4,5.4,5.4,100
BLI,20200414,6.3,6.3,6.3,6.3,3038
BMF,20200414,12.7,12.7,12.7,12.7,100
BMS,20200414,3.4,3.4,3.4,3.4,2100
BOT,20200414,54.8,54.9,54.6,54.8,17200
BRR,20200414,7.1,7.1,7.1,7.1,300
BSA,20200414,14,14.4,14,14.4,5300
BSR,20200414,5.9,5.9,5.5,5.6,3486419
BT1,20200414,16,16,16,16,1000
BTD,20200414,16.5,16.5,16.5,16.5,7100
BUD,20200414,5,5,5,5,300
BVG,20200414,1.2,1.2,1.1,1.2,18100
BWS,20200414,34.9,35,29.6,34.8,300
C12,20200414,2.7,2.7,2.7,2.7,100
C4G,20200414,5.5,5.8,5.1,5.3,1172540
CAT,20200414,10,10,10,10,600
CCA,20200414,7.4,7.4,7.4,7.4,100
CCM,20200414,18.6,18.6,18.6,18.6,20
CCP,20200414,9.7,9.7,9.7,9.7,100
CDG,20200414,7.8,7.8,7.8,7.8,151
CDO,20200414,0.8,0.8,0.8,0.8,16837
CDP,20200414,8,8,8,8,1500
CGV,20200414,1.8,1.8,1.8,1.8,300
CHS,20200414,6.1,6.5,6.1,6.5,750
CI5,20200414,2.7,2.7,2.7,2.7,100
CLX,20200414,11.6,11.6,11.5,11.5,3200
CMT,20200414,6.1,6.1,6,6,16300
CQT,20200414,2.1,2.1,2.1,2.1,500
CTR,20200414,35,37.3,29.7,37.2,778799
DBM,20200414,40.5,41,40.5,41,2500
DDN,20200414,9.1,10.3,9.1,10.3,800
DDV,20200414,5.8,5.8,5.8,5.8,300
DFC,20200414,29.4,29.4,29.4,29.4,100
DNA,20200414,16.6,16.6,16.6,16.6,100
DNE,20200414,10.9,10.9,10.9,10.9,4800
DNH,20200414,22,22,22,22,400
DNW,20200414,16.3,16.3,15.2,15.2,3700
DP1,20200414,15.4,15.4,15.4,15.4,100
DRI,20200414,3.9,4.2,3.8,4.2,354040
DSC,20200414,5,5,4.8,4.8,2200
DTK,20200414,7.5,8.5,7.5,8.5,4300
DVN,20200414,10.5,11.4,10.4,11,479750
EIN,20200414,4.4,4.4,4.4,4.4,21
EVF,20200414,6.6,6.7,6.5,6.6,15238
FOC,20200414,121,121,119,119,501
FOX,20200414,42.6,44,42.4,43.5,8128
G36,20200414,4,4,3.9,4,171100
GHC,20200414,30,30.1,30,30.1,2000
GTD,20200414,31.3,31.3,31.3,31.3,100
GTS,20200414,9.8,9.8,9.8,9.8,22
GVT,20200414,37.9,37.9,33.7,33.7,16410
HAC,20200414,4.4,4.9,4.4,4.9,1609
HBD,20200414,17.6,17.6,16.1,16.1,200
HD8,20200414,4.8,4.8,4.8,4.8,100
HEM,20200414,18.2,18.2,14,14.5,409
HFC,20200414,10,10,10,10,100
HIG,20200414,8,8,7.2,8,1280
