<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200612,10.5,10.5,10.2,10.3,14900
ABI,20200612,29.7,29.7,27.4,28.4,42810
ACS,20200612,10.1,10.1,10.1,10.1,100
ACV,20200612,62,64,60.5,64,436010
ADG,20200612,103,105.3,103,105,20800
AFX,20200612,4.5,5.3,4.5,5.2,101610
AGF,20200612,2.9,2.9,2.9,2.9,19200
AGP,20200612,17,17,17,17,300
ALV,20200612,1.8,1.9,1.7,1.9,24000
AMS,20200612,6.3,6.3,6.3,6.3,100
APF,20200612,28.8,29.5,28.8,29,6000
APT,20200612,4.4,4.4,4,4.4,7400
ASA,20200612,1.2,1.2,1.1,1.1,35600
ATA,20200612,0.1,0.3,0.1,0.3,137700
ATB,20200612,0.7,0.8,0.7,0.7,80100
AVF,20200612,0.4,0.4,0.4,0.4,104340
B82,20200612,0.5,0.5,0.5,0.5,100
BAB,20200612,18.2,18.2,18.2,18.2,3100
BBT,20200612,19.9,19.9,19.9,19.9,50
BCM,20200612,26.4,27,25.7,26.6,39239
BDG,20200612,30.7,30.7,30.4,30.4,400
BDT,20200612,17,17.5,17,17.1,6500
BHT,20200612,5.5,5.5,5.5,5.5,100
BLI,20200612,6.7,7,6.7,7,1600
BMJ,20200612,19,19,19,19,2000
BMS,20200612,3.4,3.9,3.4,3.9,200
BOT,20200612,51,51.6,50.8,51.5,29800
BSA,20200612,13.3,13.3,13,13,41630
BSL,20200612,10.5,10.5,10.5,10.5,15000
BSP,20200612,16.8,16.8,16.8,16.8,22900
BSR,20200612,7,7.2,6.6,7,7583632
BTD,20200612,21.9,22.2,21.9,22.2,2000
BTV,20200612,22.8,22.8,22.8,22.8,100
BVG,20200612,1.4,1.4,1.4,1.4,2700
C21,20200612,20,20,18.4,18.4,7200
C4G,20200612,6.8,6.8,5.9,6.7,795236
CAD,20200612,0.3,0.4,0.3,0.4,16800
CAT,20200612,9.6,9.6,9.5,9.6,5300
CCM,20200612,31,31,31,31,400
CDO,20200612,0.9,1,0.9,0.9,15400
CDP,20200612,8.6,9,8.6,9,3900
CEN,20200612,6.5,8,6.5,8,9600
CKD,20200612,16.5,16.5,16.5,16.5,300
CLX,20200612,11.6,11.7,11.5,11.5,1724
CMI,20200612,1.3,1.3,1.3,1.3,197000
CMT,20200612,6.8,6.8,6.8,6.8,1500
