<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VTO,20200721,6.85,6.85,6.73,6.78,34990
YBM,20200721,4.15,4.16,4.14,4.15,14430
YEG,20200721,58,60,57.8,58,27920
VFG,20200721,39.5,39.5,39.5,39.5,60
VGC,20200721,20,20.15,20,20.05,516770
VHC,20200721,38.4,38.5,37.5,37.8,365410
VHM,20200721,79.3,79.5,77.5,78.8,2108040
VIC,20200721,91.2,91.2,90.2,90.2,220660
VID,20200721,11.3,11.4,11.1,11.15,115380
VIP,20200721,5.4,5.49,5.3,5.37,85460
VIS,20200721,17.3,17.3,17.3,17.3,220
VJC,20200721,107.4,108.5,107,108.4,232510
VMD,20200721,20.2,20.2,20,20,600
VND,20200721,12.8,12.8,12.6,12.65,405240
VNE,20200721,4.7,4.78,4.7,4.7,19650
VNG,20200721,16.3,16.35,15.95,16.3,186960
VNM,20200721,115.7,116.3,114.6,116,1618780
VNS,20200721,11.45,11.95,11.45,11.45,32830
VOS,20200721,1.45,1.48,1.43,1.48,305940
VPB,20200721,22.7,22.85,22.5,22.75,1824020
VPG,20200721,12.4,12.5,12.1,12.5,95160
VPH,20200721,4.25,4.29,4.22,4.23,11430
VPI,20200721,41.65,41.8,41.45,41.6,411860
VPS,20200721,8.03,8.36,8.03,8.36,300
VRC,20200721,6.5,6.5,6.3,6.32,75880
VRE,20200721,26.25,26.55,26.15,26.3,1725630
VSC,20200721,30,30.35,30,30.05,336070
VSH,20200721,17.2,17.2,17,17.2,6920
VSI,20200721,22,22,22,22,70
VTB,20200721,9.6,9.8,9.5,9.8,1000
TNT,20200721,1.54,1.58,1.54,1.57,17970
TPB,20200721,21.85,21.85,21.35,21.5,71650
TPC,20200721,8.3,8.3,7.81,8.19,120
TRA,20200721,53.8,56.5,53.7,56.4,2700
TRC,20200721,30,31.5,30,30.95,10500
TS4,20200721,3.12,3.3,3.12,3.3,9800
TSC,20200721,2.87,2.89,2.7,2.81,463940
TTB,20200721,5.62,5.62,5.37,5.62,959900
TTF,20200721,3.19,3.19,3.12,3.16,1096660
TV2,20200721,73.9,73.9,72.1,72.2,62840
TVB,20200721,8.65,8.65,8.4,8.52,136730
TVS,20200721,10.5,10.7,10.5,10.7,10980
TVT,20200721,19.2,19.2,19.1,19.1,130
TYA,20200721,15.9,15.9,15.5,15.6,142860
UDC,20200721,5.8,5.97,5.55,5.8,171540
UIC,20200721,38.7,38.7,38,38.4,200
VCB,20200721,82.5,82.8,81.7,82.5,681740
VCF,20200721,209,209,209,209,1150
VCI,20200721,23.5,23.5,22.7,23.2,481600
VDP,20200721,33.25,33.25,33.25,33.25,20
VDS,20200721,6.45,6.45,6.3,6.3,5510
TDG,20200721,1.73,1.75,1.71,1.73,137050
TDH,20200721,8.9,8.9,8.82,8.88,286900
TDM,20200721,24.4,24.8,23.9,24.8,91670
TDW,20200721,26.7,26.7,26.7,26.7,60
TEG,20200721,5.31,5.7,5.3,5.6,7160
TGG,20200721,1.11,1.12,1.06,1.09,262380
THG,20200721,46.5,46.5,45.4,46.5,8410
THI,20200721,25.35,25.35,25.35,25.35,10
TIP,20200721,21.2,21.4,20.75,21,236760
TIX,20200721,28.05,28.05,28.05,28.05,10
TLD,20200721,9.19,9.26,9.1,9.26,543510
TLG,20200721,39.8,39.8,38.9,39.45,180470
TLH,20200721,3.44,3.44,3.37,3.38,121210
TMS,20200721,25.95,25.95,25.65,25.65,1670
TN1,20200721,60,60,58,58.5,1150
TNA,20200721,17.7,17.8,17.5,17.75,63790
TNC,20200721,20.95,22,20.95,22,30
TNI,20200721,4.03,4.04,3.91,3.98,1405990
SJS,20200721,21.6,21.9,21,21.8,212200
SKG,20200721,9.24,9.35,9.2,9.24,99390
SMA,20200721,12.15,12.15,11.5,12.15,9170
SMB,20200721,32,32,31.3,31.8,2800
SMC,20200721,10.2,10.6,10.2,10.6,650
SRC,20200721,15.55,15.55,15,15.45,9930
SRF,20200721,13.3,13.95,13.2,13.5,5260
SSC,20200721,48,48,48,48,10
SSI,20200721,15.65,15.7,15.1,15.25,6953920
ST8,20200721,11.4,11.4,11.4,11.4,10
