<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VJC,20200327,96.5,96.9,94.2,96.9,222210
VMD,20200327,20.5,20.5,20.5,20.5,60
VND,20200327,11,11.5,10.7,11.45,380090
VNE,20200327,3.3,3.42,3.3,3.4,179030
VNG,20200327,12.5,12.6,12.35,12.6,318310
VNL,20200327,13.3,13.4,13,13,40
VNM,20200327,93,95.3,92,94.1,2755950
VNS,20200327,8.1,8.32,8.04,8.04,155470
VOS,20200327,1.34,1.36,1.31,1.33,63390
VPB,20200327,19.6,19.65,18.8,19.55,4778990
VPD,20200327,13.5,13.5,13.4,13.4,4050
VPG,20200327,22,22,21.9,22,38850
VPH,20200327,3.41,3.56,3.4,3.52,22130
VPI,20200327,41.05,41.8,40.9,40.95,312360
VPS,20200327,7.82,8.98,7.82,8.02,140
VRC,20200327,5.4,5.5,4.98,5,107330
VRE,20200327,19.4,20.4,18.6,20.4,5480540
VSC,20200327,20.5,20.9,20.4,20.5,138880
VSH,20200327,18.7,19.45,18.7,19.4,12220
VSI,20200327,22.4,22.4,20.3,21.95,130
VTB,20200327,10.65,10.65,10.65,10.65,230
VTO,20200327,6.45,6.45,6.22,6.39,7760
YBM,20200327,3.45,3.53,3.36,3.37,5120
YEG,20200327,54.5,55.6,53.1,55,77650
TTB,20200327,2.51,2.68,2.39,2.5,566520
TTF,20200327,2.06,2.14,2,2,1358700
TV2,20200327,52.8,52.8,49.9,51,80890
TVB,20200327,16.6,16.75,16.6,16.75,139410
TVT,20200327,23.3,23.3,23.1,23.3,5510
TYA,20200327,11.45,11.45,11.45,11.45,1500
UDC,20200327,2.78,3,2.78,3,1020
UIC,20200327,32.7,35,32.6,35,270
VAF,20200327,5.99,5.99,5.99,5.99,10
VCB,20200327,63.3,65.9,62.5,64.1,1569620
VCF,20200327,207,207,200.1,200.1,60
VCI,20200327,16,16,15.4,15.9,110100
VDP,20200327,32.95,32.95,31,31,20
VDS,20200327,6.29,6.3,6.29,6.3,1000
VFG,20200327,38,39.95,38,38.05,2190
VGC,20200327,13.8,14.1,13.8,14.05,320910
VHC,20200327,23,23.4,22.1,22.3,240850
VHM,20200327,60,61.4,58.5,60,710770
VIC,20200327,82,87.4,79.5,86.8,1149310
VID,20200327,3.63,3.9,3.63,3.9,3450
VIP,20200327,4,4.15,4,4.05,239150
TGG,20200327,1.02,1.02,1,1,339180
THG,20200327,42.8,42.8,42,42.4,860
THI,20200327,31,32,30.6,32,750
TIP,20200327,14.4,15.2,14.4,14.8,28410
TIX,20200327,31.5,31.5,31.5,31.5,10
TLD,20200327,4.2,4.44,4.2,4.44,12210
TLG,20200327,28.05,28.4,27.75,27.75,5780
TLH,20200327,2.84,2.84,2.65,2.65,25100
TMP,20200327,32.3,32.3,32,32.1,70
TMS,20200327,24.95,24.95,24.95,24.95,20
TMT,20200327,5,5.29,4.78,5.29,7510
TN1,20200327,61,61.5,61,61.5,1040
TNA,20200327,13.55,13.7,13.55,13.7,1460
TNC,20200327,12.6,12.6,12.6,12.6,600
TNI,20200327,10.9,10.9,10.3,10.3,648980
TNT,20200327,1.57,1.57,1.47,1.47,12610
TPB,20200327,19.8,20.5,19.75,19.75,98820
TRA,20200327,51.5,51.5,50.8,51,4920
TRC,20200327,23.25,24.6,23.25,24.6,1620
TS4,20200327,2.76,2.76,2.76,2.76,1010
TSC,20200327,2.03,2.06,2,2.06,292660
SJF,20200327,1.25,1.26,1.2,1.24,155430
SJS,20200327,16.6,16.6,16,16,155670
SKG,20200327,7.86,7.86,7.49,7.51,754290
SMA,20200327,13.9,13.9,12.95,13.9,300
SMB,20200327,30,30,29,29.5,30770
SMC,20200327,11.05,11.1,10.35,10.35,50
SPM,20200327,10.95,11.45,10.95,11.45,30
SRC,20200327,15.1,16,15.1,16,6020
SRF,20200327,14,14.05,13.05,14.05,3290
SSC,20200327,50,52.5,50,52.5,20
SSI,20200327,13,13.05,12.35,12.35,2469460
ST8,20200327,12.55,12.55,12.55,12.55,10
STB,20200327,8.75,8.75,8.21,8.21,11651840
STK,20200327,14.1,14.35,13.7,14.2,37560
SVC,20200327,44.1,46.9,44,46.9,38570
SVI,20200327,67.6,67.6,63.3,63.3,60
SZC,20200327,14,14,13.5,13.6,156750
SZL,20200327,30.4,30.55,29.2,29.2,33380
TAC,20200327,22,22,21,21,180
