<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200717,9.8,9.8,9.8,9.8,19620
ABI,20200717,33.2,34.9,33.1,34.8,39553
ABR,20200717,23.3,28.3,23.3,28.3,200
ACE,20200717,28.4,28.4,28.4,28.4,500
ACS,20200717,14,14,14,14,100
ACV,20200717,59,59,57,58.5,322245
ADG,20200717,56.8,56.8,53.5,54.5,24700
AFX,20200717,5.2,5.3,5.1,5.3,8100
AGF,20200717,2.5,2.5,2.5,2.5,144
ALV,20200717,2,2.6,2,2.6,600
APT,20200717,3.7,3.7,3.7,3.7,110
ASA,20200717,1.1,1.2,1.1,1.2,43600
ATA,20200717,0.2,0.3,0.2,0.3,19900
ATB,20200717,0.6,0.6,0.6,0.6,26000
AVF,20200717,0.3,0.4,0.3,0.4,400839
B82,20200717,0.3,0.4,0.3,0.4,2030
BAB,20200717,18.3,18.3,18.3,18.3,3100
BCM,20200717,26.6,26.6,26.4,26.5,8225
BDG,20200717,27,28.7,27,28.7,1600
BDT,20200717,17.2,17.2,17,17.1,4100
BHC,20200717,3.6,3.6,3.6,3.6,100
BHP,20200717,5.7,5.9,5.7,5.7,2900
BHT,20200717,8,8,8,8,500
BLI,20200717,7.9,7.9,7.9,7.9,100
BMF,20200717,17.4,17.4,17.4,17.4,30
BOT,20200717,51.8,51.8,43.9,51.6,32500
BSA,20200717,11.7,11.7,11.7,11.7,300
BSP,20200717,19.5,19.9,19.5,19.9,52700
BSR,20200717,7.1,7.1,7,7.1,957910
BTN,20200717,2.8,2.8,2.8,2.8,2500
BVB,20200717,13,13.4,12.2,12.5,1012208
BVG,20200717,1.3,1.3,1.3,1.3,100
BWS,20200717,38,38,37,37,800
C21,20200717,18,18.1,18,18.1,500
C4G,20200717,8.3,8.3,8,8.1,349309
CAD,20200717,0.2,0.3,0.2,0.3,14900
CAT,20200717,10.4,10.4,10.1,10.2,3500
CCM,20200717,36,36,36,36,100
CDO,20200717,0.7,0.8,0.7,0.8,60130
CEG,20200717,11.7,11.7,11.7,11.7,5
CEN,20200717,6,6.2,6,6.2,426
CGV,20200717,4.6,4.6,4.6,4.6,8
CHS,20200717,8.6,8.6,8.2,8.2,10300
CID,20200717,4,4,4,4,100
CKA,20200717,19,19,19,19,1300
CLX,20200717,12.5,12.5,12.3,12.3,7304
CMF,20200717,161,161,161,161,100
CMI,20200717,1.1,1.1,1.1,1.1,77800
CMN,20200717,42.2,42.2,42.2,42.2,100
CNC,20200717,18.1,18.2,17.8,17.8,3200
CNT,20200717,4.4,5.8,4.4,5.8,1900
CT3,20200717,7.4,7.4,7.4,7.4,100
CTA,20200717,0.4,0.4,0.4,0.4,5400
CTR,20200717,48.2,49.3,48,49.2,523299
DAS,20200717,26,26.2,26,26.2,40600
DC1,20200717,12.5,12.5,12.5,12.5,300
DCS,20200717,0.4,0.5,0.4,0.4,719901
DCT,20200717,0.6,0.6,0.6,0.6,3325
DDM,20200717,0.5,0.5,0.5,0.5,4203
DDN,20200717,11,11,11,11,100
DDV,20200717,5.9,5.9,5.9,5.9,100
DFC,20200717,33.8,33.8,33.8,33.8,100
DHD,20200717,23,23,23,23,200
