<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VRC,20200423,7,7,6.72,6.73,226900
VRE,20200423,24.4,24.65,23.6,24.1,3095130
VSC,20200423,23.35,23.45,22.8,23.2,55420
VSH,20200423,17.85,18.2,17.85,17.9,14470
VSI,20200423,25.5,25.5,25.5,25.5,70
VTB,20200423,10.4,11.1,10.3,10.3,5750
VTO,20200423,6.72,7.05,6.72,6.89,35580
YBM,20200423,3.45,3.54,3.45,3.45,3360
YEG,20200423,62.9,63.8,59.7,60.2,22210
VIC,20200423,93,94.9,92.7,93,347420
VID,20200423,3.45,3.45,3.41,3.41,1100
VIP,20200423,4.3,4.38,4.29,4.3,132940
VJC,20200423,115.5,117.3,115.5,116.4,417880
VMD,20200423,20.5,20.5,20.1,20.1,800
VND,20200423,11.2,11.35,10.95,11.1,885930
VNE,20200423,4,4.09,3.86,3.87,126600
VNG,20200423,13.1,13.35,13.1,13.3,155730
VNL,20200423,13.65,13.65,13.65,13.65,130
VNM,20200423,98.6,98.6,95.9,96.1,1443180
VNS,20200423,9.41,9.5,9.2,9.5,14930
VOS,20200423,1.43,1.46,1.4,1.46,52210
VPB,20200423,20.7,20.7,19.9,19.9,3739790
VPD,20200423,14.5,14.7,14.5,14.7,70
VPG,20200423,17.8,19,17.8,19,1120
VPH,20200423,3.72,3.72,3.66,3.66,126280
VPI,20200423,41.45,41.5,41.4,41.4,592230
VPS,20200423,11,11.7,11,11.5,1010
TVS,20200423,10.5,10.55,10.2,10.55,4830
TVT,20200423,20,20,19.5,20,620
TYA,20200423,12.6,12.6,12,12,53070
UDC,20200423,2.86,2.88,2.82,2.82,22840
UIC,20200423,39.3,40,39.3,40,170
VAF,20200423,4.01,4.01,4.01,4.01,10
VCB,20200423,71,71,68.8,69.2,1201610
VCF,20200423,215.4,215.4,202.9,214.3,50
VCI,20200423,18.8,19.1,18.3,18.8,603730
VDP,20200423,34.1,34.1,34.1,34.1,20
VFG,20200423,39.15,39.15,37.1,37.1,20
VGC,20200423,16.5,16.6,16.4,16.6,235620
VHC,20200423,28.1,28.5,27.5,27.6,250050
VHM,20200423,67,67.4,65.6,66.6,1093030
TRA,20200423,56.9,57.5,56.5,56.5,540
TRC,20200423,25.5,26.8,25.5,26,3780
TS4,20200423,2.28,2.46,2.28,2.43,5640
TSC,20200423,2.19,2.19,2.13,2.13,172990
TTB,20200423,3,3.06,2.8,2.82,704390
TTF,20200423,2.04,2.07,2,2.03,426510
TV2,20200423,58.9,58.9,57.2,57.2,29940
TVB,20200423,10.65,11.6,10.65,10.65,1172460
TLG,20200423,30,30.9,30,30.3,197300
TLH,20200423,2.8,2.98,2.8,2.93,108760
TMP,20200423,33.4,33.4,32.2,32.5,320
TMS,20200423,24,24.6,23.55,23.55,3330
TMT,20200423,5,5.11,4.79,5.11,6560
TN1,20200423,62.6,63.5,62.6,63.1,1090
TNA,20200423,15.1,15.2,14.85,14.85,21450
TNC,20200423,15.1,16,15.1,16,900
TNI,20200423,10.3,10.35,10.15,10.35,430990
TNT,20200423,1.53,1.6,1.51,1.6,124540
TPB,20200423,18.2,18.2,17.5,17.7,31680
TPC,20200423,8.37,8.37,7.44,7.51,50
SZC,20200423,17.2,17.2,16.2,16.3,229600
SZL,20200423,37.5,37.5,35,36,83300
TAC,20200423,24.7,24.95,24,24.7,5590
TBC,20200423,23.1,23.1,22.3,22.3,2880
TCB,20200423,17.2,17.3,16.95,16.95,1401680
TCD,20200423,8.56,9.59,8.56,9.25,4760
TCH,20200423,20.9,20.95,20.05,20.7,1132730
TCL,20200423,17.25,17.35,17.25,17.25,23670
TCM,20200423,15.25,15.25,14.5,14.65,327540
TCO,20200423,9.9,9.91,9.9,9.91,270
TCR,20200423,3.52,3.52,3.52,3.52,10
TCT,20200423,35,35,34.2,34.5,8330
TDC,20200423,7.6,7.75,7.6,7.69,35640
TDG,20200423,1.73,1.78,1.69,1.71,367480
TDH,20200423,8.7,8.73,8.44,8.59,843460
TDM,20200423,19.5,19.5,18.8,19,167070
TDW,20200423,23,23.1,23,23,1170
TEG,20200423,3,3.1,2.93,3.1,3940
TGG,20200423,0.91,0.92,0.85,0.89,455470
THG,20200423,43.4,43.5,42.7,42.95,3240
THI,20200423,28.5,28.5,28.5,28.5,510
TIP,20200423,16.5,16.5,15.8,15.95,49540
TLD,20200423,4.7,4.8,4.7,4.7,127050
SJF,20200423,1.73,1.75,1.66,1.66,1213760
SJS,20200423,18.8,18.8,17.95,18,45130
SKG,20200423,9.3,9.66,9.08,9.51,1560560
SMA,20200423,17.2,17.2,17.2,17.2,10
SMB,20200423,29.7,29.7,29.1,29.55,4080
SMC,20200423,11.2,11.2,10.35,10.8,3490
SPM,20200423,10.7,10.7,10,10,1010
SRC,20200423,16.45,17,16,17,5780
SRF,20200423,13.3,13.3,13.1,13.1,60
SSC,20200423,50.1,53.4,49.95,53.3,330
SSI,20200423,13.5,13.8,13.3,13.3,2594810
ST8,20200423,12.4,12.4,12.4,12.4,2000
STB,20200423,9.35,9.38,9.15,9.15,5414960
