<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200630,5.6,5.7,5.3,5.5,347500
ACB,20200630,23,23.3,22.4,22.8,3585625
ACM,20200630,0.6,0.8,0.6,0.7,528617
AME,20200630,7.8,7.8,7.8,7.8,100
AMV,20200630,17.1,17.5,16.7,16.9,531299
API,20200630,8.6,10,8.6,9.3,902
APP,20200630,3.7,3.7,3.7,3.7,1800
APS,20200630,2.4,2.5,2.4,2.5,2800
ARM,20200630,24.9,24.9,24.9,24.9,100
ART,20200630,2.7,2.8,2.5,2.6,2391322
BAX,20200630,41,42.2,39.1,42.2,2000
BCC,20200630,7.3,7.3,7.1,7.1,44055
BII,20200630,0.7,0.9,0.7,0.8,320980
BST,20200630,12,12.5,12,12.5,700
BTS,20200630,3.9,3.9,3.7,3.7,240
BTW,20200630,27.1,27.1,27.1,27.1,100
BVS,20200630,9.9,9.9,9.3,9.7,154470
C69,20200630,5.6,5.9,5.5,5.9,166060
C92,20200630,3.5,3.9,3.5,3.6,7110
CAP,20200630,29.3,29.4,29.1,29.4,2516
CDN,20200630,17.5,17.5,17.5,17.5,300
CEO,20200630,7.7,8,7,7.3,2555746
CET,20200630,1.7,1.7,1.5,1.5,26800
CIA,20200630,11.3,11.3,11.3,11.3,387
CJC,20200630,15.8,15.8,15.8,15.8,200
CKV,20200630,13,13,13,13,4400
CLH,20200630,18.3,18.3,17.3,17.3,3400
CMS,20200630,2.4,2.4,2.4,2.4,1010
CPC,20200630,15.5,15.5,15.5,15.5,200
CSC,20200630,25,25,22.6,24.6,6300
CTB,20200630,29.5,33.9,29.5,33.9,3600
CTP,20200630,3.2,3.3,3,3,44400
CTT,20200630,9,9,9,9,1749
CTX,20200630,7.7,8.3,7.6,8.3,2330
CVN,20200630,12.6,13.2,11.7,13.2,4721
D11,20200630,21.9,23.4,19.9,22,153100
DDG,20200630,27.4,27.4,27,27.2,53410
DGC,20200630,38.8,39.5,38.2,39.5,225636
DHP,20200630,9.7,9.7,9.7,9.7,2500
DHT,20200630,44.9,46,44.9,45.5,18146
DIH,20200630,14,14,14,14,1200
DNC,20200630,61,61,61,61,100
DNM,20200630,39,40.7,38.5,39.5,10250
DNP,20200630,16.3,16.9,16.3,16.9,1960
DP3,20200630,65.9,67.5,65.9,67.5,11550
DS3,20200630,4.1,4.4,4.1,4.2,50900
DST,20200630,5.5,5.7,5,5,722251
DTD,20200630,11.5,12.2,11.5,11.8,177100
DXP,20200630,10.1,10.1,10,10,1000
DZM,20200630,3.9,4.4,3.9,3.9,43000
ECI,20200630,15.9,15.9,15.9,15.9,100
EID,20200630,11.2,11.2,10.9,10.9,6700
EVS,20200630,7,7.2,7,7.2,1100
FID,20200630,1.1,1.1,1,1.1,52800
GDW,20200630,21.2,21.2,21.2,21.2,100
GKM,20200630,17.5,17.7,17.3,17.6,228700
HAD,20200630,12.8,12.8,12.5,12.5,7200
HAT,20200630,19.2,19.8,19.2,19.8,1500
HBS,20200630,2,2.1,2,2.1,20300
HCC,20200630,11.5,11.5,11.5,11.5,300
HCT,20200630,10.4,10.4,10.4,10.4,110
HDA,20200630,8.5,8.6,8.2,8.4,248720
HEV,20200630,11.5,11.5,11.5,11.5,1000
HHG,20200630,1.3,1.3,1.3,1.3,2600
HHP,20200630,10.9,11,10.8,10.9,177610
HKB,20200630,1,1.1,0.9,0.9,679900
HKT,20200630,7.6,7.8,7.6,7.8,500
HLD,20200630,20.5,20.9,20.1,20.4,13710
HMH,20200630,10,10,10,10,108
HOM,20200630,3.1,3.1,3,3,12840
HTC,20200630,24.1,25,24.1,24.1,3300
HUT,20200630,2.7,2.8,2.5,2.6,12097809
HVT,20200630,35,35,35,35,10
ICG,20200630,5.2,5.6,5.2,5.3,1500
IDC,20200630,17.9,18,17.9,18,17500
IDJ,20200630,12.2,12.9,11.8,11.8,121390
IDV,20200630,37.8,37.8,37.2,37.2,4350
INC,20200630,7.5,8.9,7.5,8.9,8100
INN,20200630,24.9,25.5,24.7,25,17500
ITQ,20200630,2.4,2.4,2.3,2.4,32500
IVS,20200630,6.7,6.9,6.7,6.8,8600
KDM,20200630,1.9,2,1.9,2,3100
KHS,20200630,13.8,13.8,13.8,13.8,600
KKC,20200630,5.2,5.2,5.2,5.2,2100
KLF,20200630,2.1,2.1,1.8,1.8,5290857
KSD,20200630,4.2,4.5,4.2,4.5,700
KSQ,20200630,1.5,1.5,1.4,1.4,24000
KVC,20200630,1.1,1.2,1.1,1.1,262830
L14,20200630,64,65.1,64,64.8,24193
L35,20200630,6.7,6.7,6.7,6.7,1000
LAS,20200630,5.9,6.1,5.7,5.9,241120
LDP,20200630,18.7,20.4,18.7,20.4,200
LIG,20200630,3.1,3.1,3,3.1,53250
LO5,20200630,3.3,3.6,3.3,3.6,17030
LUT,20200630,2,2,2,2,100
MAS,20200630,35,35,35,35,200
MBG,20200630,4.8,5.2,4.8,5.2,2742329
MBS,20200630,10,10,9.5,9.5,98942
MCC,20200630,14.1,14.1,12.5,12.5,1300
MCO,20200630,2.2,2.2,2.2,2.2,100
MDC,20200630,7.9,7.9,7.9,7.9,18800
MED,20200630,38.4,39,38.4,39,1960
MPT,20200630,1.4,1.4,1.4,1.4,78320
MST,20200630,3,3.2,3,3,1242771
NAG,20200630,5.3,5.3,5,5.1,1900
NBC,20200630,5.7,5.7,5.7,5.7,22630
NBW,20200630,19,20,19,20,2500
NDN,20200630,17.8,18,17.3,17.5,244040
NDX,20200630,13.1,13.1,13.1,13.1,9900
NET,20200630,48,48.9,47.8,48,1200
NHA,20200630,10.5,10.5,10.3,10.4,10564
NHC,20200630,26.6,26.6,26.6,26.6,100
NHP,20200630,0.6,0.7,0.5,0.7,828600
NRC,20200630,10.4,11.5,10.3,10.9,141005
NSH,20200630,1.4,1.5,1.4,1.5,32200
NST,20200630,17.9,17.9,17.9,17.9,100
NTH,20200630,29,29,28.4,28.4,15500
