<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FUCVREIT,20200528,8,8.6,8,8.6,350
VNG,20200528,13.8,13.8,13.35,13.5,174410
VNL,20200528,14.3,14.5,14.2,14.2,1350
VNM,20200528,115,116,114.8,114.8,1004500
VNS,20200528,9.65,10.4,9.6,10,28600
VOS,20200528,1.42,1.43,1.4,1.4,24250
VPB,20200528,23.1,23.5,22.75,23.1,6455000
VPD,20200528,14.4,14.4,14.4,14.4,10
VPG,20200528,19.2,19.7,19.2,19.7,11550
VPH,20200528,4.44,4.58,4.26,4.26,136270
VPI,20200528,41,43.3,38.8,42.1,733110
VPS,20200528,10.45,10.45,10.45,10.45,10
VRC,20200528,6.3,6.4,6.24,6.24,166330
VRE,20200528,25.55,27,25.5,26.9,6481940
VSC,20200528,28.15,28.9,28,28.15,80910
VSH,20200528,18,18,17.65,17.65,27860
VSI,20200528,24,24,23.8,23.9,5150
VTB,20200528,10.8,11,10.55,10.55,8670
VTO,20200528,7.65,7.79,7.63,7.7,35190
YBM,20200528,4.39,4.39,4.31,4.39,31290
YEG,20200528,58.4,59,57.2,58.2,14820
VGC,20200528,19.1,19.15,18.75,18.95,553290
VHC,20200528,33.9,34.3,33.55,33.9,711040
VHM,20200528,74.9,76,74.4,75,4347270
VIC,20200528,96.9,97.5,96.3,97,314790
VID,20200528,4.8,4.8,4.6,4.8,71510
VIP,20200528,5,5.05,4.98,5.05,54930
VJC,20200528,113,114.2,113,113.3,436060
VND,20200528,12.75,12.9,12.55,12.75,640500
VNE,20200528,4.82,5.25,4.64,4.71,436330
TYA,20200528,12.55,12.9,12.55,12.8,14140
UDC,20200528,2.99,2.99,2.87,2.87,4810
UIC,20200528,37,37.6,36.8,37.6,29370
VAF,20200528,7.85,7.85,6.83,6.83,20
VCB,20200528,83,85.1,83,84.5,1849310
VCF,20200528,225,225,220,220,120
VCI,20200528,23.3,23.5,22.85,23.35,846770
VDP,20200528,37,37,36.8,36.8,280
TN1,20200528,64.5,64.5,64.1,64.2,5350
TNA,20200528,18.55,18.55,17.9,18.4,389480
TNC,20200528,19.5,20.5,19,20.5,147530
TNI,20200528,11.2,11.6,10.1,11.6,4636010
TNT,20200528,1.52,1.52,1.49,1.52,36650
TPB,20200528,21,21.45,20.6,20.65,88230
TPC,20200528,8.74,8.74,7.8,8.3,60
TRA,20200528,58.9,58.9,58,58,2010
TRC,20200528,29.5,29.5,28.05,28.05,250
TS4,20200528,3.3,3.3,3.12,3.2,20950
TSC,20200528,2.38,2.41,2.35,2.37,363540
TTB,20200528,4.56,4.81,4.48,4.81,2497460
TTF,20200528,2.69,2.75,2.67,2.72,2178840
TV2,20200528,76.5,78,76.5,76.5,122530
TVB,20200528,11,11.4,10.95,11.4,2262540
TVS,20200528,10.8,10.85,10.65,10.85,4710
TVT,20200528,20.8,20.8,20.15,20.15,970
TDC,20200528,8.01,8.09,8,8.07,93410
TDG,20200528,1.69,1.71,1.68,1.7,186140
TDH,20200528,8.89,8.96,8.8,8.8,523610
TDM,20200528,21.7,21.85,21.25,21.65,249210
TEG,20200528,6.09,6.29,5.94,6.24,217560
TGG,20200528,0.87,0.88,0.85,0.88,244130
THG,20200528,49.9,49.9,48.6,49,1750
THI,20200528,28.9,29,27.5,27.6,5930
TIP,20200528,20.8,20.85,19.8,20.6,415940
TIX,20200528,30,30,30,30,100
TLD,20200528,5.91,6.05,5.91,6,217920
TLG,20200528,32.5,32.5,31.85,32,104730
TLH,20200528,3.3,3.34,3.26,3.33,130140
TMP,20200528,35.55,35.55,35,35,3280
TMS,20200528,25.2,25.7,25.2,25.7,20
TMT,20200528,5,5,5,5,1160
SVT,20200528,11.2,11.2,11,11,57050
SZC,20200528,20.1,20.95,19.4,20.5,2368910
SZL,20200528,40.5,40.8,39.6,40.4,82110
TAC,20200528,40,40,37.7,37.7,149090
TBC,20200528,24,24,24,24,30
TCB,20200528,20.9,21.2,20.8,20.9,1584390
TCD,20200528,9.08,9.08,8.47,9.07,13110
TCL,20200528,25.5,25.6,25,25.4,85060
TCR,20200528,2.73,2.73,2.54,2.54,620
TCT,20200528,32.9,33,32,32,16690
SKG,20200528,10.35,10.35,10.15,10.2,135320
SMA,20200528,13.4,14.85,13.4,13.5,7750
SMB,20200528,31.5,32,31.2,31.6,58260
SMC,20200528,11.2,11.35,11,11,30
SPM,20200528,10.6,10.6,10.6,10.6,1000
SRC,20200528,16.05,16.4,16,16.4,7800
SRF,20200528,13,13.2,12.8,12.8,3350
SSI,20200528,14.9,15.1,14.8,14.85,4876490
ST8,20200528,11.6,11.6,11.6,11.6,10
STB,20200528,10.1,10.6,10.05,10.3,16769210
STG,20200528,15.5,15.5,15.5,15.5,10
STK,20200528,17,17.35,16.85,17.2,69280
SVC,20200528,74,74.5,70.5,70.5,17470
SGT,20200528,4.3,4.3,4.3,4.3,280
SHA,20200528,4.1,4.1,4,4.07,23890
SHI,20200528,8.79,8.79,8.7,8.79,540420
SHP,20200528,25.2,25.2,25,25,3760
SII,20200528,16.5,17.2,16.45,17.2,1640
SJD,20200528,17.4,17.7,17.4,17.5,25520
SJF,20200528,1.87,1.91,1.87,1.91,394840
SAM,20200528,9.09,9.28,8.9,9.28,162070
SAV,20200528,9,9,9,9,200
SBA,20200528,14.9,14.9,14.3,14.3,10170
SBT,20200528,14.95,15,14.8,14.9,2274090
SCR,20200528,4.75,4.87,4.74,4.83,1146130
SCS,20200528,119,119.2,118.3,118.5,33070
SFC,20200528,21.9,21.9,21.9,21.9,100
SFG,20200528,5.59,5.59,5.4,5.5,3300
SFI,20200528,19,19.8,19,19.8,230
SGN,20200528,71.1,71.1,70,70,26840
SGR,20200528,15.5,15.5,15.5,15.5,1030
POW,20200528,10.35,10.5,10.25,10.4,4370760
PPC,20200528,24.6,24.9,24.3,24.35,96020
PTB,20200528,46,47.8,46,47,98380
PTC,20200528,8.5,8.8,8.5,8.5,27370
PTL,20200528,3,3.35,3,3.35,8420
PVD,20200528,10.8,10.95,10.7,10.7,4303140
PVT,20200528,11,11.1,10.9,10.95,1088140
PXI,20200528,2.5,2.5,2.44,2.46,18540
PXS,20200528,4.54,4.54,4.22,4.31,45650
PXT,20200528,1.18,1.18,1.16,1.16,6970
QBS,20200528,2.31,2.31,2.31,2.31,123500
QCG,20200528,7.5,7.8,7.38,7.63,535140
RAL,20200528,82,82,79,81.4,7830
RDP,20200528,8,8.23,7.7,8.23,14960
REE,20200528,31.8,31.85,31.4,31.45,486440
RIC,20200528,4.06,4.06,4.06,4.06,80
ROS,20200528,3.4,3.48,3.39,3.41,5996890
S4A,20200528,27.2,27.2,26.3,26.6,18250
SAB,20200528,176.5,177.2,173,175.2,73990
PHC,20200528,9.69,9.7,9.65,9.66,35180
PJT,20200528,10.8,10.8,10.45,10.45,1550
PLX,20200528,46.9,47,46.55,46.8,458950
PME,20200528,58.7,59.2,58.6,59,7770
PMG,20200528,12.4,12.4,12.2,12.2,2380
PNC,20200528,9.6,9.6,9.6,9.6,20
PNJ,20200528,62.5,63.1,62.2,62.7,796350
POM,20200528,6.12,6.12,6.12,6.12,23550
NBB,20200528,19.2,19.4,19.1,19.2,5640
NCT,20200528,61.2,62,61.2,61.8,22540
NHH,20200528,49,49,48.55,48.8,231990
NKG,20200528,7.7,7.82,7.7,7.71,2488300
NLG,20200528,23.2,23.45,23.1,23.35,805560
NNC,20200528,45.6,45.6,45.6,45.6,200
NT2,20200528,21.3,21.4,21,21.15,218170
LGL,20200528,4.95,4.95,4.72,4.73,17310
LHG,20200528,18,18,17.5,17.8,323360
LIX,20200528,54.7,55.4,53.6,53.6,63560
LM8,20200528,16,16,15,15.2,1910
LSS,20200528,4.75,4.75,4.55,4.7,61060
MBB,20200528,17.35,17.5,17.25,17.3,3439560
MCG,20200528,1.65,1.66,1.6,1.66,1140
MDG,20200528,12,12,11,11,20
MHC,20200528,3.1,3.1,2.96,3.1,69060
MSN,20200528,63.4,63.4,62.4,62.8,797480
MWG,20200528,85,85.7,84.5,84.7,950520
NAF,20200528,24.7,25.05,24.5,24.9,7270
JVC,20200528,2.68,2.7,2.67,2.68,201400
KBC,20200528,13.7,14,13.7,13.85,3363820
KDC,20200528,29.8,30,29.5,29.8,405650
KDH,20200528,21.8,21.9,21.65,21.75,194020
KHP,20200528,8.3,8.3,8.3,8.3,9270
KMR,20200528,2.16,2.17,2.13,2.16,90590
KOS,20200528,28.2,28.9,27.5,28.6,367820
KPF,20200528,18.55,18.55,18.55,18.55,10
KSB,20200528,22,22.9,21.85,22.65,1089670
L10,20200528,13.7,13.7,13.7,13.7,100
LAF,20200528,9.1,9.1,9.1,9.1,1000
LBM,20200528,25.15,27.7,25.15,27.7,940
LCG,20200528,6.82,7.04,6.78,7,639230
LCM,20200528,0.62,0.66,0.62,0.62,6600
LDG,20200528,5.8,5.8,5.61,5.69,2253140
LEC,20200528,15,15,15,15,110
HTL,20200528,13.7,13.8,13.7,13.8,2350
HTN,20200528,20.2,20.4,18.9,19.3,133810
HTV,20200528,12.85,13.55,12.8,13.55,580
HU1,20200528,5.9,5.9,5.9,5.9,50
HU3,20200528,7.55,7.55,7.3,7.45,2810
HUB,20200528,17.9,17.9,16.8,17,4320
HVH,20200528,8.05,8.3,7.5,8.15,292460
HVN,20200528,28,28.2,27.65,27.8,779720
ICT,20200528,15.8,16,15.5,15.5,37330
IDI,20200528,4.16,4.24,4.15,4.18,901140
IJC,20200528,12.3,12.4,12.1,12.3,100090
ILB,20200528,17,17,17,17,1810
IMP,20200528,54.5,54.5,53.2,54,18290
ITA,20200528,3.2,3.41,3.19,3.41,19636460
ITC,20200528,12.5,12.95,12.5,12.95,340
ITD,20200528,8.5,8.65,8.5,8.5,13710
GTA,20200528,10.85,10.9,10.85,10.9,2010
GTN,20200528,17.2,17.25,16.95,17.1,868980
GVR,20200528,12.65,12.9,12.55,12.75,1925610
HAG,20200528,4.17,4.27,4.17,4.27,4346920
HAH,20200528,11.55,12,11.55,11.9,300180
HAI,20200528,2.98,3.04,2.98,3,1616860
HAP,20200528,3.16,3.16,3.11,3.15,24570
HAR,20200528,3.05,3.05,3,3.03,564260
HAS,20200528,7.12,7.14,7.12,7.14,2470
HAX,20200528,11.55,11.6,11.45,11.6,28290
HBC,20200528,9.1,9.24,9.04,9.06,3791500
HCD,20200528,3,3.02,2.96,2.96,170380
HCM,20200528,18.95,19.15,18.7,18.9,2219910
HDB,20200528,24,24,23.65,23.7,510180
HDC,20200528,16.2,16.5,15.9,16.15,895150
HDG,20200528,27.35,27.9,27.2,27.7,374410
HHS,20200528,3.94,3.99,3.85,3.95,2105120
HID,20200528,2.44,2.47,2.43,2.45,157640
HII,20200528,14,14,13.15,13.45,206230
HMC,20200528,14.4,14.95,14.05,14.1,46720
HNG,20200528,14.35,14.55,14.35,14.35,327410
HPG,20200528,27.5,27.6,26.9,27.2,14486370
HPX,20200528,26.85,26.85,26.65,26.85,209790
HRC,20200528,39,40,38,38,1760
HSG,20200528,10.3,10.4,10.1,10.15,8958130
HSL,20200528,5.46,5.46,5.3,5.36,59280
HT1,20200528,14.3,14.7,14.25,14.3,183310
HTI,20200528,12.3,12.6,12.3,12.6,2260
DVP,20200528,35.2,35.25,34.7,35,12690
DXG,20200528,11.2,11.55,11.05,11.3,4669830
DXV,20200528,2.19,2.4,2.19,2.38,14050
EIB,20200528,17.2,17.6,16.9,16.9,502180
ELC,20200528,5.29,5.29,5.26,5.28,26980
EVE,20200528,10.35,10.35,9.7,10.1,10480
EVG,20200528,2.82,2.83,2.81,2.83,2246680
FCM,20200528,6.25,6.39,6.2,6.32,230810
FCN,20200528,9.31,9.32,9.2,9.25,564180
FDC,20200528,13,13.9,13,13.7,10800
FIT,20200528,5.9,6.3,5.87,6.09,567470
FLC,20200528,2.87,2.89,2.86,2.88,3133020
FMC,20200528,27.25,27.35,26.9,27,68150
FPT,20200528,48.2,48.6,48,48,1194380
FRT,20200528,25.3,25.9,24.2,24.9,1297870
FTM,20200528,1.44,1.44,1.4,1.41,200060
FTS,20200528,11.35,11.35,11.2,11.3,19630
GAB,20200528,151,152,150.8,151.5,47390
GAS,20200528,75,75.4,73.9,73.9,551210
GDT,20200528,29.7,30.45,29.7,30,20000
GEG,20200528,21.8,21.8,21.35,21.45,427410
GEX,20200528,17.3,17.4,17.2,17.25,2335060
GIL,20200528,19.2,19.5,19.1,19.1,122140
GMC,20200528,19,19.4,18.6,19.35,12170
GMD,20200528,19.7,19.9,19.4,19.6,196260
GSP,20200528,10.1,10.2,10.1,10.2,20
CMX,20200528,16.3,16.7,16.1,16.35,255060
CNG,20200528,21,22,21,21.5,95090
CRC,20200528,11.4,11.6,11.3,11.5,37020
CRE,20200528,16.9,17,16.25,16.3,1180720
CSM,20200528,16,16.2,15.95,16.1,74220
CSV,20200528,22.15,22.45,21.95,22.25,225260
CTD,20200528,74.5,78.5,74.5,76.8,479930
CTF,20200528,21.3,21.3,21,21.25,142110
CTG,20200528,22.55,22.95,22.35,22.55,5936110
CTI,20200528,19,19.05,18.7,18.9,344770
CTS,20200528,6.4,6.52,6.35,6.45,98550
CVT,20200528,17.8,18,17.65,17.8,187770
D2D,20200528,58.6,59,57.7,58.1,234500
DAG,20200528,5.41,5.44,5.37,5.38,124460
DAH,20200528,11.85,12,11.8,11.9,1576890
DBC,20200528,37.5,39.05,36.6,39.05,4421370
DBD,20200528,50,50,49.7,50,6850
DCL,20200528,20.1,20.5,20.1,20.25,49900
DCM,20200528,8.6,8.62,8.42,8.51,1486580
DGW,20200528,26.65,26.95,26.6,26.8,320060
DHA,20200528,31.5,31.85,31.2,31.85,3320
DHC,20200528,36.6,37.3,36.3,37,240700
DHG,20200528,93.2,93.6,92.8,92.8,4420
DHM,20200528,7.25,7.75,7.25,7.25,437140
DIC,20200528,1.71,1.76,1.71,1.75,218250
DIG,20200528,12,12.1,11.8,12.1,1242790
DLG,20200528,1.45,1.45,1.42,1.43,3150000
DMC,20200528,53.7,55.2,53.7,54.5,133570
DPG,20200528,24.1,24.3,23.65,23.9,244760
DPM,20200528,14.95,15.2,14.7,14.9,3472090
DPR,20200528,38.6,38.7,38.1,38.1,26350
DQC,20200528,18.4,18.4,17.5,17.95,13810
DRC,20200528,20.1,20.4,19.75,19.9,520500
DRH,20200528,6.51,6.8,6.34,6.75,1794990
DRL,20200528,51,51.5,51,51,1600
DSN,20200528,47,48,47,47.6,3690
DTA,20200528,4.1,4.35,4.1,4.35,19060
DTL,20200528,9.01,9.67,9.01,9.67,200
BSI,20200528,7.98,8.15,7.98,8.13,10610
BTP,20200528,15.5,15.55,15.1,15.1,48450
BTT,20200528,38.5,38.5,37.3,37.3,510
BVH,20200528,50.5,51.1,49.8,50.4,771840
BWE,20200528,22,22.4,21.95,22,129550
C32,20200528,26,26,25.4,25.4,22870
C47,20200528,11,11.95,11,11.95,27380
