<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FUCVREIT,20200206,7.6,7.6,7.6,7.6,10
VNS,20200206,9.2,10.1,9.02,9.2,135950
VOS,20200206,1.82,1.86,1.74,1.82,865950
VPB,20200206,25.5,25.5,23.55,25.5,8466820
VPD,20200206,15.6,16,15.4,15.6,3150
VPG,20200206,23,23.1,22.9,23,149550
VPH,20200206,3.93,3.95,3.74,3.93,8300
VPI,20200206,42.3,42.3,41.6,42.3,378980
VPS,20200206,9.9,9.9,9.9,9.9,60
VRC,20200206,5.84,5.84,5.5,5.84,219860
VRE,20200206,30.95,30.95,28.8,30.95,3660600
VSC,20200206,25.15,25.15,24.75,25.15,30060
VSH,20200206,21.2,22.1,21,21.2,6830
VSI,20200206,23.5,23.5,23.45,23.5,230
VTB,20200206,15.2,16.2,15.2,15.2,1090
VTO,20200206,7.5,7.58,7.5,7.5,12500
YBM,20200206,3.79,3.79,3.79,3.79,14670
YEG,20200206,37.8,38.4,37.1,37.8,2730
VDS,20200206,7.47,7.47,7.4,7.47,50
VFG,20200206,42,42,42,42,13540
VGC,20200206,17.55,17.65,17.3,17.55,92070
VHC,20200206,34.2,34.2,32.5,34.2,136820
VHM,20200206,86.8,87,86,86.8,484420
VIC,20200206,114.4,114.7,112.8,114.4,676290
VIP,20200206,4.95,5.05,4.94,4.95,4720
VIS,20200206,23.8,24,23.5,23.8,680
VJC,20200206,127.5,127.9,126.3,127.5,422850
VMD,20200206,23.85,23.85,23.85,23.85,250
VND,20200206,14.1,14.2,13.35,14.1,210290
VNE,20200206,3.59,3.61,3.55,3.59,40040
VNG,20200206,19.1,19.1,19,19.1,300120
VNL,20200206,14.4,14.4,14.4,14.4,740
VNM,20200206,107.5,108.6,105.9,107.5,2137020
TSC,20200206,2.16,2.2,2.08,2.2,833010
TTB,20200206,3.27,3.27,3.06,3.27,213710
TTF,20200206,2.37,2.54,2.36,2.46,437290
TV2,20200206,74,74,73,74,10100
TVB,20200206,15.05,15.05,14.5,15.05,138280
TVS,20200206,12.7,12.7,12.65,12.7,1550
TVT,20200206,23,23,23,23,870
TYA,20200206,14.1,14.1,14,14.1,2900
UDC,20200206,3.97,3.97,3.71,3.97,2150
UIC,20200206,38.3,38.4,37.9,38.3,1550
VCB,20200206,89.4,90.9,88.8,89.4,889570
VCF,20200206,200,200,191,200,1200
VCI,20200206,26.8,27,25.9,26.8,23930
VDP,20200206,30.85,31.8,30.85,30.85,560
TDG,20200206,1.72,1.72,1.6,1.72,170830
TDH,20200206,9.77,9.85,9.71,9.83,614710
TDM,20200206,21.1,21.5,20.8,21.1,823210
TEG,20200206,5.2,5.2,5.2,5.2,10
TGG,20200206,1.45,1.45,1.42,1.45,243920
THG,20200206,47.5,47.9,47.15,47.5,5160
THI,20200206,28,28,27.9,28,60
TIP,20200206,16.5,16.8,15.55,16.5,52040
TIX,20200206,29.95,29.95,29.95,29.95,300
TLD,20200206,4.37,4.45,4.25,4.37,74410
TLG,20200206,39.6,40.8,39.6,39.6,16540
TLH,20200206,3.46,3.5,3.28,3.46,218500
TMP,20200206,36.4,36.5,36.4,36.5,220
TMS,20200206,28,29,28,28.4,13160
TMT,20200206,5.7,5.7,5.21,5.7,930
TN1,20200206,64.7,64.7,63.3,64.7,6030
TNA,20200206,17.1,18.2,16.7,17.8,374290
TNC,20200206,12.7,12.7,12.7,12.7,400
TNI,20200206,10.25,10.5,10.05,10.25,758450
TNT,20200206,1.53,1.53,1.48,1.53,24120
TPB,20200206,21.4,21.5,20.9,21.4,77450
TPC,20200206,9.01,9.89,9.01,9.89,20
TRA,20200206,57,57.6,55,55.9,14750
TRC,20200206,29.95,30.95,29.95,30.95,2090
TS4,20200206,3.02,3.23,3.01,3.23,3530
SZC,20200206,15.6,15.6,15,15.55,167030
SZL,20200206,35.5,36.5,35.4,36.5,38060
TCB,20200206,22.35,22.45,21.5,22.35,2677150
TCD,20200206,10,10.35,10,10,40
TCH,20200206,42.5,42.5,41.75,42.5,701640
TCL,20200206,19.35,19.5,18.7,19.35,14900
TCM,20200206,19.2,19.8,19,19.75,705970
TCR,20200206,2.47,2.7,2.46,2.68,31830
TCT,20200206,42,42,42,42,10
TDC,20200206,8.09,8.1,8.06,8.09,77450
SKG,20200206,11.1,11.6,10.9,11.6,220430
SMA,20200206,14.25,14.25,14.25,14.25,1760
SMB,20200206,30,31.55,30,31.55,55890
SMC,20200206,11.6,11.6,11,11.4,48410
SPM,20200206,12.6,12.7,12.6,12.7,20
SRC,20200206,19.1,20.2,19.1,19.9,11090
SRF,20200206,14,14,13.6,13.6,330
SSC,20200206,44.4,47.5,44.4,47.5,160
SSI,20200206,17,17.7,16.9,17.7,2870780
ST8,20200206,14.5,14.5,14.5,14.5,460
STB,20200206,10.3,10.95,10.3,10.95,22697950
STG,20200206,15.9,16,15.9,16,3080
STK,20200206,16.9,17.2,16.8,17.2,152700
SVC,20200206,40.2,40.5,40.2,40.5,10100
ROS,20200206,7.11,7.29,7,7.05,3455240
S4A,20200206,28.1,28.1,27.6,27.6,20
SAB,20200206,194,199,189.3,190,165080
SAM,20200206,9.5,9.72,9.46,9.65,88310
SAV,20200206,9.2,9.2,8.9,9,6550
SBA,20200206,15.05,15.1,14.9,15.1,12880
SBT,20200206,17.6,18,17.6,18,1159630
SBV,20200206,9.7,10.05,9.7,10.05,110
SC5,20200206,19.7,19.7,18.3,18.3,40
SCD,20200206,27,27,26.2,26.5,6660
SCS,20200206,120,120,118,118.5,20660
SFG,20200206,5.9,5.98,5.85,5.95,77870
SFI,20200206,23.6,23.6,23.6,23.6,820
SGN,20200206,82.8,83.9,82.8,83.5,2370
SGT,20200206,5.39,5.39,5.39,5.39,10
SHA,20200206,4.35,4.35,4.12,4.12,6420
SHI,20200206,8.88,8.89,8.62,8.88,570610
SHP,20200206,22.9,22.9,22.9,22.9,10
SJD,20200206,17.45,17.5,17.3,17.5,9940
SJF,20200206,1.66,1.81,1.65,1.79,740030
SJS,20200206,16.5,16.9,16.3,16.9,68800
PLX,20200206,51.5,52.3,51.2,52,547380
PME,20200206,53,53.9,52.8,53,18110
PMG,20200206,17.45,17.45,17.4,17.4,5980
