<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VNM,20200806,112.2,116,112.1,114.8,1360570
VNS,20200806,11.5,11.5,11.25,11.4,7460
VOS,20200806,1.36,1.39,1.35,1.38,128440
VPB,20200806,21.6,21.7,21.2,21.35,3045480
VPD,20200806,14.25,14.25,14.25,14.25,4480
VPG,20200806,12.9,13,12.8,12.9,347250
VPH,20200806,4.44,4.44,4.2,4.4,8280
VPI,20200806,42.2,42.35,41.75,42.25,572210
VPS,20200806,14.55,14.55,14.55,14.55,3510
VRC,20200806,5.91,6.08,5.91,5.93,20530
VRE,20200806,26.2,26.75,26.1,26.35,2096050
VSC,20200806,32,32.55,31.45,32.5,362380
VSH,20200806,17.3,17.3,16.7,16.7,14150
VSI,20200806,20.1,21.55,20.1,20.9,11230
VTB,20200806,10,10,9.55,9.55,12630
VTO,20200806,6.6,6.62,6.6,6.62,2850
YBM,20200806,3.8,3.84,3.75,3.84,7400
YEG,20200806,46,47.8,46,47.6,13010
VFG,20200806,36.55,39,36.55,38,8980
VGC,20200806,20.1,20.2,19.9,20.1,238130
VHC,20200806,35.5,36.2,35.2,35.75,382090
VHM,20200806,79,79.9,78.6,79.6,1072220
VIC,20200806,88,88.2,87.1,87.5,332340
VID,20200806,11.3,11.4,10.6,11.4,9530
VIP,20200806,5.47,5.68,5.47,5.6,135700
VJC,20200806,100,102.1,100,101,362410
VMD,20200806,19.1,21.3,19.1,21.3,1840
VND,20200806,11.5,11.65,11.4,11.45,486460
VNE,20200806,4.71,4.85,4.7,4.79,196980
VNG,20200806,14.35,14.6,14.3,14.6,188560
TSC,20200806,2.43,2.5,2.42,2.43,540520
TTB,20200806,5.05,5.18,4.97,5.05,641600
TTE,20200806,15.75,15.75,15.75,15.75,10
TTF,20200806,3.12,3.32,3.12,3.22,2826320
TV2,20200806,73,73.4,69.7,70.6,193360
TVB,20200806,7.2,7.2,7,7.15,172460
TVS,20200806,10.6,10.6,10.4,10.6,6370
TVT,20200806,19.3,19.3,19.05,19.3,1560
TYA,20200806,14.3,14.8,14.15,14.3,111240
UDC,20200806,5.11,5.5,5.1,5.3,49810
UIC,20200806,37.5,37.5,36.7,36.7,1550
VAF,20200806,9.8,10.5,9.8,9.85,520
VCB,20200806,82.6,83.1,81.9,82.8,802350
VCF,20200806,215,215,215,215,170
VCI,20200806,21.6,21.8,21.25,21.35,362070
TEG,20200806,4.81,5.15,4.81,5.1,150
TGG,20200806,0.95,0.99,0.94,0.97,168830
THG,20200806,48,48.5,47.7,48.4,14680
THI,20200806,25.65,25.65,25.65,25.65,330
TIP,20200806,19.35,19.6,19.05,19.35,157240
TLD,20200806,10.7,10.8,10.1,10.25,288760
TLG,20200806,34,34.2,33.9,34,71630
TLH,20200806,3.2,3.24,3.2,3.24,127580
TMP,20200806,35.5,35.55,35.5,35.5,2290
TMS,20200806,25.9,25.9,25.65,25.65,1200
TN1,20200806,52.5,52.5,52,52,780
TNA,20200806,16.2,16.3,15.95,16.3,131650
TNC,20200806,18.5,19.2,18.5,19.2,1210
TNI,20200806,3.16,3.43,3.16,3.36,1230720
TNT,20200806,1.38,1.41,1.34,1.4,41310
TPB,20200806,21,21,20.75,21,51960
TPC,20200806,7.21,7.58,7.21,7.58,150
TRA,20200806,56.5,56.5,55,56.4,2460
TRC,20200806,30.05,30.05,29.5,29.5,620
TS4,20200806,3.1,3.1,3.05,3.05,2690
SVI,20200806,60.2,61,57.3,57.3,510
SVT,20200806,17.9,17.9,17.9,17.9,400
