<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200106,8.4,8.5,8.3,8.4,122400
ACB,20200106,23,23,22.5,22.5,1286035
ACM,20200106,0.4,0.4,0.3,0.4,206500
ADC,20200106,15.8,15.8,15.8,15.8,60
AMV,20200106,24.6,24.6,24,24.1,130510
ART,20200106,2.5,2.5,2.4,2.4,1830955
BAX,20200106,42.9,48,42.9,45.6,800
BCC,20200106,7,7.1,6.9,6.9,73400
BII,20200106,0.8,0.9,0.8,0.9,8100
BKC,20200106,6.5,6.5,6.5,6.5,200
BTS,20200106,4.4,4.8,4.4,4.8,200
BVS,20200106,10.1,10.1,9.8,10,44430
BXH,20200106,8.9,8.9,8.9,8.9,10000
C69,20200106,6.4,7,6.4,7,911600
CAP,20200106,30,30,29.8,29.8,7620
CDN,20200106,18.7,18.7,18.7,18.7,300
CEO,20200106,9.1,9.2,8.9,8.9,605544
CET,20200106,3.3,3.3,3.3,3.3,300
CIA,20200106,14.6,15.1,14.4,15.1,2800
CPC,20200106,21.7,21.7,19,20.6,1400
CSC,20200106,25,27.2,24.7,24.7,84250
CTB,20200106,29.9,29.9,29.9,29.9,200
CTP,20200106,4.2,4.2,3.6,3.6,9200
CTX,20200106,11.5,12,11.5,12,4632
D11,20200106,17.6,17.6,17.6,17.6,5100
DC4,20200106,12.8,12.8,12.8,12.8,45
DDG,20200106,26.9,26.9,26.7,26.9,88500
DGC,20200106,24.3,24.3,23.8,23.8,58880
DHP,20200106,6.6,6.6,6.6,6.6,100
DHT,20200106,49.6,49.6,48,48.1,4500
DNM,20200106,8.5,8.5,8.5,8.5,100
DNP,20200106,17.5,17.6,17.5,17.6,36000
DS3,20200106,3.1,3.2,3,3.1,42300
DST,20200106,1,1,0.8,0.9,62110
DTD,20200106,10.6,10.7,10.3,10.5,59516
DXP,20200106,11,11.4,11,11.3,3865
DZM,20200106,2.5,2.5,2.5,2.5,20
EBS,20200106,8,8,8,8,7
EVS,20200106,9.1,9.1,9.1,9.1,100
FID,20200106,0.9,0.9,0.9,0.9,1500
GKM,20200106,15.2,15.4,15.1,15.4,133800
GLT,20200106,27.5,29.9,27.5,29.9,900
HAD,20200106,18.8,18.8,18.8,18.8,30
HBS,20200106,2,2,1.9,2,13500
HCC,20200106,10.9,10.9,10.9,10.9,1000
HDA,20200106,10.2,10.2,9.8,9.8,79910
HHP,20200106,11.9,12.2,11.8,12,48600
HJS,20200106,24.5,25,24.5,25,300
HKB,20200106,0.6,0.6,0.5,0.6,596845
HLD,20200106,16.5,17,16.3,16.9,22500
HOM,20200106,3.4,3.4,3.3,3.3,24700
