<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VND,20200518,11.9,12.05,11.8,12,613630
VNE,20200518,4.53,4.8,4.29,4.8,254010
VNG,20200518,14,14.05,13.8,13.9,172230
VNM,20200518,110.8,111.8,109,111.1,898370
VNS,20200518,9.23,9.3,9.14,9.24,12060
VOS,20200518,1.39,1.4,1.38,1.39,77100
VPB,20200518,23.8,25.1,23.65,25.1,11745840
VPD,20200518,14.1,14.2,14.1,14.2,4300
VPG,20200518,19.7,19.7,18.7,19.7,5090
VPH,20200518,4.01,4.17,4.01,4.17,110150
VPI,20200518,41.85,42.4,41.75,42.25,1100000
VPS,20200518,11.3,11.3,11.3,11.3,10
VRC,20200518,6.7,6.7,6.5,6.6,235680
VRE,20200518,24.2,24.7,24.05,24.55,2597120
VSC,20200518,27.55,27.95,27.55,27.55,38910
VSH,20200518,18.5,18.5,17.8,17.8,9300
VTB,20200518,10.5,10.5,10,10,14250
VTO,20200518,7.06,7.09,7.06,7.07,8940
VCB,20200518,76.3,79,75.8,78.5,1002690
VCF,20200518,211,211,211,211,110
VCI,20200518,23,24.3,22.8,24,600770
VDP,20200518,36,36,36,36,2800
VDS,20200518,6,6,5.97,6,1580
VFG,20200518,38.6,39.1,38.6,39.1,2240
VGC,20200518,17.1,17.4,17.05,17.4,556780
VHC,20200518,32.5,32.55,31.7,32.25,483000
VHM,20200518,71.3,72.6,70.9,71.9,1656080
VIC,20200518,97,97,95.5,96.5,229440
VID,20200518,3.59,3.59,3.59,3.59,150
VIP,20200518,5.09,5.09,4.93,5.08,149400
VJC,20200518,114,114.2,113.1,114,403230
VMD,20200518,21.1,21.2,21.1,21.2,1310
TPB,20200518,21,21.8,20.9,21.5,102210
TPC,20200518,8.57,8.57,7.8,8.24,90
TRA,20200518,57,57.6,56.9,57.6,1560
TRC,20200518,26.2,28,25.6,27.35,20660
TS4,20200518,3.02,3.3,3.02,3.02,68140
TSC,20200518,2.32,2.44,2.32,2.4,358490
TTB,20200518,3.14,3.46,3.1,3.46,768190
TTF,20200518,2.52,2.67,2.4,2.44,3420800
TV2,20200518,68.9,68.9,66,67.6,50790
TVB,20200518,10.35,10.35,10.1,10.2,682930
TVS,20200518,10.4,10.65,10.1,10.5,2360
TVT,20200518,20.5,20.5,20.5,20.5,230
TYA,20200518,12.4,12.4,12.3,12.35,26260
UDC,20200518,3,3.1,2.9,2.92,4280
