<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VNG,20200507,13.3,13.35,12.9,13.3,191430
VNM,20200507,101.6,103.8,101.5,103.4,1583260
VNS,20200507,9.2,9.24,9.2,9.24,6080
VOS,20200507,1.36,1.36,1.34,1.36,99920
VPB,20200507,20.8,21.4,20.8,21.4,3376550
VPD,20200507,14,14.15,14,14.15,780
VPG,20200507,17.95,17.95,16.7,16.7,2930
VPH,20200507,3.6,3.7,3.6,3.61,130950
VPI,20200507,42.1,42.35,41.95,42.2,678330
VPS,20200507,11.3,11.3,10.8,10.8,4370
VRC,20200507,5.97,5.97,5.81,5.9,240290
VRE,20200507,25.1,25.2,24.65,24.8,2518450
VSC,20200507,27.15,28.2,26.9,26.9,170590
VSH,20200507,17.65,18.8,17.6,17.85,301830
VSI,20200507,24.25,24.25,24,24,70
VTB,20200507,10.9,10.9,10.2,10.2,510
VTO,20200507,7,7.1,6.96,7,13160
YBM,20200507,3.48,3.48,3.36,3.46,2380
YEG,20200507,54.9,55.2,54.1,54.7,31100
TTF,20200507,2.1,2.1,2.07,2.09,1039280
TV2,20200507,63.1,64.2,63,63,60450
TVB,20200507,10.5,10.55,10.2,10.25,378540
TVS,20200507,11,11,10.7,10.95,38130
TVT,20200507,19.25,20.2,19.25,20.1,340
TYA,20200507,12.2,12.45,12.05,12.35,108730
UDC,20200507,2.89,2.99,2.89,2.91,7300
UIC,20200507,40,40,38.55,39.9,34830
VCB,20200507,67.8,69.7,67.7,69.7,1936540
VCF,20200507,208.5,208.8,208.5,208.8,50
VCI,20200507,18.4,19,18.35,19,393280
VDP,20200507,38,38,35.2,35.2,1100
VDS,20200507,6.25,6.25,6.2,6.2,60
VFG,20200507,39.4,39.4,37.55,37.55,20
VGC,20200507,17.3,17.35,17,17.3,434920
VHC,20200507,30.75,32.1,30.4,32.1,1023070
VHM,20200507,67.5,68,66.2,67.6,1474450
VIC,20200507,95,96,94,96,617800
VID,20200507,3.46,3.68,3.24,3.46,13930
VIP,20200507,4.4,4.54,4.4,4.46,201120
VIS,20200507,20.1,20.1,20.1,20.1,200
VJC,20200507,112.2,115.2,112.2,115.2,413820
VMD,20200507,21,21,20.3,20.4,260
VND,20200507,10.9,11.05,10.8,11,775900
TGG,20200507,0.85,0.85,0.83,0.85,152080
THG,20200507,48.1,49.3,47.1,48.5,8920
THI,20200507,27.8,27.8,27.8,27.8,520
TIP,20200507,18.9,19,18.4,18.7,153530
TIX,20200507,32.1,32.1,32.1,32.1,100
TLD,20200507,5.24,5.34,5.2,5.3,86100
TLG,20200507,31.2,31.6,31.2,31.35,176570
TLH,20200507,2.9,2.94,2.89,2.9,267480
TMP,20200507,32,32,32,32,810
TMS,20200507,26.5,26.5,25.5,25.6,4430
TMT,20200507,5.35,5.4,5.35,5.4,1010
TN1,20200507,64.7,64.7,64,64.7,4370
TNA,20200507,15.45,15.45,15.05,15.45,18490
TNC,20200507,16,18.2,16,18.2,133490
TNI,20200507,10.45,10.5,10.35,10.5,389910
TNT,20200507,1.53,1.53,1.47,1.52,36170
TPB,20200507,18.2,18.2,17.95,18.1,85730
TPC,20200507,7.98,7.98,7.98,7.98,10
TRA,20200507,56,57.4,56,57.3,6000
TRC,20200507,27,28,27,27.95,23910
TS4,20200507,2.45,2.45,2.42,2.44,17350
TSC,20200507,2.36,2.36,2.29,2.33,183130
TTB,20200507,2.96,3,2.94,2.94,215110
STB,20200507,9.18,9.38,9.17,9.34,12175430
STG,20200507,16.7,16.7,14.65,15.6,1030
STK,20200507,16.55,17,16.4,16.8,42900
SVC,20200507,74.1,74.1,71,74.1,202320
SVT,20200507,8.15,8.15,8.15,8.15,30
SZC,20200507,19.3,19.6,18.9,19.15,668540
SZL,20200507,40.1,40.4,39.7,39.8,86550
TAC,20200507,27,27.25,26.9,27.05,18890
TCB,20200507,17.55,17.7,17.45,17.7,2409540
TCD,20200507,9.8,9.8,9.31,9.35,6180
TCH,20200507,22.2,22.2,21.8,21.95,437810
TCL,20200507,17.8,18.25,17.7,18,25030
TCM,20200507,15.05,15.4,15.05,15.35,417130
TCR,20200507,4.18,4.18,3.64,3.64,1720
TCT,20200507,34.6,35,34.6,34.8,14450
TDC,20200507,7.57,7.65,7.52,7.56,66230
TDG,20200507,1.71,1.79,1.69,1.77,510830
TDH,20200507,8.01,8.34,8,8.29,541090
TDM,20200507,20.8,20.85,20.5,20.6,201010
TEG,20200507,2.84,2.99,2.84,2.99,1400
SFI,20200507,18.9,18.9,18,18.75,660
SGN,20200507,72,72,70.5,70.6,930
SHA,20200507,4.05,4.2,4.05,4.09,3710
SHI,20200507,8.54,8.54,8.45,8.53,334120
SHP,20200507,24.35,24.35,24,24,3010
SII,20200507,19.3,19.3,19.3,19.3,460
SJD,20200507,16.8,16.85,16.7,16.8,27840
SJF,20200507,1.77,1.84,1.77,1.81,413290
SJS,20200507,19.2,19.25,18.75,19,68330
SKG,20200507,9.85,9.97,9.8,9.94,191010
SMB,20200507,30,30.2,30,30.1,73300
SMC,20200507,10.85,11,10.85,11,5320
SRC,20200507,17.2,17.2,16.4,16.9,5310
SRF,20200507,13.25,13.95,13.2,13.7,1290
SSI,20200507,12.95,13.2,12.9,13.2,2332040
ST8,20200507,12.4,12.8,12,12.8,7040
PNC,20200507,9.45,9.45,9.45,9.45,10
PNJ,20200507,57,57.6,56.8,57.5,823310
POM,20200507,4.35,4.35,4.2,4.2,13470
POW,20200507,9.96,10.2,9.95,10.2,5567040
PPC,20200507,24.6,25.3,24.6,24.85,200820
PTB,20200507,46.2,46.5,45.6,46.5,300970
PTC,20200507,7.88,7.89,7.38,7.38,1300
PTL,20200507,3.15,3.48,3.15,3.48,880
PVD,20200507,9.65,9.65,9.5,9.57,4082290
PVT,20200507,9.92,10.5,9.92,10.1,1499770
PXI,20200507,2.69,2.89,2.68,2.89,4950
PXS,20200507,3.6,3.64,3.51,3.6,58200
PXT,20200507,1.06,1.06,1.02,1.02,7740
QBS,20200507,1.86,1.88,1.84,1.84,37800
QCG,20200507,8.35,8.35,7.82,7.82,1406870
RAL,20200507,87,87,83.5,84.1,10270
RDP,20200507,7.5,7.5,7.5,7.5,4830
REE,20200507,30.5,30.7,30.3,30.6,370940
RIC,20200507,4.23,4.4,4.1,4.1,145570
ROS,20200507,3.62,3.63,3.56,3.57,3591990
S4A,20200507,27.5,27.9,27.5,27.9,580
SAB,20200507,161.9,169,160,169,63680
SAM,20200507,9.24,9.35,9.23,9.25,69570
MSN,20200507,58.8,59,58,58.8,780600
MWG,20200507,81.8,82.6,81.5,82.6,1207270
NAF,20200507,24.8,25.9,24.7,25.9,46290
NAV,20200507,21,21,18.6,18.6,7690
NBB,20200507,18.6,18.6,18.5,18.55,3510
NCT,20200507,59.5,60.4,59.5,59.5,32100
NHH,20200507,45.9,48.9,45.9,48.8,224980
NKG,20200507,6.7,6.83,6.66,6.77,2035010
NLG,20200507,22.45,22.45,22,22.3,770090
NNC,20200507,43.1,44.9,43.1,43.5,5260
NSC,20200507,63,64.9,63,64.9,540
NT2,20200507,20.4,20.5,20.05,20.15,245900
NTL,20200507,17,17.4,17,17.25,161430
NVL,20200507,53,53.6,51.7,53.1,1516210
NVT,20200507,5.2,5.2,5.2,5.2,40
OGC,20200507,3.24,3.43,3.24,3.28,1306640
OPC,20200507,57,57,56.9,56.9,140
PAC,20200507,22.3,22.3,22.05,22.05,79360
PAN,20200507,26,26,24.7,25.45,51430
PC1,20200507,16.15,16.15,15.5,16.15,1612260
PDN,20200507,58.7,63,58.7,61,18320
PDR,20200507,26,26.3,25.7,26.2,627640
