<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FUCVREIT,20200702,7.1,7.1,7.1,7.1,100
YBM,20200702,4.69,4.69,4.13,4.59,9260
YEG,20200702,52.5,54,52.5,53.4,4510
VNG,20200702,16.4,16.6,16.3,16.45,215030
VNL,20200702,15.4,15.4,15.4,15.4,10
VNM,20200702,114.8,114.9,113,113,720480
VNS,20200702,10.15,10.15,10.05,10.1,81000
VOS,20200702,1.47,1.47,1.42,1.43,73430
VPB,20200702,21.5,21.7,21.2,21.45,1662300
VPD,20200702,13.6,13.6,13.6,13.6,10
VPG,20200702,12.1,12.1,12.1,12.1,120180
VPH,20200702,4.33,4.33,4.16,4.27,53760
VPI,20200702,42.2,42.2,40.5,41.05,461980
VPS,20200702,9.21,9.21,9.21,9.21,3370
VRC,20200702,6.84,6.84,6.5,6.7,75500
VRE,20200702,26.4,26.4,25.85,26.2,951820
VSC,20200702,27.1,27.4,27,27.4,28040
VSH,20200702,17.4,17.5,17.4,17.5,10110
VSI,20200702,23,23,22.45,22.45,9680
VTB,20200702,10.1,10.1,9.8,10,190
VTO,20200702,7.82,7.82,7.75,7.76,130320
VDP,20200702,36.4,36.4,33.4,33.4,50
VDS,20200702,5.99,5.99,5.99,5.99,2110
VFG,20200702,39,39,39,39,10
VGC,20200702,20.3,20.9,19.8,20.9,1084590
VHC,20200702,36,36.85,35.1,36.5,332210
VHM,20200702,77,77.4,76.4,76.9,893400
VIC,20200702,90.6,91.1,89.5,89.9,420700
VID,20200702,9,9,8.8,8.8,35250
VIP,20200702,5.34,5.35,5.3,5.35,49160
VIS,20200702,18.35,18.35,18.35,18.35,10
VJC,20200702,108,108,106.9,107.9,244570
VND,20200702,13.05,13.2,12.95,13.05,189460
VNE,20200702,4.39,4.52,4.35,4.52,116680
VCI,20200702,22.45,22.8,22.1,22.2,275590
TNA,20200702,17.5,17.7,17.4,17.7,33920
TNC,20200702,23,23,20.65,20.7,1290
TNI,20200702,4.7,4.8,4.6,4.6,1320100
TNT,20200702,1.65,1.65,1.52,1.59,25310
TPB,20200702,20.5,20.85,20.5,20.8,33440
TPC,20200702,8.49,8.49,7.63,7.9,50
TRA,20200702,53,53,51.8,51.8,920
TRC,20200702,30.35,30.4,29.4,29.4,6510
TS4,20200702,3.39,3.4,3.39,3.4,20680
TSC,20200702,2.69,2.7,2.58,2.6,688420
TTB,20200702,5.25,5.3,5.1,5.28,534840
TTF,20200702,2.92,3,2.9,2.93,740900
TV2,20200702,77,79.5,75.8,76.4,90450
TVB,20200702,8.7,9.1,8.7,8.89,229410
TVS,20200702,10.25,10.45,10.2,10.45,29040
TVT,20200702,19.7,19.7,19.7,19.7,20
TYA,20200702,14.45,14.6,14.35,14.5,30070
UDC,20200702,3.15,3.37,3.14,3.37,163430
UIC,20200702,38.75,38.75,38,38.5,3230
VAF,20200702,9.74,9.74,9.74,9.74,20
VCB,20200702,83.2,83.2,81,82.6,469040
VCF,20200702,212,214,212,214,20140
TDG,20200702,1.83,1.83,1.73,1.78,19110
TDH,20200702,8.79,8.79,8.45,8.6,441090
TDM,20200702,23.4,23.45,23.2,23.3,37650
TEG,20200702,3.99,4.2,3.99,4.2,9950
TGG,20200702,1.2,1.25,1.2,1.23,175940
THG,20200702,50,50,48,48.2,16380
THI,20200702,26.8,26.85,24,26.85,3530
TIP,20200702,19.8,19.9,19.75,19.75,26600
TIX,20200702,31.95,32,27.9,27.9,60
TLD,20200702,7.25,7.63,7.25,7.39,84310
TLG,20200702,35.55,36,35.5,36,124750
TLH,20200702,3.3,3.5,3.3,3.36,22560
TMP,20200702,35,35,35,35,740
TMS,20200702,24.6,25.85,24.6,25.85,790430
TMT,20200702,5.99,5.99,5.5,5.8,40
TN1,20200702,60.2,60.6,60,60,1160
TCH,20200702,20.65,20.9,20.5,20.55,836510
TCL,20200702,23.5,23.8,23.3,23.55,9920
TCM,20200702,19.55,19.65,19.2,19.5,258940
TCR,20200702,2.99,3,2.9,2.9,6120
TCT,20200702,26.4,26.4,25.2,25.9,8490
TDC,20200702,8.09,8.1,7.99,8.06,51910
SSI,20200702,15.3,15.3,15.05,15.15,2325600
ST8,20200702,11.8,11.8,11.8,11.8,20
STB,20200702,11.2,11.3,11,11.05,4903810
STK,20200702,16.7,16.75,16.4,16.7,60030
SVI,20200702,71.9,72,71.8,72,1920
SVT,20200702,20.7,23.7,20.7,23.7,130
SZC,20200702,19.6,19.8,19.3,19.3,278980
SZL,20200702,41.5,41.5,40.8,41.2,30700
TAC,20200702,34.6,34.6,33.9,33.9,3270
TBC,20200702,24,24,23.15,23.15,260
