<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
A32,20200403,26.5,26.5,26.5,26.5,800
ABC,20200403,8.1,9,8.1,9,3100
ABI,20200403,23,23.1,23,23,5100
ABR,20200403,29.1,29.1,29.1,29.1,220
ACE,20200403,19.8,19.8,19.8,19.8,100
ACV,20200403,44,45.5,44,44.9,251852
ADG,20200403,92.6,92.6,92.6,92.6,700
AFX,20200403,2.9,2.9,2.9,2.9,100
AGF,20200403,2.4,2.4,2.4,2.4,110
ALV,20200403,2.2,2.2,2.2,2.2,100
AMS,20200403,7.1,7.1,5.7,5.7,400
APF,20200403,23.5,23.5,23.1,23.3,1600
ASA,20200403,1,1,1,1,21200
ATA,20200403,0.3,0.3,0.2,0.3,126500
ATB,20200403,0.5,0.5,0.5,0.5,900
AVC,20200403,26,26,26,26,1000
AVF,20200403,0.4,0.5,0.4,0.4,300800
BAB,20200403,17.6,17.6,17.6,17.6,3400
BAL,20200403,9.7,9.7,9.7,9.7,100
BBT,20200403,20,20,17.2,17.2,1200
BCM,20200403,17.5,18,17.3,18,9350
BDG,20200403,34.9,34.9,30,30,3300
BDT,20200403,15.5,15.5,15.4,15.4,3400
BEL,20200403,9.5,9.5,9.5,9.5,500
BHK,20200403,10,10.1,10,10.1,200
BKH,20200403,31.3,31.3,31.3,31.3,100
BLI,20200403,6.5,6.5,6.5,6.5,500
BMF,20200403,11.9,12.6,11.9,12.6,2103
BMS,20200403,3.1,3.1,3.1,3.1,400
BOT,20200403,55.5,55.8,55.4,55.5,28900
BQB,20200403,5,5,5,5,5000
BSA,20200403,13,13.3,13,13.1,2000
BSP,20200403,16.9,16.9,16.9,16.9,100
BSQ,20200403,24.2,24.2,21,21,600
BSR,20200403,5.2,5.6,5,5.6,4006383
BT1,20200403,16,16,16,16,1000
BT6,20200403,1.3,1.3,1.3,1.3,100
BTD,20200403,16.1,16.1,16.1,16.1,900
BTN,20200403,3.9,3.9,3.9,3.9,100
BVG,20200403,1.4,1.4,1.3,1.3,3000
BWS,20200403,35.6,35.6,35.6,35.6,34
C12,20200403,1.6,2,1.6,2,300
C21,20200403,20.2,20.2,20.2,20.2,100
C4G,20200403,3.8,4.1,3.8,4,246900
CAD,20200403,0.3,0.3,0.3,0.3,5800
CAT,20200403,10.5,10.5,10.5,10.5,100
CCA,20200403,5.8,5.8,5.7,5.7,7300
CCM,20200403,18.7,18.7,18.7,18.7,150
CDG,20200403,8,8,8,8,100
CDO,20200403,0.8,0.8,0.7,0.7,5610
CDP,20200403,8,8,7,7,1500
CEN,20200403,5,5.4,5,5.3,3400
CHS,20200403,5.8,5.8,5.8,5.8,100
CI5,20200403,3.5,4.4,3.5,4,600
CID,20200403,5.8,5.8,5.8,5.8,100
CLX,20200403,10.8,10.8,10.8,10.8,1000
CMI,20200403,1.9,1.9,1.9,1.9,100
CMT,20200403,5.6,6.2,5.6,6.2,2100
CNT,20200403,8.5,8.5,7.6,7.7,19003
CPI,20200403,1,1.2,1,1,2100
CTN,20200403,0.2,0.2,0.2,0.2,100
CTR,20200403,28.7,30.8,28.7,30.6,474675
DAS,20200403,6.6,6.6,6.6,6.6,100
DBM,20200403,31.7,31.7,31.7,31.7,100
DCR,20200403,2.4,2.4,2.4,2.4,2100
DCS,20200403,0.4,0.4,0.3,0.4,8370
DCT,20200403,0.9,1,0.9,1,1120
DDM,20200403,0.8,0.8,0.8,0.8,184
DDN,20200403,10,10,10,10,156
DDV,20200403,6.2,6.2,5.7,5.7,2600
DFC,20200403,24.6,24.6,24.6,24.6,500
DNW,20200403,13,16,13,14.3,6800
DP1,20200403,13.3,13.6,13.3,13.6,1000
DP2,20200403,4,4,4,4,3900
DPH,20200403,23.7,23.7,23.7,23.7,100
DRI,20200403,3.7,3.8,3.7,3.8,101300
DSC,20200403,4.6,4.6,4.6,4.6,1600
DSP,20200403,13.6,13.6,13.1,13.1,900
DSS,20200403,8.9,8.9,8.9,8.9,100
DVC,20200403,4.6,4.6,4.6,4.6,100
DVN,20200403,9.8,9.8,9.6,9.7,86761
E29,20200403,18.1,18.1,18.1,18.1,100
EIC,20200403,10,10,10,10,1000
EIN,20200403,4,4.3,4,4.3,1164
EMS,20200403,38.1,38.1,38.1,38.1,100
EVF,20200403,6.3,6.8,5.5,6.7,29140
FDG,20200403,0.8,0.8,0.8,0.8,200
FOX,20200403,40.2,41.5,40,41.5,18000
FRC,20200403,13.4,13.4,13.4,13.4,200
G20,20200403,0.2,0.2,0.2,0.2,16200
G36,20200403,3.3,3.4,3,3.4,345200
GHC,20200403,30.9,31,30.5,30.5,2000
GND,20200403,24.8,24.8,23.1,23.2,9900
GTT,20200403,0.2,0.2,0.2,0.2,55000
H11,20200403,13.8,13.8,13.8,13.8,2000
HAC,20200403,4.6,4.6,4.6,4.6,9300
HAV,20200403,2.9,2.9,2.9,2.9,100
HD2,20200403,6.7,6.7,6.7,6.7,200
HDM,20200403,10.9,10.9,10.9,10.9,100
HDO,20200403,0.4,0.4,0.3,0.3,300
HEC,20200403,31.5,31.5,31.5,31.5,3600
HEJ,20200403,19,19,19,19,500
HFC,20200403,9.6,9.6,9.6,9.6,6000
HHV,20200403,15,15.4,15,15,3400
HIG,20200403,5.9,5.9,5.9,5.9,1400
HLA,20200403,0.2,0.2,0.2,0.2,4400
HMS,20200403,20.5,20.5,20.5,20.5,200
HND,20200403,14.6,14.8,14.5,14.7,119220
HNF,20200403,26.8,26.9,26.8,26.9,1400
HPB,20200403,15.3,15.3,15.3,15.3,40
HPD,20200403,16.4,16.4,16.4,16.4,1800
HPI,20200403,16.6,16.6,16.6,16.6,100
HSI,20200403,0.8,0.8,0.8,0.8,700
HTG,20200403,18,18,18,18,300
HTM,20200403,11.2,11.2,10.5,11.1,16400
HU4,20200403,6.3,6.3,6.3,6.3,100
HVA,20200403,0.5,0.6,0.5,0.6,24600
HWS,20200403,11.7,11.7,11.7,11.7,100
ICC,20200403,42.5,42.5,36.3,36.3,1100
ICN,20200403,53,53,53,53,100
IFC,20200403,4.5,4.5,4.5,4.5,800
IFS,20200403,16,16,15.9,15.9,500
ILA,20200403,2.8,2.8,2.8,2.8,135
ILC,20200403,2.8,2.8,2.8,2.8,100
ILS,20200403,12.2,12.2,12,12,5900
ISH,20200403,13.5,13.5,13.5,13.5,900
ITS,20200403,3,3,3,3,1300
KDF,20200403,24,24,24,24,510
KHA,20200403,43,44.5,40,40,9700
KHB,20200403,0.6,0.6,0.5,0.5,11100
KHD,20200403,7.6,7.7,7.5,7.5,3757
KHL,20200403,0.1,0.2,0.1,0.2,3100
KLB,20200403,10.8,10.8,10.8,10.8,12
KSH,20200403,0.4,0.5,0.4,0.5,213889
LM3,20200403,0.9,0.9,0.9,0.9,100
LMC,20200403,10,10,10,10,100
LPB,20200403,6.1,6.2,5.1,6,3154772
LTG,20200403,14,14.8,14,14.7,104400
M10,20200403,19.4,19.4,19.4,19.4,100
MCH,20200403,59,63.1,49.6,62.7,38697
MFS,20200403,20,20.9,20,20.7,2050
MH3,20200403,30.7,30.7,30,30,950
MIC,20200403,6,6,6,6,34
MIG,20200403,9,9.2,9,9.2,15110
MLS,20200403,7.4,7.4,7.4,7.4,29200
MML,20200403,37.5,41.1,37,39.9,19995
MPC,20200403,18.1,18.9,18.1,18.7,55500
MQN,20200403,40,40,40,40,200
MSR,20200403,14.6,15,14.5,14.6,6570
NCS,20200403,16.8,16.8,16.8,16.8,8600
ND2,20200403,24,24,24,24,13000
NDF,20200403,0.4,0.5,0.4,0.5,1000
NED,20200403,9.2,9.3,9.2,9.3,1200
NHT,20200403,24,24,24,24,2700
NMK,20200403,5.9,6.8,5.9,6.8,200
NNG,20200403,7.5,7.5,7,7,1243
NOS,20200403,0.6,0.6,0.6,0.6,9
NQN,20200403,13.2,13.2,13.2,13.2,1317
NS2,20200403,10.5,10.5,10.5,10.5,1200
NTB,20200403,0.3,0.3,0.2,0.3,60300
NTC,20200403,137.6,158,137.6,151.8,164498
NTW,20200403,21.1,21.1,21.1,21.1,1
OIL,20200403,6.2,6.5,6.2,6.3,415400
ORS,20200403,4.5,4.6,4.5,4.6,19500
PBC,20200403,14.2,19,14.2,19,1100
PFL,20200403,0.6,0.7,0.6,0.7,89100
PHH,20200403,8.3,8.3,8.3,8.3,5300
