<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200518,5.2,5.4,4.9,5.1,248900
ACB,20200518,21.9,21.9,21.4,21.8,2771622
ACM,20200518,0.6,0.6,0.5,0.6,193300
ADC,20200518,13.5,13.5,13.3,13.3,1600
AME,20200518,7.4,7.4,7.2,7.2,1700
AMV,20200518,16.8,17.1,16.6,16.7,565775
API,20200518,8.8,10,8.8,10,2700
APP,20200518,5.1,5.1,5.1,5.1,7
APS,20200518,2.3,2.3,2.3,2.3,200
ART,20200518,3.3,3.3,2.9,2.9,3358713
BAX,20200518,38.5,38.9,38.5,38.6,3500
BCC,20200518,7.4,7.4,7.3,7.4,20561
BCF,20200518,54,54,54,54,700
BII,20200518,0.6,0.7,0.6,0.6,30900
BPC,20200518,11,11,11,11,100
BST,20200518,14.5,14.5,14.5,14.5,800
BTS,20200518,4,4,4,4,157
BVS,20200518,8.8,8.9,8.6,8.8,188000
C69,20200518,6.1,6.4,5.6,6.2,221310
CAN,20200518,22.1,22.1,20,20,1000
CAP,20200518,33.9,33.9,33.8,33.8,27150
CEO,20200518,7.5,7.6,7.3,7.5,494101
CET,20200518,1.7,1.7,1.7,1.7,212300
CIA,20200518,11.5,11.5,11.5,11.5,1400
CMC,20200518,4.8,5.2,4.8,5.2,1700
CMS,20200518,2.4,2.5,2.4,2.5,5605
CPC,20200518,14.5,14.5,14.5,14.5,230
CSC,20200518,22.9,22.9,22.9,22.9,1900
CTP,20200518,2.9,3,2.9,3,600
CTX,20200518,9,9.4,9,9.4,1100
CVN,20200518,8.4,8.4,8,8.2,13300
D11,20200518,19,19,19,19,900
DAD,20200518,16.3,16.3,16.2,16.3,1100
DC4,20200518,14,14,14,14,2700
DDG,20200518,25.9,27,25.6,27,87329
DGC,20200518,31.2,31.8,31,31.8,175832
DHP,20200518,9.9,9.9,9.9,9.9,10000
DHT,20200518,47.3,47.3,45.5,46.5,14130
DL1,20200518,9.1,10.3,9.1,10.3,700
DNM,20200518,31.9,33.9,31.9,33.9,36829
DNP,20200518,16.3,16.3,16,16,11100
DNY,20200518,1.7,1.8,1.7,1.8,7388
DP3,20200518,74.5,74.5,74.5,74.5,515
DPC,20200518,10.5,10.5,10.5,10.5,100
DS3,20200518,3.3,3.3,3.1,3.2,17600
DST,20200518,3,3.5,2.9,3.4,1266730
DTD,20200518,11.9,12.5,11.9,12.5,139260
DXP,20200518,11.2,11.2,10.1,10.5,12400
DZM,20200518,2.2,2.5,2.2,2.5,4200
EBA,20200518,9,9,9,9,100
EBS,20200518,7,7,7,7,2000
ECI,20200518,14.7,16,14.7,16,300
EID,20200518,10.9,10.9,10.7,10.7,1100
EVS,20200518,8.6,8.6,7.2,8,5500
GKM,20200518,17.5,17.7,17.5,17.7,130800
GLT,20200518,28,28,26,26,1345
HAD,20200518,14.6,14.6,14.6,14.6,305
HAT,20200518,20,20,20,20,200
HBS,20200518,1.9,2,1.9,2,2100
HCC,20200518,10.6,10.6,10.4,10.4,200
HCT,20200518,12.1,12.1,12.1,12.1,1400
HDA,20200518,8.1,8.2,7.9,8.2,225400
HHG,20200518,1,1.1,1,1.1,20300
HHP,20200518,12.8,13,12.7,12.9,193800
HKB,20200518,0.8,0.8,0.7,0.7,665022
HKT,20200518,3.9,4.2,3.9,3.9,15900
HLD,20200518,18,18.1,18,18.1,9500
HOM,20200518,3.1,3.1,3.1,3.1,3100
HUT,20200518,1.9,2.1,1.9,2,5713138
HVT,20200518,36.5,36.5,36.5,36.5,2100
ICG,20200518,5.3,5.6,5.2,5.6,1000
IDC,20200518,17,17.3,16.6,17,56000
IDJ,20200518,13.5,13.7,13.2,13.7,167374
IDV,20200518,38.8,38.8,38.4,38.8,2540
INN,20200518,28,28,24,25.4,38088
ITQ,20200518,2.5,2.6,2.5,2.6,25400
IVS,20200518,7.2,7.2,7,7,2800
KDM,20200518,1.9,1.9,1.9,1.9,11800
KKC,20200518,5.1,5.1,5.1,5.1,1000
KLF,20200518,2,2.1,1.9,2,2648520
KSQ,20200518,1.2,1.2,1.2,1.2,2500
KST,20200518,19.2,19.2,19.2,19.2,100
KVC,20200518,0.8,1,0.8,0.9,303100
L14,20200518,66.9,67.9,66,67.9,36199
L18,20200518,9.2,9.2,9.2,9.2,600
LAS,20200518,6,6.1,6,6.1,315521
LHC,20200518,66.5,69.5,66.5,69.2,21500
LIG,20200518,3,3.1,3,3.1,24700
LM7,20200518,4.2,4.2,4.2,4.2,100
LUT,20200518,1.6,1.7,1.6,1.7,2500
MAC,20200518,5.1,5.1,5.1,5.1,67
MAS,20200518,35.1,36,35.1,35.2,1600
MBG,20200518,8.2,8.3,7.9,8,231210
MBS,20200518,9.5,9.6,9.4,9.4,35934
MCF,20200518,10,10,9.1,9.1,600
MCO,20200518,2.2,2.2,2.2,2.2,100
MDC,20200518,6.8,6.8,6.8,6.8,1200
MEC,20200518,0.6,0.6,0.6,0.6,2810
MED,20200518,45,45,45,45,300
MPT,20200518,1.3,1.4,1.3,1.4,355220
MST,20200518,3.1,3.1,2.7,2.8,2192971
NAG,20200518,4.2,4.5,4.2,4.4,34100
NBC,20200518,6.1,6.2,6.1,6.2,5400
NDN,20200518,16.8,17,16.7,16.8,97935
NDX,20200518,11.6,12,11.6,12,9000
NET,20200518,50,50,49.8,49.8,400
NGC,20200518,3.3,3.3,3.3,3.3,100
NHA,20200518,10.4,10.5,10.3,10.5,5500
NHP,20200518,0.4,0.4,0.3,0.4,40000
NRC,20200518,9,9.1,8.7,8.7,12713
NSH,20200518,1.4,1.4,1.3,1.4,9110
NTP,20200518,35,35,34.4,35,9110
NVB,20200518,7.8,7.9,7.7,7.8,3150320
ONE,20200518,3.1,3.2,3.1,3.2,25800
PBP,20200518,6.5,6.5,6.1,6.1,1229
PCE,20200518,6.3,6.3,6.3,6.3,100
PCG,20200518,5.1,5.1,5.1,5.1,83
PCT,20200518,4.8,5.1,4.8,5.1,9000
PDB,20200518,8,8.4,8,8.4,5400
PDC,20200518,7.8,7.8,7.8,7.8,200
PGN,20200518,11.1,11.1,11.1,11.1,600
PGS,20200518,17.4,17.4,17.4,17.4,1800
PHN,20200518,26.9,27,26.9,27,2100
PHP,20200518,9.2,9.2,9,9.1,6000
PIA,20200518,26,26,26,26,30
PIC,20200518,8.2,8.2,8.2,8.2,4120
PLC,20200518,16.5,17.5,16.4,17.5,727128
PMC,20200518,47.7,50.8,47.7,50.4,758
POT,20200518,13.4,13.7,13.4,13.7,350
PPE,20200518,6.2,6.2,6.2,6.2,100
PPS,20200518,6.5,6.5,6.5,6.5,600
PSI,20200518,2.3,2.3,2.2,2.2,2620
PTI,20200518,18.2,18.2,17.1,17.9,2339
PVB,20200518,14.5,14.7,14.4,14.5,108080
PVC,20200518,5.3,5.3,5.2,5.3,96481
PVG,20200518,6.9,6.9,6.9,6.9,500
PVI,20200518,31.2,31.2,30.8,30.8,9325
PVL,20200518,1.1,1.2,1.1,1.2,2000
PVS,20200518,13.2,13.2,12.9,13,4496836
PVX,20200518,0.8,0.9,0.7,0.8,2446056
QHD,20200518,19.1,20.1,19.1,20.1,200
QNC,20200518,3.8,3.8,3.8,3.8,100
QTC,20200518,16.3,16.3,16.3,16.3,100
RCL,20200518,13.4,13.4,12.5,13.4,10236
S99,20200518,7.7,7.7,7.6,7.6,1100
SAF,20200518,53.5,53.5,53.5,53.5,704
SCI,20200518,12.5,12.9,12.5,12.9,118223
SD2,20200518,5.8,6.2,5.8,6.2,97600
