<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200206,9.6,9.6,9.6,9.6,3800
ABI,20200206,29.9,30.3,29.3,29.4,7000
ACV,20200206,59.3,61.1,58.3,59,307002
ADG,20200206,91.5,92.6,91.5,92.6,10200
AFX,20200206,3.1,3.4,3,3.4,34000
AMS,20200206,7,7,7,7,200
ATB,20200206,0.7,0.7,0.7,0.7,100
AVC,20200206,27,27,27,27,100
BAB,20200206,18.2,18.2,18.2,18.2,2401
BAL,20200206,8.3,8.3,8.3,8.3,200
BBT,20200206,18,19,17.3,19,1660
BCM,20200206,26.2,26.5,26.1,26.5,14226
BDF,20200206,9.7,9.7,9.7,9.7,100
BDT,20200206,12,12,12,12,2400
BHK,20200206,9.8,9.8,9.8,9.8,100
BLI,20200206,6.9,6.9,6.9,6.9,3309
BMF,20200206,17.6,17.6,17.6,17.6,100
BOT,20200206,55.6,55.7,55.6,55.6,38200
BSA,20200206,13.1,13.1,13.1,13.1,400
BSL,20200206,12.5,12.5,12.5,12.5,100
BSP,20200206,18.5,18.5,18.5,18.5,4400
BSR,20200206,7.5,8,7.5,7.8,1826752
BWS,20200206,35,35,34,34,7200
C4G,20200206,5.6,5.9,5.6,5.7,144415
CAT,20200206,9.5,9.5,9.5,9.5,12800
CCA,20200206,7.7,7.7,7.7,7.7,100
CCR,20200206,13,13,12.8,13,900
CDO,20200206,1,1,0.9,1,28000
CDP,20200206,10.9,10.9,9.7,9.8,11200
CEN,20200206,8,9,7.7,8.4,12200
CI5,20200206,4,4,4,4,100
CLX,20200206,12.3,12.3,12.3,12.3,100
CMT,20200206,8.5,8.5,8.2,8.2,1400
CNC,20200206,22.2,22.2,20.4,20.4,400
CT3,20200206,9.4,9.4,9.4,9.4,100
CTR,20200206,44,45.9,43.1,45.4,565024
DAS,20200206,10.9,10.9,10.9,10.9,100
DBM,20200206,30.6,30.6,30.6,30.6,400
DNW,20200206,18.9,18.9,18,18,1400
DOP,20200206,10.1,10.1,10.1,10.1,100
DPH,20200206,23.5,24.4,23.5,24.4,200
DPP,20200206,16,16,16,16,100
DRI,20200206,5.4,5.4,5.4,5.4,4918
DSC,20200206,4.5,5.1,4.5,5.1,4300
DSP,20200206,11.5,12.9,10.8,12.9,300
DTC,20200206,10.9,10.9,10.9,10.9,200
DVN,20200206,11.8,11.9,11.3,11.9,247585
E29,20200206,12,12,11.3,11.3,1200
EMS,20200206,38.1,38.1,38,38,854
EVF,20200206,7.6,7.8,6.8,7,293939
FIC,20200206,10.1,10.1,10.1,10.1,500
FOX,20200206,41.5,41.5,41.2,41.2,9253
FRM,20200206,13.8,13.9,13.8,13.9,1500
G36,20200206,4.3,4.4,4.2,4.4,10200
GHC,20200206,30.5,31.3,30.5,31.3,5900
GND,20200206,21.1,23.8,21.1,23.8,200
GVR,20200206,10.4,11.1,10.4,10.9,308048
HBD,20200206,19.5,19.5,19.5,19.5,3
HCB,20200206,18,18,18,18,100
HD8,20200206,6.2,6.5,6.2,6.5,200
HDM,20200206,16,16.5,16,16.5,500
HEJ,20200206,20.4,20.4,20.4,20.4,3000
HHV,20200206,12.2,12.2,12.2,12.2,112
HJC,20200206,5.7,5.7,5.7,5.7,1700
HKP,20200206,3.5,3.5,3.5,3.5,600
HMS,20200206,27,27,27,27,111
HND,20200206,14.7,15,14.6,14.9,98400
HNF,20200206,36.4,37.3,36.4,37.3,1500
HPI,20200206,14.2,14.2,14.2,14.2,900
HRT,20200206,4.7,4.7,3.5,3.5,8200
HTE,20200206,5,5,5,5,100
HTG,20200206,20.9,21,20.9,21,10400
HTM,20200206,18,20.2,18,19.6,309803
HTU,20200206,8,8,8,8,6400
HU4,20200206,5.1,5.1,5.1,5.1,2300
HUG,20200206,33.3,33.3,33.3,33.3,100
ICC,20200206,45,45,45,45,100
ICN,20200206,70.7,70.7,70.7,70.7,100
IHK,20200206,10.3,10.3,10.3,10.3,100
ILA,20200206,3.6,3.6,3.4,3.6,98500
ILS,20200206,14.2,14.7,14.2,14.6,8100
ISH,20200206,14,14,14,14,7200
ITS,20200206,2.9,2.9,2.6,2.6,500
KDF,20200206,27.3,27.5,25.1,27.2,1800
KHD,20200206,9,9.3,9,9.2,7080
KLB,20200206,10.3,10.6,10.3,10.6,700
KLM,20200206,12,12,12,12,8300
KSE,20200206,26.9,26.9,26.9,26.9,100
LPB,20200206,7,7.3,6.9,7.1,1525378
LTG,20200206,18.5,18.7,17.8,18,35870
MCH,20200206,65.8,68.5,65.8,68.3,6202
MFS,20200206,23,23,22.9,23,4900
MIG,20200206,11.2,11.5,11.1,11.1,11900
MLS,20200206,11.5,11.5,11.5,11.5,1700
MML,20200206,57.5,59.8,57.5,58,12911
MPC,20200206,21.5,22.3,21.5,21.7,110210
MQN,20200206,39.4,39.4,39.4,39.4,46
MSR,20200206,14,15,13.9,15,51150
MTA,20200206,1.5,1.7,1.5,1.7,1000
NAS,20200206,33,36,33,36,7256
NBE,20200206,7,7,7,7,100
NCP,20200206,8.8,8.8,8.8,8.8,100
NCS,20200206,23.1,23.1,23.1,23.1,120
NDC,20200206,48.1,48.1,48.1,48.1,100
NDT,20200206,5.5,5.5,5.4,5.4,1200
NED,20200206,10,10,10,10,200
NHT,20200206,40,40,38,38,500
NLS,20200206,15,15,15,15,700
NNG,20200206,7.4,7.8,7.4,7.8,7100
NQN,20200206,14.5,14.5,14.5,14.5,100
NS3,20200206,21,21,21,21,100
NTC,20200206,154.7,165.4,131.5,156.9,58122
NUE,20200206,9.1,9.1,9.1,9.1,100
OIL,20200206,7.1,7.1,7,7.1,233005
ORS,20200206,6,6,6,6,6000
