<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200408,4.8,5,4.7,4.9,104000
ACB,20200408,22.3,22.3,19.7,20.2,2331536
ACM,20200408,0.6,0.6,0.4,0.5,146800
ADC,20200408,13.4,13.4,13.4,13.4,100
AME,20200408,6.6,6.6,6.6,6.6,400
AMV,20200408,14,14,13,13.3,543418
API,20200408,9.1,9.1,9.1,9.1,100
APS,20200408,2,2.2,2,2.2,9100
ART,20200408,2.3,2.4,2.2,2.4,1238308
BAX,20200408,39.9,39.9,39.9,39.9,300
BCC,20200408,5.7,5.8,5.6,5.8,140620
BCF,20200408,58,58,58,58,100
BII,20200408,0.7,0.8,0.6,0.7,1020300
BKC,20200408,5.6,5.6,5.6,5.6,300
BTS,20200408,3.6,3.8,3.4,3.4,7000
BVS,20200408,8.7,8.9,8.5,8.8,67910
C69,20200408,4.8,5.4,4.8,5.4,600510
CAN,20200408,23.6,23.6,23.6,23.6,100
CAP,20200408,29.6,29.8,29.5,29.7,7422
CEO,20200408,6.7,6.7,6.3,6.7,660840
CET,20200408,2.2,2.2,2.2,2.2,600
CIA,20200408,11.3,12.2,11.3,11.9,20617
CMC,20200408,9.4,9.4,9.4,9.4,1500
CMS,20200408,2.4,2.4,2.4,2.4,2105
CSC,20200408,24.1,24.9,24,24.9,2500
CTP,20200408,3.2,3.2,3.2,3.2,120
CTT,20200408,9.2,9.3,9.2,9.3,1700
CVN,20200408,8.7,8.8,8.5,8.6,3160
DDG,20200408,27.9,28,27.5,27.8,108700
DGC,20200408,21.4,21.5,21,21.3,78060
DHT,20200408,47.5,47.5,44,46,21500
DNM,20200408,26.5,28,23.9,26.3,31643
DNP,20200408,17.4,17.4,17.4,17.4,100
DNY,20200408,2,2,2,2,7011
DP3,20200408,64,64,64,64,4746
DS3,20200408,2.9,2.9,2.8,2.9,32500
DST,20200408,1.5,1.5,1.3,1.5,1076100
DTD,20200408,10.2,10.2,10,10.1,106800
DXP,20200408,9.5,9.5,9,9.5,27200
DZM,20200408,2.5,2.5,2.5,2.5,500
EBS,20200408,7,7,7,7,500
EID,20200408,10.6,10.7,10.6,10.6,20000
EVS,20200408,9,9,9,9,100
GKM,20200408,15.3,15.7,15.3,15.7,127550
GLT,20200408,28.4,28.4,28.4,28.4,10
HAD,20200408,12.9,12.9,12.9,12.9,180
HAT,20200408,21,22.7,21,22.7,210
HCC,20200408,9.3,9.3,9.3,9.3,100
HDA,20200408,6.8,7,6.7,6.9,48600
HHG,20200408,1,1.1,0.9,1.1,8920
HHP,20200408,13.4,13.5,13.2,13.2,76350
HJS,20200408,21,21,21,21,40
HKB,20200408,0.7,0.7,0.6,0.6,87000
HKT,20200408,3.7,3.8,3.7,3.8,34500
HLC,20200408,7.2,7.2,7.2,7.2,25
HLD,20200408,16.5,16.5,16.5,16.5,2100
HOM,20200408,2.8,2.8,2.8,2.8,7000
HTP,20200408,9,9,9,9,100
HUT,20200408,1.5,1.5,1.4,1.5,1658953
ICG,20200408,5.9,5.9,5.7,5.7,5400
IDC,20200408,15.8,17,15.8,17,1100
IDJ,20200408,15.7,16.3,15.2,15.5,146529
IDV,20200408,32.2,32.3,32,32.1,3200
INN,20200408,22.2,24,22.2,24,3700
ITQ,20200408,2.6,2.6,2.4,2.6,92100
IVS,20200408,7.2,7.9,7.2,7.8,16000
KDM,20200408,1.8,1.8,1.8,1.8,100
KHS,20200408,10.7,11.3,10.3,10.3,2500
KLF,20200408,1.5,1.6,1.4,1.6,1710671
KSD,20200408,5.4,5.4,5.4,5.4,100
KSQ,20200408,1.2,1.3,1.2,1.3,200
KTS,20200408,7.3,8.4,7.3,8.4,200
KVC,20200408,0.7,0.8,0.7,0.8,68150
L14,20200408,55.5,56.7,54,56.7,30271
