<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200213,9.8,9.8,9.8,9.8,100
ABI,20200213,29,29,28.1,28.3,7400
ACV,20200213,60,60,59.6,59.9,73133
ADG,20200213,91.9,93,91.9,93,14600
AFX,20200213,3.1,3.2,3,3.1,21700
AMS,20200213,6.8,6.8,6.7,6.7,300
ANT,20200213,9.9,9.9,9.9,9.9,17000
ATB,20200213,0.7,0.7,0.7,0.7,300
AVC,20200213,28,28,28,28,100
BAB,20200213,18.4,18.4,18.4,18.4,4300
BBT,20200213,18.5,18.5,18.5,18.5,2100
BCM,20200213,27.8,27.8,26,26.8,11928
BDG,20200213,36.2,36.6,36.2,36.6,10100
BDT,20200213,12.9,12.9,12.5,12.5,13800
BEL,20200213,10.9,10.9,10.9,10.9,300
BLI,20200213,6.8,6.8,6.8,6.8,100
BMS,20200213,3.3,3.3,3.3,3.3,200
BOT,20200213,55.8,55.8,55.4,55.4,32600
BRR,20200213,9,9.5,9,9.5,200
BSP,20200213,17.8,17.8,17.8,17.8,810
BSQ,20200213,21.8,21.8,21.8,21.8,2000
BSR,20200213,7.8,7.9,7.7,7.8,824818
BTD,20200213,16.6,16.6,16.5,16.5,4600
BTV,20200213,26,26,26,26,5
BVG,20200213,1.7,1.7,1.7,1.7,900
BWS,20200213,35.4,35.8,35,35.8,7705
C4G,20200213,5.6,5.7,5.5,5.6,153200
CBS,20200213,8.5,8.5,8.5,8.5,300
CCR,20200213,13.5,13.5,13.5,13.5,100
CDO,20200213,1,1.1,1,1.1,69394
CDP,20200213,8.3,9,8.3,8.8,1600
CEN,20200213,8.7,8.7,8.3,8.6,3200
CI5,20200213,4.6,4.6,4.6,4.6,9500
CKD,20200213,15,17.4,15,17.4,1600
CMT,20200213,8.4,8.4,8.4,8.4,1900
CNC,20200213,20.4,20.4,20,20,1500
CT3,20200213,9.5,9.5,9.5,9.5,100
CTR,20200213,47.7,47.9,46.3,46.6,419349
DAR,20200213,6,6,6,6,20000
DBM,20200213,29.5,29.5,29.5,29.5,200
DC1,20200213,9.2,9.2,9.2,9.2,200
DCD,20200213,15.5,15.5,15.5,15.5,500
DDV,20200213,6,6,6,6,100
DOP,20200213,11.6,11.6,11.6,11.6,100
DRI,20200213,5.3,5.3,5.3,5.3,4483
DSP,20200213,12.3,12.3,10.8,11,600
DSS,20200213,6.4,6.4,6.4,6.4,10000
DVN,20200213,13,13,12.4,12.7,150120
DVW,20200213,16,16,16,16,110
E29,20200213,11.6,11.6,11.6,11.6,100
EIN,20200213,5,5,5,5,3302
EVF,20200213,7.8,8.6,7.8,8.5,553713
FOC,20200213,118.1,120.5,118.1,118.3,780
FOX,20200213,43.5,44.9,43.5,44.9,2800
G36,20200213,4.3,4.4,4.3,4.3,21200
GHC,20200213,30.5,32.8,30.5,32.8,3900
GND,20200213,24,25.9,23.3,25.9,2300
GVR,20200213,10.8,11,10.6,10.8,727243
GVT,20200213,17.4,17.4,17.4,17.4,200
HAC,20200213,4.9,4.9,4.9,4.9,100
HAF,20200213,19.3,19.3,19.3,19.3,100
HCB,20200213,21,21,21,21,1500
HD8,20200213,5.8,5.8,5.6,5.6,1900
HDM,20200213,16.8,16.8,16.8,16.8,750
HEJ,20200213,20,20,20,20,1100
HIZ,20200213,19,19,16.2,16.2,2600
HLS,20200213,18.5,18.5,18.5,18.5,100
HMS,20200213,21.7,21.7,19,19,1000
HND,20200213,17,17.2,16.5,17,105800
HNE,20200213,12.5,12.5,12.5,12.5,100
HNF,20200213,36.4,37.4,35.1,35.1,2500
HPB,20200213,18.9,18.9,18.9,18.9,60
HPI,20200213,15.1,15.1,15.1,15.1,200
HPP,20200213,37.9,37.9,37.9,37.9,32
HPT,20200213,9,9,9,9,2
HRB,20200213,22,22,22,22,10
HRT,20200213,3.7,3.7,3.7,3.7,1000
HSA,20200213,37,37,37,37,100
HSI,20200213,1.2,1.2,1.2,1.2,500
HTE,20200213,5,5,5,5,20
HTG,20200213,20.8,20.8,20.5,20.5,9000
HTM,20200213,17.6,17.9,17.3,17.3,27800
HU4,20200213,5.9,5.9,4.9,4.9,200
HU6,20200213,6.3,6.3,6.3,6.3,1000
HUG,20200213,37,37.5,37,37.5,500
ICC,20200213,42.9,42.9,42.9,42.9,100
ICF,20200213,0.7,0.7,0.7,0.7,100
IFC,20200213,8.4,8.4,8.4,8.4,100
IFS,20200213,18.9,18.9,18.8,18.8,1500
IHK,20200213,11.8,11.8,11.8,11.8,100
ILA,20200213,3.5,3.5,2.9,3,14100
ILS,20200213,14.6,14.6,14.2,14.3,3100
ISH,20200213,15.4,15.4,15.4,15.4,2000
ITS,20200213,2.7,2.7,2.7,2.7,100
KCE,20200213,11.6,11.6,11.6,11.6,200
KDF,20200213,26.3,26.3,26,26,3600
KHA,20200213,33.9,33.9,33.9,33.9,10
KHD,20200213,9.4,9.4,9.2,9.2,4024
KTL,20200213,21,21,21,21,100
L12,20200213,8.2,8.2,8.2,8.2,4800
LPB,20200213,6.9,7.1,6,7,1410681
LTG,20200213,19.1,19.3,18.9,18.9,18150
MCH,20200213,69.2,69.2,67.6,67.6,12273
MFS,20200213,23.5,23.5,23.5,23.5,1000
MH3,20200213,33.9,33.9,33.9,33.9,1000
MIG,20200213,11,11,11,11,900
MML,20200213,59.7,59.7,57,59,8620
MPC,20200213,23.3,24.2,23.1,24.2,932207
MQN,20200213,36.5,36.7,36.5,36.5,1700
MSR,20200213,15,15,14.5,14.9,18600
MTG,20200213,2.2,2.2,2.2,2.2,9000
NBE,20200213,7,7,7,7,1100
NCP,20200213,8.9,8.9,8.9,8.9,100
NCS,20200213,23,23,23,23,2500
ND2,20200213,24,24,24,24,3100
NDP,20200213,31,31,31,31,26
NDT,20200213,5.4,5.4,5.4,5.4,200
NED,20200213,10,10,10,10,100
NHT,20200213,38,38,38,38,500
NLS,20200213,13.5,13.5,13.5,13.5,2700
NNG,20200213,7.9,8,7.8,8,3500
NQN,20200213,16.3,16.3,16.3,16.3,100
NS2,20200213,11,11,11,11,300
NTC,20200213,168,169.3,165,168,32510
NUE,20200213,8.4,8.5,8.4,8.5,1600
OIL,20200213,7.3,7.4,7.1,7.2,390240
PBC,20200213,22.1,22.1,22.1,22.1,100
PCN,20200213,3.9,3.9,3.9,3.9,100
PDT,20200213,10.5,10.5,10.5,10.5,100
PFL,20200213,0.8,0.8,0.7,0.8,95900
PHS,20200213,10.9,10.9,10.9,10.9,100
PMJ,20200213,13,13,13,13,5
PNG,20200213,13.2,13.2,10,10,2300
POS,20200213,6.4,8.5,6.4,8.5,200
PPH,20200213,15.5,15.5,15.5,15.5,10000
PPI,20200213,0.4,0.5,0.4,0.4,43440
PRO,20200213,4.1,4.1,4.1,4.1,100
PSB,20200213,3.1,3.1,3.1,3.1,4000
PSL,20200213,17.9,17.9,17.5,17.5,2800
PVO,20200213,3.8,3.8,3.7,3.7,1240
PVP,20200213,5.5,5.6,5.5,5.6,3300
PVV,20200213,0.5,0.5,0.4,0.5,4400
PWA,20200213,8.6,9.2,8.4,8.6,139512
PXL,20200213,7.9,7.9,7.8,7.8,247420
QNS,20200213,29.2,30.1,29,29.5,254816
QTP,20200213,12.9,13.3,12.9,13.2,60300
RCD,20200213,10.8,10.8,10.8,10.8,1500
SAS,20200213,26.8,26.8,26.8,26.8,300
SB1,20200213,12.3,12.3,12.2,12.2,11000
SBH,20200213,30,30,28.5,28.5,2400
SBL,20200213,15.9,15.9,15,15,200
SBS,20200213,1,1.1,1,1,71000
SCJ,20200213,5.9,5.9,5.9,5.9,100
SD3,20200213,1.8,1.8,1.8,1.8,500
SD7,20200213,4.2,4.2,4.2,4.2,100
SDV,20200213,20,20,20,20,100
SGP,20200213,6.6,6.7,6.6,6.6,14220
SHC,20200213,4.6,4.6,4.6,4.6,300
SID,20200213,10,10,10,10,621
SIG,20200213,3.6,3.6,3.6,3.6,900
SIP,20200213,77.2,81,73,80,15151
SIV,20200213,49,49,49,49,150
SJM,20200213,1.6,1.7,1.6,1.7,185000
SKH,20200213,21.4,21.9,21.4,21.9,1100
SKV,20200213,24,24,24,24,4900
SNZ,20200213,16.3,16.9,16.1,16.9,4000
SPC,20200213,18.5,18.5,18.5,18.5,100
SRB,20200213,0.8,1,0.8,0.8,300
SSN,20200213,2.9,3,2.8,2.9,34600
SWC,20200213,13.6,13.9,13.6,13.8,2210
SZE,20200213,9.6,9.6,9.5,9.5,5600
TA6,20200213,6,6,6,6,100
TAW,20200213,14.3,14.3,14.3,14.3,100
TCW,20200213,20.6,23.1,20.6,23.1,7500
TDB,20200213,38.5,38.5,38.5,38.5,1000
TDP,20200213,19.5,19.5,19.5,19.5,31000
TEL,20200213,6.6,6.6,6.6,6.6,100
THP,20200213,16,16,16,16,1000
TLT,20200213,12,12,12,12,2098
TNB,20200213,11.3,11.3,11,11,3480
TND,20200213,9.5,9.6,9.4,9.5,11500
TNS,20200213,3.8,3.8,3.8,3.8,65
TNW,20200213,17.6,17.6,17.6,17.6,200
TOP,20200213,0.7,0.7,0.6,0.7,14600
TOT,20200213,6.8,6.8,6.8,6.8,102
TTN,20200213,7.3,8.2,7.3,8.1,65100
TTP,20200213,25.7,25.7,24.5,24.5,2900
TVN,20200213,6.4,6.4,6.4,6.4,200
UDJ,20200213,7.7,7.9,7.7,7.9,7200
VAV,20200213,45,45,45,45,900
VBB,20200213,15.3,15.5,15.1,15.3,6900
VDT,20200213,27.5,27.5,27.5,27.5,6
VEA,20200213,44,44.5,43.6,43.7,211950
VEC,20200213,9.1,9.1,9,9.1,5100
