<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200330,8.4,8.4,8,8.1,7310
ABI,20200330,25,25,23,23,4700
ABR,20200330,27.1,36.5,27.1,36.5,3300
ACV,20200330,44,44,41.8,42.6,162448
ADG,20200330,92.9,92.9,92.6,92.6,2600
AMS,20200330,6.9,6.9,6.9,6.9,340
ANT,20200330,9.6,9.6,9.4,9.4,1500
APF,20200330,22.1,22.1,22,22,3000
ATB,20200330,0.5,0.5,0.4,0.5,145100
BAB,20200330,17.3,17.3,17.3,17.3,2300
BAL,20200330,12.9,12.9,9.7,12.6,300
BBT,20200330,17.1,18.4,17.1,18,2600
BCM,20200330,15.6,17.4,15.5,17,6300
BDF,20200330,17.4,20,17.4,20,600
BDG,20200330,26.1,34.9,26.1,34.9,200
BDT,20200330,16,16,14.5,15,32650
BEL,20200330,9,9,8.6,9,500
BGW,20200330,19.1,19.1,19.1,19.1,100
BHK,20200330,11.3,11.3,11.3,11.3,100
BHP,20200330,3.8,3.8,3.8,3.8,100
BLI,20200330,6.3,6.6,6.2,6.6,4500
BOT,20200330,55.9,55.9,55.7,55.7,29900
BSA,20200330,13.4,13.6,12.9,12.9,3400
BSR,20200330,5.3,6.3,4.7,4.9,2159515
BT1,20200330,16,16,16,16,2000
BTD,20200330,16,16,16,16,100
BTN,20200330,3.2,3.2,3.2,3.2,100
BVG,20200330,1.4,1.4,1.4,1.4,100
BWS,20200330,34,34,34,34,200
C12,20200330,1.9,2,1.9,2,200
C21,20200330,19.2,19.2,18.8,18.8,1000
C4G,20200330,4,4,3.5,3.6,245500
CAT,20200330,8.6,8.6,8.6,8.6,2000
CC4,20200330,7,7,7,7,2000
CCA,20200330,7.8,7.8,7.8,7.8,1000
CCM,20200330,19.7,19.7,19.7,19.7,300
CDO,20200330,0.7,0.7,0.7,0.7,118900
CDP,20200330,8.4,8.4,8.4,8.4,100
CEN,20200330,5.3,5.3,4.2,4.2,8000
CHS,20200330,5.9,7.4,5.9,6,2300
CI5,20200330,4.1,4.1,4.1,4.1,100
CLX,20200330,11,11,11,11,1000
CMT,20200330,6.9,6.9,6.8,6.8,500
CNC,20200330,18,18,18,18,200
CTR,20200330,28.9,28.9,26,27.2,399821
DAS,20200330,7.4,7.4,7.4,7.4,100
DCR,20200330,1.7,1.7,1.7,1.7,2000
DDV,20200330,5.3,5.9,5.3,5.9,2213
DFC,20200330,24.6,24.6,24.6,24.6,400
DHD,20200330,30.5,30.5,23,30.5,1110
DHN,20200330,10.5,10.5,10.5,10.5,100
DNL,20200330,15.6,15.6,15.6,15.6,100
DNW,20200330,13.2,16.8,13.2,14.6,1200
DP1,20200330,11.2,11.2,11.2,11.2,8800
DRI,20200330,3.6,3.7,3.4,3.6,53000
DSP,20200330,12.9,14.7,12.9,14,4510
DVN,20200330,9.9,9.9,9.3,9.5,90220
EIN,20200330,4.2,4.2,4.2,4.2,100
EPH,20200330,7,7,7,7,1100
EVF,20200330,6.7,6.8,6.6,6.6,11978
FOC,20200330,104.2,104.5,104.2,104.5,300
FOX,20200330,41,41,41,41,1000
G36,20200330,3.3,3.3,2.9,3,465700
GCB,20200330,4.9,4.9,4.9,4.9,300
GND,20200330,25.5,25.5,25.5,25.5,100
GTD,20200330,21.8,21.8,21.8,21.8,100
HAC,20200330,4.2,4.9,4.2,4.3,10748
HAV,20200330,3.3,3.3,3.3,3.3,400
HC3,20200330,23.5,23.5,23.5,23.5,3500
HD8,20200330,6.2,6.2,6.2,6.2,100
HES,20200330,10.5,10.5,10.5,10.5,3300
HFC,20200330,7.4,7.4,7.4,7.4,100
HIG,20200330,6.1,6.1,6.1,6.1,100
HIZ,20200330,26.2,26.2,26.2,26.2,700
HMS,20200330,23.9,23.9,23.9,23.9,100
HND,20200330,13.9,14,13.4,13.8,136800
HNF,20200330,26.9,26.9,26.9,26.9,1600
HPB,20200330,15.6,15.6,15.6,15.6,9600
HPH,20200330,5.4,5.4,5.4,5.4,100
HPI,20200330,13.5,13.5,13.5,13.5,100
HPP,20200330,33.4,33.4,33.4,33.4,600
HRT,20200330,2.7,2.7,2.7,2.7,16
HTE,20200330,5.3,5.3,5.3,5.3,200
HTG,20200330,16.5,16.5,14.8,14.8,3100
HTM,20200330,10.5,10.5,9.9,10.2,12700
HU4,20200330,5.7,5.7,5.7,5.7,200
HU6,20200330,6.8,6.8,6.8,6.8,100
ICC,20200330,41.8,41.8,41.8,41.8,100
IFC,20200330,5.1,5.1,5.1,5.1,500
ILA,20200330,2.8,2.8,2.3,2.3,2300
ILS,20200330,13.1,13.1,11.9,11.9,7300
ISH,20200330,13.5,13.5,13.1,13.1,4500
ITS,20200330,3.1,3.1,3,3,6082
KDF,20200330,23,25.4,23,25.4,12200
KHD,20200330,7.3,7.5,7,7.5,9600
KLB,20200330,9.2,9.2,9.2,9.2,100
LLM,20200330,15.5,17.7,15.5,17.7,3000
LMC,20200330,10.1,10.1,10.1,10.1,100
LPB,20200330,6,7,5.3,5.6,2334334
LTG,20200330,14,14,12.3,12.9,61821
MCH,20200330,58,58,55.9,56.5,7978
MFS,20200330,19,20.8,19,20.8,6500
MH3,20200330,28.8,28.8,27.2,28.1,7910
MIC,20200330,6,6,6,6,7400
MIG,20200330,9,9,9,9,16
MKP,20200330,47.1,50,47.1,47.1,800
MML,20200330,37.5,37.5,35.1,35.6,15447
MPC,20200330,18.6,18.6,17.9,18.1,58630
MQN,20200330,38,39.5,36.6,39.5,900
MRF,20200330,20,20,20,20,400
MSR,20200330,14.5,14.6,14.4,14.6,29300
MVB,20200330,9.9,11,9.9,11,1300
NCP,20200330,10,10,10,10,100
NCS,20200330,16.5,16.5,16.3,16.4,2500
ND2,20200330,24,24,24,24,11600
NHT,20200330,23.8,23.8,23.5,23.8,3200
NMK,20200330,6.8,6.8,6.8,6.8,100
NNG,20200330,7,7,7,7,34
NQN,20200330,10,10,10,10,2610
NTC,20200330,138.9,138.9,131,133.9,102600
NTW,20200330,22.5,22.5,22.5,22.5,100
OIL,20200330,6.4,6.4,5.9,6.1,548051
ORS,20200330,5,5.1,4.5,4.5,38200
PBK,20200330,10,10,10,10,4600
PCC,20200330,8.6,8.6,8.6,8.6,100
PDV,20200330,3.1,3.1,3.1,3.1,100
PFL,20200330,0.5,0.6,0.5,0.6,2800
PHS,20200330,6.9,6.9,6.9,6.9,500
PMJ,20200330,11.5,11.5,11.5,11.5,200
PMT,20200330,4.2,4.2,4.2,4.2,500
PPI,20200330,0.4,0.4,0.3,0.3,826500
PRT,20200330,18.3,18.3,18.3,18.3,100
PSB,20200330,2.8,2.8,2.8,2.8,9000
PSL,20200330,15,16,15,16,5100
PSP,20200330,5.6,5.6,5.5,5.5,1000
PTH,20200330,11,11,11,11,6000
PTP,20200330,10,10,10,10,2000
PTV,20200330,5.5,5.5,5.5,5.5,100
PVO,20200330,2.7,2.7,2.7,2.7,5000
PVP,20200330,5,5,4.9,5,11820
PVV,20200330,0.3,0.4,0.3,0.4,8800
PWA,20200330,7.7,7.7,6.8,7,102800
PXL,20200330,7.7,7.7,7.2,7.5,275600
QNS,20200330,22,22.6,21.6,22.3,83760
QTP,20200330,10.4,10.7,10.4,10.7,6600
RCC,20200330,24.4,24.4,24.4,24.4,100
RCD,20200330,9.9,9.9,9,9,1200
SAS,20200330,22.3,24.8,22.2,24.8,900
SBL,20200330,11.6,11.6,11.6,11.6,1000
SBS,20200330,1,1,0.9,0.9,375960
SCC,20200330,4.2,4.2,4.1,4.1,300
SD7,20200330,2.7,3,2.6,2.6,28300
SDV,20200330,14.5,15,14.5,15,2400
SEA,20200330,11.3,13.5,11.3,13.5,1100
SGP,20200330,5.1,5.1,5,5.1,7500
SHC,20200330,5,5,5,5,100
SIP,20200330,63,65,62.5,64,16400
SKH,20200330,19.6,19.6,18.9,19.5,13900
SKV,20200330,24.3,24.3,18.4,22.6,2500
SNC,20200330,14.5,14.5,14.5,14.5,3000
SNZ,20200330,15.5,15.5,15.5,15.5,30
SPV,20200330,10,10,10,10,502
SRB,20200330,0.7,0.7,0.7,0.7,4900
SSN,20200330,2.5,2.5,2.3,2.3,65500
STH,20200330,22.8,23.2,22.6,22.8,37400
STV,20200330,10.9,14.4,10.9,14.4,4600
SWC,20200330,11.5,13,11,13,47760
SZE,20200330,9.3,9.3,9.3,9.3,1000
TBD,20200330,115,115,112.27,115,100
TCW,20200330,15.4,15.4,15.3,15.3,2900
TEL,20200330,7.5,7.5,7.5,7.5,7000
THP,20200330,14.5,14.5,14.5,14.5,100
TID,20200330,14.5,14.5,14.5,14.5,14201
TIS,20200330,11.5,11.5,8.5,8.5,300
TL4,20200330,7,7.4,7,7.4,2200
TLP,20200330,7.5,7.5,7.5,7.5,11700
TNB,20200330,12,13.1,12,12.1,3200
TND,20200330,13,13,12,12.5,4100
TOP,20200330,0.4,0.4,0.4,0.4,1364600
TTN,20200330,7.7,7.7,7.2,7.4,21700
UDJ,20200330,7.4,7.7,7.3,7.7,7900
VAV,20200330,44,44,44,44,100
VCA,20200330,10,10,10,10,600
VCP,20200330,50,50,49,49,300
VDN,20200330,15.6,15.6,15.6,15.6,100
VDT,20200330,13.1,17.4,13.1,17.4,200
VEA,20200330,29.2,35.3,28.2,28.2,271630
VEC,20200330,6.6,6.7,6.5,6.5,2800
VEF,20200330,52.5,53,51.6,53,1900
VET,20200330,60,60,60,60,800
VFC,20200330,11,11,11,11,300
VGG,20200330,39.1,39.1,38.7,38.7,12300
VGI,20200330,19.8,19.8,18.3,19.3,367435
VGR,20200330,14,14,14,14,100
VGT,20200330,6.3,6.3,6,6.1,104160
VHD,20200330,4.6,4.6,4.6,4.6,4100
VHG,20200330,0.6,0.6,0.5,0.6,45110
VIB,20200330,13,13.6,12.4,12.7,900039
VIM,20200330,15.7,15.7,15.7,15.7,2500
VIN,20200330,7.1,7.1,7.1,7.1,1700
VLB,20200330,30,38,29.7,38,3000
VLG,20200330,4.5,4.5,4.5,4.5,300
VMG,20200330,2.5,2.5,2.5,2.5,3040
VNA,20200330,1.9,2,1.7,1.8,50410
VNB,20200330,11,11,10.2,10.2,1600
VNX,20200330,61.9,61.9,61.9,61.9,100
VOC,20200330,9.4,9.4,9.3,9.3,6000
VRG,20200330,8.3,8.4,8.3,8.3,24600
VSF,20200330,6,6,6,6,500
VTD,20200330,32.8,32.8,32.4,32.6,125200
VTK,20200330,18.8,18.9,16.6,17.6,7924
VTP,20200330,101.5,102,98,102,51495
VTR,20200330,45,45.5,37,38.7,1400
VWS,20200330,14.4,14.4,14.4,14.4,200
WSB,20200330,33,36.2,32.8,36.2,3200
XHC,20200330,24,24.5,24,24.5,9000
XMC,20200330,7.4,7.4,6.5,6.5,700
XPH,20200330,3.8,4.2,3.6,3.6,14600
