<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200701,5.5,5.7,5.4,5.5,437200
ACB,20200701,22.8,23.3,22.8,23.2,1676001
ACM,20200701,0.6,0.7,0.6,0.6,136840
ADC,20200701,14,14,14,14,300
AMV,20200701,16.9,17.1,16.7,17.1,566440
API,20200701,10.2,10.2,10.2,10.2,300
APP,20200701,3.7,3.7,3.7,3.7,749
APS,20200701,2.4,2.4,2.3,2.4,8110
ART,20200701,2.6,2.8,2.5,2.7,1093415
BAX,20200701,41,41,41,41,2000
BCC,20200701,7.2,7.3,7.1,7.3,45530
BCF,20200701,52,52,52,52,700
BII,20200701,0.8,0.9,0.7,0.8,249820
BPC,20200701,10.8,12.8,10.8,12.8,240
BTS,20200701,3.5,3.9,3.5,3.9,900
BVS,20200701,9.6,9.9,9.5,9.5,59200
C69,20200701,5.7,6,5.7,6,43350
C92,20200701,3.7,3.7,3.7,3.7,1500
CAP,20200701,29.4,29.4,29.2,29.4,2100
CDN,20200701,18,18,17.8,17.8,700
CEO,20200701,7.4,8,7.2,8,2267827
CET,20200701,1.5,1.6,1.5,1.5,2500
CIA,20200701,11.3,11.3,11.3,11.3,20
CLH,20200701,18.1,18.1,17.5,17.7,1100
CPC,20200701,15.5,15.5,15.5,15.5,30
CSC,20200701,23.1,23.9,22.7,23.9,21430
CTB,20200701,30.6,30.6,30.6,30.6,100
CTP,20200701,3,3.2,3,3.2,45400
CTX,20200701,7.6,7.6,7.5,7.5,5500
CVN,20200701,12.7,13.1,12.5,13,5000
D11,20200701,20,20.8,19.8,19.8,14800
DAD,20200701,14.7,14.7,14.7,14.7,1000
DBT,20200701,10.4,10.4,10.4,10.4,5000
DDG,20200701,27.2,27.3,27,27.2,88200
DGC,20200701,38.8,40,38.7,39.8,201004
DHP,20200701,9.7,9.7,9.7,9.7,13300
DHT,20200701,45.1,46.1,45.1,45.7,6800
DIH,20200701,14,14,12.6,12.6,500
DL1,20200701,29,29,29,29,100
DNM,20200701,39.3,39.8,38.5,38.7,19275
DNP,20200701,16.5,16.9,16.5,16.9,11100
DP3,20200701,68,68.5,68,68,6500
DPC,20200701,12.2,12.2,11.8,11.8,3500
