<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FUCVREIT,20200812,6.3,6.4,6.3,6.4,710
YBM,20200812,4.34,4.34,4.06,4.34,34550
YEG,20200812,51.8,52.5,51,51.8,23870
VJC,20200812,99.8,100.5,99.7,100.5,298910
VMD,20200812,21.2,21.2,21.2,21.2,890
VND,20200812,11.65,11.75,11.55,11.7,331820
VNE,20200812,4.99,4.99,4.77,4.83,79960
VNG,20200812,15.2,15.3,15.1,15.3,195930
VNL,20200812,16.6,16.6,15.45,15.45,100
VNM,20200812,114.5,115.9,114.5,115.6,1451960
VNS,20200812,11.2,11.2,11.2,11.2,50
VOS,20200812,1.37,1.4,1.37,1.39,237980
VPB,20200812,21.6,21.75,21.45,21.7,3717070
VPD,20200812,14.05,15,14.05,14.1,240
VPG,20200812,13.7,13.7,13.1,13.2,376130
VPH,20200812,4.16,4.24,4.15,4.24,27580
VPI,20200812,41.4,41.6,41.15,41.5,546000
VPS,20200812,18.85,18.85,18.8,18.85,25520
VRC,20200812,5.92,5.92,5.86,5.9,50920
VRE,20200812,26.5,26.55,26.15,26.4,1764760
VSC,20200812,30.7,31.2,30.7,31.2,90810
VSH,20200812,17.1,17.1,16.8,16.8,2400
VSI,20200812,19.15,20.75,19,20.7,6400
VTB,20200812,9.99,9.99,9.75,9.9,3140
VTO,20200812,6.74,6.75,6.72,6.72,7190
VCB,20200812,82.1,82.3,81.9,82.1,310430
VCI,20200812,22,22.45,21.8,22.3,353450
VDS,20200812,5.8,6.1,5.8,6.1,1050
VFG,20200812,39,40.5,39,40.5,1770
VGC,20200812,21.5,22,21.5,22,1189560
VHC,20200812,36.8,36.9,36.4,36.6,421590
VHM,20200812,79.6,79.6,78.4,79.4,1497320
VIC,20200812,87.5,88.5,87.4,87.4,302330
VID,20200812,11.3,11.65,10.55,11.3,4540
VIP,20200812,5.55,5.55,5.45,5.5,55960
TNC,20200812,21.55,21.55,19.1,19.6,5300
TNI,20200812,3.11,3.2,3.05,3.17,1077910
TNT,20200812,1.43,1.43,1.4,1.4,9520
TPB,20200812,21.1,21.2,21,21.1,41650
TPC,20200812,8.66,8.66,8.01,8.01,1590
TRA,20200812,55.5,56.7,55.5,55.6,3500
TRC,20200812,31,32.5,31,32.1,2850
TS4,20200812,3.1,3.25,3.08,3.19,2820
TSC,20200812,2.46,2.5,2.46,2.49,415430
TTB,20200812,5.2,5.24,5.13,5.19,573320
TTE,20200812,18,19.2,16.75,19,260
TTF,20200812,3.14,3.15,3.06,3.08,1486280
TV2,20200812,49.9,49.9,47.5,48.9,307430
TVB,20200812,7.11,7.3,7.11,7.22,351490
TVS,20200812,10.5,10.6,10.5,10.6,8500
TVT,20200812,19.35,19.35,19.35,19.35,400
TYA,20200812,13.9,13.9,13.55,13.6,14930
UDC,20200812,5,5.18,4.9,5.08,37030
VAF,20200812,10.55,10.55,9.9,9.9,20
TCD,20200812,9.69,9.73,9.31,9.73,30570
TCH,20200812,20.55,20.8,20.1,20.5,4365390
TCL,20200812,25.1,25.25,25,25,45430
TCM,20200812,22.05,22.4,21.9,22.2,732100
TCR,20200812,2.89,2.89,2.81,2.81,670
TCT,20200812,24.6,24.7,24.3,24.7,21810
TDC,20200812,8.18,8.18,8.1,8.16,60860
TDG,20200812,1.65,1.77,1.65,1.74,472540
TDH,20200812,8.52,8.55,8.46,8.54,1479550
TDM,20200812,23.8,23.9,23.55,23.6,420910
TDW,20200812,22.1,22.1,22.1,22.1,10
TEG,20200812,5.08,5.08,4.7,4.7,750
TGG,20200812,0.97,0.98,0.95,0.97,103660
THG,20200812,50,50.1,49.05,50,7090
THI,20200812,26,26,26,26,1000
TIP,20200812,21.55,21.7,20.8,21.25,343000
TIX,20200812,27.9,27.9,27.9,27.9,20
TLD,20200812,11.5,11.85,11.2,11.85,920140
TLG,20200812,33.95,36,33.95,36,149750
TLH,20200812,3.38,3.47,3.3,3.3,203600
TMP,20200812,35.5,35.5,35.5,35.5,10
TMS,20200812,25.9,26.3,25.9,26.3,1620
TMT,20200812,4.7,4.98,4.7,4.98,3270
TN1,20200812,58.3,59.1,58.3,59.1,370
TNA,20200812,16.5,16.7,16.5,16.7,68110
SRC,20200812,14.15,14.6,14.15,14.6,5110
SRF,20200812,14,14.5,13.2,13.2,40
SSC,20200812,53.2,53.2,53.2,53.2,10
SSI,20200812,14.75,14.8,14.5,14.65,2877790
ST8,20200812,10,10.3,9.9,10.05,980
STB,20200812,10.65,10.8,10.6,10.75,8772530
STG,20200812,15,15,15,15,33380
STK,20200812,14.85,14.9,14.7,14.75,45890
SVC,20200812,81.6,82,80.1,80.1,1330
SVI,20200812,60.8,60.8,58,58,230
SVT,20200812,16.7,16.7,15.55,16.55,240
SZC,20200812,26.4,27.1,26.05,26.9,1389540
SZL,20200812,47.45,49,47.4,48,66830
TAC,20200812,36.5,36.5,36.3,36.5,21400
TBC,20200812,25.5,25.9,25.5,25.9,6470
TCB,20200812,19.45,19.7,19.45,19.65,1634530
SII,20200812,17.4,17.4,17.4,17.4,10
SJD,20200812,17.2,17.25,17.15,17.2,38690
SJF,20200812,1.96,2.02,1.94,1.98,1066370
SJS,20200812,21.3,21.3,20.8,21,87030
SKG,20200812,8.5,8.9,8.5,8.8,287840
SMA,20200812,11.9,12,11.9,11.9,880
SMB,20200812,32,32,31,31.8,70
SMC,20200812,9.81,9.9,9.61,9.65,26570
RDP,20200812,7.22,7.46,7.22,7.46,1620
REE,20200812,34.4,34.6,34.05,34.55,426100
RIC,20200812,4.41,4.91,4.4,4.45,1210
ROS,20200812,2.32,2.35,2.28,2.29,9666360
S4A,20200812,28.5,28.5,28.5,28.5,850
SAB,20200812,178.5,180.5,178.5,178.9,138750
SAM,20200812,11.1,11.1,10.9,11,104040
SAV,20200812,7.89,8.2,7.89,8.2,5430
SBA,20200812,14.15,14.2,14.1,14.15,52640
SBT,20200812,14.05,14.15,13.9,14.05,3130660
SBV,20200812,10,10,9.5,9.9,13710
SC5,20200812,18.1,18.1,18.1,18.1,50
SCD,20200812,22.9,22.9,22,22.9,1230
SCR,20200812,5.4,5.52,5.35,5.39,1301290
SCS,20200812,110.8,111.5,110.8,111.5,26300
SFG,20200812,5.35,5.45,5.3,5.44,3220
SFI,20200812,20,20,19.55,19.55,158960
SGN,20200812,67.1,67.1,67,67,2160
SGR,20200812,17.1,18,17,18,2510
SGT,20200812,5.31,5.5,5.12,5.5,1590
SHA,20200812,4.35,4.35,4.15,4.34,570
SHI,20200812,10.45,10.7,10.1,10.45,504150
SHP,20200812,23.4,23.4,23.1,23.4,16700
PLP,20200812,11.8,12.4,11.2,11.2,1727000
PLX,20200812,45.7,46.5,45.7,46.5,660600
PME,20200812,63.5,64.9,62.6,64.9,24250
PMG,20200812,13.3,13.4,13.15,13.3,840
PNC,20200812,8.78,8.78,8.78,8.78,70
PNJ,20200812,54.7,55,54.3,54.6,431140
POM,20200812,4.9,5.04,4.9,5,18010
POW,20200812,9.59,9.76,9.59,9.73,3841950
PPC,20200812,23.5,23.5,23,23.15,227380
PSH,20200812,19.1,19.25,19.05,19.25,677680
PTB,20200812,46.05,47,45.6,45.75,76590
PTC,20200812,9.2,9.2,9,9,15030
PTL,20200812,4.85,4.9,4.52,4.9,11100
PVD,20200812,10.3,10.8,10.25,10.7,6723930
PVT,20200812,10.35,10.85,10.3,10.85,3644530
PXI,20200812,2.76,2.77,2.76,2.76,220
PXS,20200812,4.75,4.95,4.75,4.89,43340
