<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200804,4.8,5,4.7,4.9,246110
ACB,20200804,23.3,23.9,23.3,23.7,2907562
ACM,20200804,0.7,0.7,0.6,0.7,736320
ADC,20200804,13,13,13,13,10000
AMC,20200804,17.3,17.3,17.3,17.3,400
AMV,20200804,14.9,15.6,14.8,15.3,413436
API,20200804,8.1,8.1,8.1,8.1,100
APP,20200804,3.5,3.5,3.5,3.5,1120
APS,20200804,2.3,2.3,2.3,2.3,3800
ART,20200804,2.2,2.3,2.2,2.3,882003
BAX,20200804,39.5,39.8,39.5,39.8,2100
BCC,20200804,6.7,6.7,6.6,6.7,49450
BCF,20200804,46.5,50,45.9,50,1900
BII,20200804,0.7,0.7,0.6,0.7,153600
BSC,20200804,11.7,11.7,11.7,11.7,100
BST,20200804,13,13,13,13,100
BTS,20200804,4.8,4.8,4.5,4.5,800
BVS,20200804,9.1,9.5,9.1,9.5,318845
C69,20200804,5.4,5.6,5.4,5.5,15403
C92,20200804,3.3,3.3,3.3,3.3,400
CAP,20200804,30.2,30.7,30.2,30.7,3300
CEO,20200804,6.9,7.3,6.9,7.1,1660250
CET,20200804,3,3.1,2.8,2.8,54080
CIA,20200804,10.2,10.2,10,10.2,5000
CKV,20200804,9.5,11.1,9.5,11.1,400
CLH,20200804,13.5,13.5,13.4,13.5,1100
CMC,20200804,4.3,4.3,4.3,4.3,150
CMS,20200804,2.8,3,2.6,2.9,283300
CPC,20200804,16,16,16,16,4000
CSC,20200804,22.6,23.2,22.6,23.2,300
CTP,20200804,2.3,2.4,2.3,2.4,38708
CTX,20200804,7.5,8,7.4,7.4,1700
CVN,20200804,13,13.8,13,13.8,49400
D11,20200804,17.1,17.8,17.1,17.8,300
DAE,20200804,14.1,14.1,14.1,14.1,100
DBT,20200804,11.1,11.1,10.5,11,3700
DDG,20200804,27.4,27.5,27,27.3,83800
DHT,20200804,58.9,58.9,54.5,55.4,116238
DIH,20200804,13,13,13,13,40
DNC,20200804,58,58,58,58,6110
DNM,20200804,80.4,80.4,65.8,65.8,230247
DNP,20200804,18.2,18.4,18,18.3,59710
DP3,20200804,69.5,70,69.5,70,1310
DS3,20200804,3.3,3.5,3.3,3.4,38000
DST,20200804,5.8,6,5.8,6,450250
DTD,20200804,17.9,18.6,17.3,17.5,295033
DZM,20200804,3.2,3.3,3.2,3.3,39020
EID,20200804,10.9,10.9,10.9,10.9,2420
EVS,20200804,7.2,7.2,7.2,7.2,6100
FID,20200804,0.9,1,0.9,0.9,5411
