<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200207,7.2,7.4,7.2,7.2,70200
ACB,20200207,24,24.1,23.6,23.8,2007251
ACM,20200207,0.7,0.7,0.6,0.7,350800
AMV,20200207,18.8,19.8,17.9,19.6,240950
API,20200207,14.6,17.5,14.6,17.5,300
APS,20200207,1.8,1.9,1.8,1.8,20986
ART,20200207,2.3,2.4,2.2,2.3,1558705
BAX,20200207,48.5,48.5,48.5,48.5,100
BCC,20200207,6.7,6.7,6.4,6.4,43500
BED,20200207,39,39,39,39,100
BII,20200207,0.8,0.8,0.7,0.8,57310
BLF,20200207,3.6,3.8,3.6,3.8,9600
BTS,20200207,4.5,4.5,4.3,4.3,400
BTW,20200207,57.7,57.7,57.7,57.7,2
BVS,20200207,10.2,10.3,10.1,10.3,9228
C69,20200207,6.1,6.3,6.1,6.3,127600
CAP,20200207,29,29,29,29,700
CDN,20200207,22,22,22,22,100
CEO,20200207,8.4,8.7,8.3,8.5,817239
CIA,20200207,12.8,12.8,12.6,12.8,4637
CMS,20200207,2.8,3,2.8,3,300
CSC,20200207,33.1,36.9,33.1,35.5,129000
CTB,20200207,30,30,30,30,100
CTP,20200207,3.2,3.5,3.1,3.5,3800
CTX,20200207,11.9,11.9,11.9,11.9,1900
CVN,20200207,10.1,10.4,10.1,10.4,14300
D11,20200207,18.9,18.9,17.6,17.6,1100
DAE,20200207,17.5,17.5,17.5,17.5,100
DBT,20200207,11.5,11.5,11.5,11.5,9910
DC2,20200207,5,5,5,5,15000
DC4,20200207,12.8,13,12.8,13,200
DDG,20200207,26.2,26.5,26.1,26.3,93200
DGC,20200207,24.2,24.3,24.2,24.3,58413
DHP,20200207,8.7,8.7,8.7,8.7,100
DHT,20200207,49.1,49.1,47.8,48.1,29489
DNC,20200207,42.5,42.5,42.5,42.5,82
DNM,20200207,16,16,16,16,3200
DNP,20200207,18.5,18.5,18.5,18.5,1040
DP3,20200207,74.9,74.9,74.9,74.9,127
DPC,20200207,12,12,12,12,400
DPS,20200207,0.3,0.3,0.2,0.3,213006
DS3,20200207,2.9,3,2.9,3,33000
DST,20200207,0.9,0.9,0.8,0.8,58500
DTD,20200207,10,10,9.7,9.9,26900
DXP,20200207,10.9,10.9,10.9,10.9,105
DZM,20200207,2.1,2.5,2.1,2.1,800
EID,20200207,13.9,13.9,13.2,13.4,6200
EVS,20200207,8.8,8.8,8.8,8.8,100
FID,20200207,1,1.1,1,1.1,300
GKM,20200207,15.5,15.7,15.4,15.7,65400
