<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FUCVREIT,20200428,7.4,7.4,7.4,7.4,10
VPD,20200428,14.7,14.95,14.7,14.95,1550
VPG,20200428,19.1,19.2,18.8,19.1,34410
VPH,20200428,3.8,3.8,3.75,3.8,23120
VPI,20200428,41,41.8,41,41.8,1231430
VRC,20200428,6.3,6.3,6.11,6.25,208480
VRE,20200428,23.5,23.75,22.3,22.75,3988030
VSC,20200428,25,25.7,24.3,25.5,180830
VSH,20200428,18,18,17.7,17.7,12320
VSI,20200428,25.8,27.25,25,25.5,710
VTB,20200428,11.1,11.1,10.05,10.05,1680
VTO,20200428,6.96,6.96,6.61,6.85,10730
YBM,20200428,3.53,3.55,3.5,3.53,14580
YEG,20200428,55.5,57.5,53.5,57,10890
VCB,20200428,66.8,68.5,65.2,67,2052860
VCF,20200428,209,209,205,205,90
VCI,20200428,17.6,17.7,17.35,17.7,314120
VDP,20200428,36,37.95,35,35,11710
VFG,20200428,39.75,39.75,38,38,10220
VGC,20200428,17.2,17.3,16.9,17.3,481990
VHC,20200428,30,30.3,29,29.6,541560
VHM,20200428,67,68.5,64.5,64.6,3631100
VIC,20200428,92.5,92.9,91.5,92,222920
VID,20200428,3.3,3.53,3.3,3.53,43950
VIP,20200428,4.5,4.6,4.4,4.4,185580
VIS,20200428,19.55,19.6,19.55,19.6,120
VJC,20200428,113,113.5,112.2,112.9,211570
VMD,20200428,19.8,19.8,19.1,19.75,4580
VND,20200428,11,11,10.7,10.85,918860
VNE,20200428,4.15,4.15,3.85,3.85,236020
VNG,20200428,14.7,14.7,13.2,13.2,165550
VNM,20200428,102.8,103,99.7,100.5,1401520
VNS,20200428,9.84,9.84,9.4,9.41,6270
VOS,20200428,1.35,1.4,1.33,1.4,19720
VPB,20200428,20.9,21.4,20.5,21,2453910
TLD,20200428,4.7,4.79,4.5,4.5,156340
TLG,20200428,31.25,31.4,31.2,31.25,364060
TLH,20200428,3.04,3.04,2.98,3.01,82930
TMP,20200428,32.1,32.2,32,32.1,5080
TMS,20200428,27.7,27.7,24.15,24.15,4850
TMT,20200428,4.86,5.3,4.86,5.3,3590
TN1,20200428,63.3,65.1,63.3,65.1,2710
TNA,20200428,15.1,16.15,14.85,15.6,478940
TNC,20200428,15.1,16.35,15.1,15.55,39730
TNI,20200428,10.35,10.35,10.25,10.25,216960
TNT,20200428,1.58,1.58,1.51,1.56,22580
TPB,20200428,17.7,17.7,17.2,17.5,34610
TRA,20200428,55,57,55,56.9,1420
TRC,20200428,28.3,28.3,26.2,26.2,570
TS4,20200428,2.34,2.39,2.34,2.39,8190
TSC,20200428,2.35,2.39,2.3,2.36,495510
TTB,20200428,2.9,2.9,2.8,2.85,236250
TTF,20200428,2.22,2.22,2.1,2.1,3112950
TV2,20200428,56.5,56.9,56,56.6,14640
TVB,20200428,11.25,11.3,10.5,10.65,987110
TVS,20200428,10.6,11,10.6,11,6520
TVT,20200428,20.1,20.7,20,20.5,1930
TYA,20200428,12.05,12.5,12.05,12.45,35150
UDC,20200428,3,3,2.79,2.79,9210
UIC,20200428,38.9,38.9,38.9,38.9,180
STB,20200428,9.08,9.12,8.94,8.98,7077710
STK,20200428,16.85,17.2,16.85,17.1,210170
SVC,20200428,53.5,56.7,50,56.7,36720
SVI,20200428,74.5,74.5,74.5,74.5,5300
SZC,20200428,18.3,18.35,17.6,17.8,491330
SZL,20200428,39,39.5,38.1,38.75,46690
TAC,20200428,25,25,24.6,24.75,2570
TBC,20200428,22.3,22.3,22.2,22.2,1440
TCB,20200428,17.15,17.15,16.85,17.1,921180
TCD,20200428,9.48,9.48,8.94,9.4,4510
TCH,20200428,21,21.35,20.15,20.6,799320
TCL,20200428,17.1,17.2,17.05,17.2,1820
TCM,20200428,14.5,15.05,14.5,15.05,673670
TCR,20200428,4,4,4,4,10
TCT,20200428,34.5,34.9,34.2,34.9,3140
TDC,20200428,7.64,7.69,7.56,7.65,19080
TDG,20200428,1.82,1.82,1.71,1.72,372460
TDH,20200428,8.31,8.39,8.18,8.29,627380
TDM,20200428,21,21,20.3,20.8,217750
TDW,20200428,23.4,23.4,23.4,23.4,10
TGG,20200428,0.86,0.89,0.84,0.87,672280
THG,20200428,44.5,45.5,44.5,45.45,10620
THI,20200428,26.95,28.9,26.95,27.2,600
TIP,20200428,18.15,18.15,18,18.15,350280
SMC,20200428,11.3,11.3,11.3,11.3,10
SPM,20200428,11.4,11.4,11.4,11.4,10
SRC,20200428,17.3,17.75,16.4,17,2990
SRF,20200428,13,13.4,13,13.4,15160
SSC,20200428,53.4,53.4,47.7,47.7,20
SSI,20200428,13.1,13.1,12.8,12.95,2587110
SBT,20200428,13.7,14.05,13.5,13.65,2469770
SBV,20200428,9,9,8.85,9,21350
SC5,20200428,17.5,17.5,17.5,17.5,10
SCR,20200428,4.37,4.63,4.37,4.41,2568480
SCS,20200428,107.5,107.5,105,105.5,33200
SFG,20200428,5.5,5.7,5.4,5.67,52800
SFI,20200428,19.1,19.1,19.1,19.1,10
SGN,20200428,73,73,70,70.1,3150
SGR,20200428,14.9,15.5,14.9,15.5,600
SGT,20200428,4.2,4.3,4.2,4.3,5220
SHA,20200428,4.2,4.25,4.2,4.25,520
SHI,20200428,8.6,8.6,8.4,8.6,338010
SHP,20200428,22.8,22.8,22.8,22.8,4100
SII,20200428,20.7,20.7,20.7,20.7,10
SJD,20200428,16.6,16.6,16.6,16.6,16540
SJF,20200428,1.58,1.62,1.55,1.62,771500
SJS,20200428,18.45,18.45,17.75,17.75,35540
SKG,20200428,9.81,9.95,9.51,9.84,231990
SMB,20200428,29.65,29.65,29.4,29.4,3730
PXI,20200428,2.66,2.8,2.66,2.8,2710
PXS,20200428,3.26,3.5,3.26,3.27,217180
PXT,20200428,1.01,1.03,1,1,20800
QBS,20200428,1.92,1.92,1.85,1.91,34480
QCG,20200428,8.2,8.24,7.2,7.6,1098640
RAL,20200428,71,71.5,70.5,71.5,11430
RDP,20200428,7.3,7.3,7.3,7.3,100
REE,20200428,30.5,30.5,29.95,30.35,357440
RIC,20200428,4.6,4.6,4.6,4.6,50
ROS,20200428,3.87,3.88,3.75,3.75,6101910
SAB,20200428,176,179.9,170,170,73210
SAM,20200428,9.2,9.2,9.01,9.15,71050
SAV,20200428,8.1,8.3,8.1,8.3,2500
SBA,20200428,14.6,14.6,13.8,13.8,330
PDR,20200428,25,25.05,24.7,25.05,576010
PET,20200428,7.08,7.12,7.07,7.1,10650
PGC,20200428,13,13.3,13,13.2,44300
PGD,20200428,30,30,30,30,330
PGI,20200428,16.2,17.4,15.6,15.6,1390
PHC,20200428,9.84,9.97,9.74,9.9,20160
PHR,20200428,46.2,46.4,44.9,45.85,733400
PIT,20200428,4.2,4.2,3.87,3.87,650
PJT,20200428,9.55,9.6,9.55,9.6,440
PLP,20200428,7.63,7.79,7.63,7.79,330
PLX,20200428,40.2,40.5,39.05,39.7,1226410
PME,20200428,59,63.1,59,62,50320
PMG,20200428,12,12.1,11.8,12.1,5800
PNC,20200428,9.6,9.64,9,9.64,90
PNJ,20200428,58,58.4,57,57.2,716420
POM,20200428,4.38,4.38,4.26,4.26,4500
POW,20200428,9.9,10.3,9.9,10.3,6732100
PPC,20200428,25.9,25.9,24.6,25.15,107710
PTB,20200428,44,44,42,43.4,146400
PTC,20200428,7,7.49,7,7.48,2460
PTL,20200428,3.6,3.6,3.49,3.5,370
PVD,20200428,8.8,8.9,8.55,8.76,5527860
PVT,20200428,9.9,9.99,9.63,9.66,1693170
MDG,20200428,13.05,13.05,11.35,11.35,20
MHC,20200428,2.97,2.97,2.78,2.78,13240
MSH,20200428,33.5,33.5,32.8,32.8,45080
MSN,20200428,58.5,60.3,58,59.7,1095230
MWG,20200428,81.5,81.9,80.4,80.9,899940
NAF,20200428,26,27,25.8,25.8,26940
NBB,20200428,19.45,19.5,19.1,19.5,21650
NCT,20200428,58.8,59,58.5,59,10820
NHH,20200428,42.2,44,41,41,269500
NKG,20200428,6.8,6.8,6.4,6.6,1263790
NLG,20200428,21.5,21.6,21.1,21.6,374620
NNC,20200428,45,45.5,44.5,45.5,5150
NSC,20200428,62.6,63,62.5,63,1960
NT2,20200428,20.4,20.5,20.2,20.5,277810
NTL,20200428,17.45,17.7,16.7,17.2,344580
NVL,20200428,52.8,54,52,53.1,1128040
NVT,20200428,5.4,5.4,5.26,5.26,1240
OGC,20200428,2.8,2.9,2.8,2.88,179910
OPC,20200428,55,55,54.6,54.8,1120
PAC,20200428,20,21.7,19.9,21.7,488760
PAN,20200428,22.4,23.1,22,22.8,409180
PC1,20200428,14.5,14.5,14.1,14.3,160830
PDN,20200428,60.8,60.8,60.5,60.5,30
LGL,20200428,4.8,5.12,4.8,4.8,6060
LHG,20200428,17,17.35,16.85,17.1,455760
LIX,20200428,53.3,56,52.6,55.9,73280
LMH,20200428,1.27,1.29,1.26,1.28,224360
LSS,20200428,4.55,4.55,4.24,4.46,26710
MBB,20200428,15.8,15.95,15.6,15.8,2897820
MCG,20200428,1.5,1.5,1.45,1.5,13000
ILB,20200428,14.8,14.8,14.65,14.65,66600
IMP,20200428,54.2,54.2,53.1,53.6,15710
ITA,20200428,2.5,2.53,2.44,2.46,7120990
ITC,20200428,13.05,13.2,12.8,13.1,17430
ITD,20200428,8.34,8.35,8.2,8.2,11910
JVC,20200428,2.73,2.77,2.71,2.77,254550
KBC,20200428,13.1,13.55,12.85,13.05,4017940
KDC,20200428,16.95,16.95,16.7,16.9,185470
KDH,20200428,20.55,20.65,20.45,20.55,409390
KHP,20200428,8.55,8.6,8.07,8.4,5020
KMR,20200428,2.1,2.1,2.09,2.09,43250
KOS,20200428,28.1,29,28,28.8,221120
KSB,20200428,18.7,18.7,18.1,18.3,655480
LBM,20200428,24.8,26,24.8,25.5,1810
