<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200512,4.7,4.7,4.6,4.7,164215
ACB,20200512,21.7,22,21.4,21.8,4057939
ACM,20200512,0.5,0.6,0.5,0.5,134405
ADC,20200512,13.5,14.2,13.1,13.1,2200
AMV,20200512,16.7,17.4,16.5,17,703888
API,20200512,12.3,12.3,10.7,10.7,200
APP,20200512,5.1,5.1,5.1,5.1,3
APS,20200512,2.3,2.3,2.2,2.2,17700
ART,20200512,2.6,2.7,2.5,2.6,1637420
BAX,20200512,38.5,39.1,38.5,38.7,7900
BCC,20200512,7.4,7.5,7.2,7.3,53570
BII,20200512,0.7,0.7,0.6,0.7,282200
BPC,20200512,10.3,10.3,10.3,10.3,5200
BST,20200512,14.5,14.5,14.5,14.5,5400
BTS,20200512,3.9,4.1,3.9,4,3700
BVS,20200512,9,9,8.8,9,197120
C69,20200512,6.3,6.4,6.2,6.4,147000
CAP,20200512,34,34.2,33.9,34.1,12285
CDN,20200512,17.2,17.8,17.2,17.8,409
CEO,20200512,7.1,7.2,7,7.1,814391
CET,20200512,1.3,1.5,1.3,1.4,122400
CIA,20200512,11.8,12,11.8,12,5210
CKV,20200512,13.2,13.2,13.2,13.2,100
CLH,20200512,17.1,18.1,17.1,18.1,8200
CLM,20200512,14.6,16.9,14.6,16.9,1300
CMS,20200512,2.3,2.4,2.3,2.4,550
CPC,20200512,15.7,15.7,15.1,15.1,1200
CSC,20200512,23,23,22.7,23,6860
CTB,20200512,31.5,31.5,31.5,31.5,300
CTP,20200512,2.8,2.9,2.8,2.9,3010
CTT,20200512,9.6,9.6,9.6,9.6,400
CTX,20200512,9.5,9.6,8.9,9.4,1100
CVN,20200512,8.2,8.2,8,8,29300
D11,20200512,19,19,19,19,1013
DBT,20200512,10.4,10.7,10.4,10.7,2800
DC2,20200512,5.9,5.9,5.9,5.9,10
DDG,20200512,29.6,30,29.2,29.5,124258
DGC,20200512,29.1,29.6,29,29.3,92045
DHP,20200512,9.9,9.9,9.9,9.9,10000
DHT,20200512,46,46.8,45.3,46.6,29700
DIH,20200512,12.6,12.6,12.5,12.5,24000
DL1,20200512,11.9,11.9,11.9,11.9,100
DNC,20200512,48.6,59,48.6,59,200
DNM,20200512,32.4,32.4,31,31.8,16915
DNP,20200512,17,17,17,17,100
DNY,20200512,1.8,1.8,1.8,1.8,3650
DP3,20200512,69.1,69.5,69.1,69.5,210
DS3,20200512,3,3.1,3,3.1,39200
DST,20200512,2.8,2.8,2.7,2.8,283400
DTD,20200512,12,12.2,11.8,12.1,58163
DXP,20200512,11.8,11.8,10.5,10.5,1930
DZM,20200512,2.6,2.6,2.6,2.6,1110
EBA,20200512,11,11,11,11,100
EBS,20200512,7,7,7,7,500
EID,20200512,10.6,10.8,10.6,10.7,8900
EVS,20200512,8.4,8.4,7.6,7.6,600
FID,20200512,0.9,1,0.9,1,36810
GKM,20200512,17.7,17.8,17.5,17.8,140300
GLT,20200512,25.7,25.7,25.7,25.7,100
HAD,20200512,14.4,14.4,14.2,14.2,3000
HAT,20200512,20,21.5,19.8,21.5,14600
HBS,20200512,1.9,2,1.9,2,1400
HCC,20200512,10.7,10.7,10.4,10.6,2800
HDA,20200512,8.4,8.5,8.3,8.4,203600
HHG,20200512,0.9,1.1,0.9,1,9364
HHP,20200512,13.2,13.2,13,13.1,156500
HKB,20200512,0.7,0.7,0.6,0.7,227710
HKT,20200512,4.1,4.1,3.8,3.8,300
HLD,20200512,17.4,18.4,17.3,18.2,37160
HMH,20200512,8.5,8.5,8.5,8.5,1500
HOM,20200512,2.9,3,2.9,3,7600
HTC,20200512,24,24,24,24,1000
HUT,20200512,1.8,1.9,1.7,1.8,8908617
ICG,20200512,5.4,5.4,5.3,5.3,10700
IDC,20200512,17,17,16.9,16.9,21700
IDJ,20200512,14.2,14.9,13.5,14.7,624143
IDV,20200512,38,38.4,38,38,5400
INN,20200512,25.9,28,24.7,28,5410
ITQ,20200512,2.5,2.6,2.4,2.6,268800
KDM,20200512,1.9,2,1.9,2,24100
KHS,20200512,10.6,10.6,10.6,10.6,8
KLF,20200512,1.8,1.9,1.8,1.9,5260353
KMT,20200512,5.8,5.8,5.8,5.8,200
KSQ,20200512,1.2,1.2,1.1,1.2,23500
KTS,20200512,8,8,8,8,100
KVC,20200512,0.8,0.9,0.8,0.8,184880
L14,20200512,69.8,71,69,69.8,36307
LAS,20200512,5.8,6.1,5.8,6,302360
LCS,20200512,2.5,2.5,2.5,2.5,800
LDP,20200512,21,21,21,21,100
LIG,20200512,3.1,3.1,3,3.1,62600
LM7,20200512,3.9,4.7,3.9,4.3,1000
MAC,20200512,5.1,5.5,5.1,5.5,5200
MAS,20200512,36,36,35.1,35.4,2560
MBG,20200512,8.3,9,8,9,3164854
MBS,20200512,9.4,10,9.4,9.9,249034
MCO,20200512,2.1,2.1,2.1,2.1,100
MDC,20200512,5.7,5.7,5.7,5.7,2
MEC,20200512,0.6,0.6,0.5,0.6,2968
MPT,20200512,1.2,1.3,1.2,1.2,111113
MST,20200512,2.5,2.6,2.5,2.6,443358
NAG,20200512,4.5,4.5,4.3,4.3,29700
NBC,20200512,6,6,6,6,33510
NBW,20200512,29.1,35.3,29.1,29.1,3600
NDN,20200512,16.5,17,16.3,17,485303
NDX,20200512,11,11,10.9,10.9,7000
NET,20200512,49,51,48.5,50,3712
NHA,20200512,10.6,10.8,10.4,10.8,19870
NHP,20200512,0.4,0.5,0.4,0.4,144700
NRC,20200512,9.3,9.6,9,9.1,107493
NSH,20200512,1.3,1.4,1.2,1.2,19000
NTH,20200512,28.8,28.8,28.8,28.8,900
NTP,20200512,33.6,36,33.6,35.4,55550
NVB,20200512,8,8,7.7,8,2325400
OCH,20200512,7.7,7.7,7.7,7.7,100
ONE,20200512,3,3.1,3,3.1,700
PBP,20200512,6.4,6.6,6.1,6.1,7713
PCG,20200512,5.1,5.1,5.1,5.1,110
PCT,20200512,4.7,5.1,4.7,5,2400
PGN,20200512,11.3,11.3,11.2,11.2,1600
PGS,20200512,17.3,17.3,17.2,17.2,6200
PGT,20200512,5.1,5.1,5.1,5.1,25
PHN,20200512,29.5,29.5,28.9,29,5900
PHP,20200512,8.9,8.9,8.9,8.9,4900
PIA,20200512,25.5,25.5,25.5,25.5,30
PJC,20200512,27.5,27.5,27.5,27.5,10
PLC,20200512,16.2,16.5,15.5,16.5,478152
PMC,20200512,53,56,50.1,51.9,1350
POT,20200512,13,13,13,13,80
PPE,20200512,7.5,7.5,7.5,7.5,100
PPP,20200512,16.9,16.9,15.5,15.5,2400
PPS,20200512,6.5,6.5,6.5,6.5,2100
PSD,20200512,9.7,9.7,9.7,9.7,2000
PSI,20200512,2.2,2.2,2.2,2.2,90
PVB,20200512,14.3,14.3,14.1,14.2,114690
PVC,20200512,5.3,5.3,5.1,5.2,86104
PVG,20200512,6.9,7,6.9,7,31400
PVI,20200512,30.3,30.4,30,30.4,37110
PVL,20200512,1.2,1.2,1.1,1.2,4300
PVS,20200512,12.7,12.9,12.4,12.9,5170964
PVX,20200512,1,1,0.9,1,615734
QHD,20200512,20.5,21,20.5,21,3300
QNC,20200512,4,4,3.4,4,1400
QTC,20200512,17,17,17,17,2000
RCL,20200512,13.5,13.5,13.5,13.5,21000
S99,20200512,6.9,6.9,6.9,6.9,100
SAF,20200512,69.9,70,69.8,69.8,6000
SCI,20200512,10.6,10.6,10.2,10.5,1247
SD2,20200512,5.1,5.1,5.1,5.1,666
SD5,20200512,4.9,5,4.9,5,300
SD6,20200512,2.4,2.4,2.3,2.4,7652
SDA,20200512,2.3,2.5,2.3,2.3,18235
SDN,20200512,31,31,31,31,100
SDT,20200512,2.9,2.9,2.9,2.9,85900
SEB,20200512,29.7,30.3,29.7,30.3,700
SGC,20200512,70.9,70.9,70.9,70.9,100
SGH,20200512,41.2,41.4,41.2,41.4,700
SHB,20200512,17.5,17.5,17.1,17.3,1544029
