<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FUCVREIT,20200703,6.62,7.07,6.61,6.61,1070
VPI,20200703,41.05,41.5,40.3,41.3,399720
VPS,20200703,9.21,9.21,9.1,9.1,20
VRC,20200703,6.8,6.87,6.7,6.78,143570
VRE,20200703,26.2,26.65,26.2,26.5,2328550
VSC,20200703,27.2,27.55,27.2,27.5,70420
VSH,20200703,17.5,17.6,17.2,17.6,17010
VSI,20200703,22.5,23,21.05,21.05,90
VTB,20200703,10.25,10.25,10.1,10.1,20
VTO,20200703,7.79,7.89,7.79,7.8,74290
YBM,20200703,4.3,4.59,4.27,4.59,3150
YEG,20200703,52,53.6,52,53.6,5300
TVB,20200703,9,9.5,8.8,9.45,601420
TVS,20200703,10.5,10.6,10.4,10.6,179680
TVT,20200703,19.5,20,19.5,19.5,60
TYA,20200703,14.7,15,14.6,15,28030
UDC,20200703,3.4,3.6,3.4,3.6,269260
UIC,20200703,37.4,38.45,37.4,38.4,120
VAF,20200703,10.4,10.4,9.06,9.06,20
VCB,20200703,82.5,83.3,82.2,83,370340
VCI,20200703,22.5,22.5,22.05,22.35,425360
VDP,20200703,33.5,34.3,33.5,34.3,1010
VDS,20200703,5.67,6,5.67,5.75,4330
VFG,20200703,39.5,39.5,38,39,50
VGC,20200703,21.3,21.7,20.4,20.5,1456560
VHC,20200703,37,37.2,36.2,36.2,316900
VHM,20200703,77,77.8,76.9,77.8,1382270
VIC,20200703,90.9,91,89.9,90.2,163320
VID,20200703,8.8,9,8.65,8.89,13800
VIP,20200703,5.4,5.57,5.39,5.45,212460
VIS,20200703,19,19,19,19,300
VJC,20200703,107.5,108.2,107.5,108,284360
VND,20200703,13.1,13.1,12.9,13,268380
VNE,20200703,4.55,4.75,4.41,4.75,443280
VNG,20200703,16.45,16.55,16.3,16.45,247620
VNL,20200703,16,16,14.35,16,3320
VNM,20200703,113,114.2,112.8,114.1,729290
VNS,20200703,10.1,10.1,10,10,50170
VOS,20200703,1.49,1.5,1.43,1.48,92450
VPB,20200703,21.25,21.5,21.25,21.3,938470
VPD,20200703,13.7,14.55,13.7,14.55,6880
VPG,20200703,11.5,12.9,11.5,12.85,49100
VPH,20200703,4.29,4.29,4.13,4.24,46270
TEG,20200703,4.49,4.49,4.49,4.49,15380
TGG,20200703,1.2,1.23,1.17,1.17,79210
THG,20200703,50.4,50.4,48,48.2,2720
THI,20200703,25.1,26.3,25.1,26.3,60
TIP,20200703,20,20.55,19.75,19.8,45480
TIX,20200703,29.8,29.85,26.25,29.85,330
TLD,20200703,7.39,7.6,7.39,7.43,175580
TLG,20200703,36.05,36.1,35.8,35.8,115350
TLH,20200703,3.35,3.4,3.35,3.4,43500
TMP,20200703,35,35.05,35,35.05,330
TMS,20200703,25.8,26,25.8,25.95,3810
TMT,20200703,5.89,5.89,5.41,5.7,150
TN1,20200703,60,60,59.5,59.5,1140
TNA,20200703,17.6,17.7,17.3,17.65,69890
TNC,20200703,22,22.1,19.4,22.1,16630
TNI,20200703,4.5,4.92,4.3,4.87,7034960
TNT,20200703,1.64,1.64,1.59,1.59,10160
TPB,20200703,20.8,20.8,20.6,20.6,22730
TPC,20200703,7.66,7.66,7.5,7.5,420
TRA,20200703,52,52,51.7,52,4140
TRC,20200703,29.5,29.6,29.5,29.5,4700
TS4,20200703,3.42,3.45,3.41,3.42,10970
TSC,20200703,2.6,2.71,2.56,2.67,416060
TTB,20200703,5.2,5.3,5.11,5.2,326350
TTF,20200703,2.96,2.96,2.87,2.9,1038730
TV2,20200703,77.5,77.5,75.6,76.4,23400
SSI,20200703,15.3,15.3,15.1,15.15,2288480
ST8,20200703,11.8,11.8,11.8,11.8,20
STB,20200703,11.15,11.2,11,11,3885370
