<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200429,4.8,4.9,4.7,4.8,214000
ACB,20200429,20.3,20.5,20.2,20.5,1196049
ACM,20200429,0.4,0.5,0.4,0.5,275800
ADC,20200429,14.7,14.7,13.3,13.3,2130
ALT,20200429,11.1,12.4,11.1,12.4,5600
AME,20200429,6.9,7,6.9,7,4200
AMV,20200429,15.8,16.9,15.6,16.8,647316
API,20200429,10.6,10.6,10.6,10.6,300
APS,20200429,2.1,2.1,2.1,2.1,7000
ART,20200429,2.5,2.6,2.4,2.6,3919815
BAX,20200429,40,40.5,40,40.5,400
BBS,20200429,11,11,11,11,3766
BCC,20200429,7.2,7.2,7.2,7.2,27727
BII,20200429,0.8,0.8,0.7,0.7,382600
BST,20200429,13.9,13.9,13.9,13.9,2500
BTS,20200429,3.8,3.9,3.7,3.7,4455
BVS,20200429,8.7,8.7,8.5,8.7,155500
C69,20200429,6.2,6.4,6,6.3,268640
CAP,20200429,30.3,30.7,30.3,30.7,11600
CDN,20200429,17.7,17.7,16.5,17,2100
CEO,20200429,7,7,6.8,6.8,286590
CET,20200429,1.8,1.9,1.8,1.9,11700
CIA,20200429,11.6,12,11.6,11.6,24370
CKV,20200429,15.5,15.5,15.5,15.5,300
CLH,20200429,16.9,16.9,15.1,16,700
CLM,20200429,17.8,19.5,17.8,18.5,2600
CMC,20200429,4.9,4.9,4.6,4.6,354
CPC,20200429,16.9,16.9,15.8,16.5,2300
CSC,20200429,23.1,24.1,23.1,24.1,3220
CTB,20200429,30,31.5,30,31.5,700
CTX,20200429,10,11,10,11,7100
CVN,20200429,8.2,8.2,8,8,9300
D11,20200429,18.3,18.3,17.6,17.6,5300
DAD,20200429,16.1,16.1,15,16.1,1800
DAE,20200429,13.9,13.9,13.9,13.9,100
DBT,20200429,10.5,10.5,10.5,10.5,100
DC4,20200429,11.7,11.7,11.7,11.7,100
DDG,20200429,28.2,28.6,28,28.4,75300
DGC,20200429,26.4,27,26,26.7,138900
DHP,20200429,9,9,9,9,2005
DHT,20200429,46.9,47,45.5,46.2,33200
DID,20200429,4.9,4.9,4.9,4.9,800
DIH,20200429,13.3,13.3,13.1,13.1,2200
DL1,20200429,22.1,22.1,22.1,22.1,100
DNC,20200429,54.9,54.9,54.9,54.9,100
DNM,20200429,37.2,37.2,33.1,34.2,58541
DNP,20200429,16.9,16.9,16.4,16.4,4600
DNY,20200429,1.9,1.9,1.9,1.9,1500
DP3,20200429,65.5,65.5,65.5,65.5,100
DS3,20200429,2.9,2.9,2.9,2.9,3600
DST,20200429,1.7,1.8,1.7,1.8,38810
DTD,20200429,12.2,12.2,11.3,11.3,364125
DXP,20200429,10.3,10.3,10.2,10.2,2050
DZM,20200429,3.2,3.2,3.1,3.1,1300
EBA,20200429,12.5,14.6,12.5,14.6,200
EBS,20200429,7,7,7,7,100
EID,20200429,10.7,10.7,10.7,10.7,1900
EVS,20200429,6.7,8,6.7,8,4700
FID,20200429,1,1,1,1,100
GKM,20200429,17.7,17.8,17.3,17.7,46280
HAD,20200429,15.6,15.6,14.3,14.7,28489
HAT,20200429,19.4,19.5,19.4,19.5,200
HBS,20200429,2,2,1.9,1.9,4100
HDA,20200429,8.1,8.3,7.7,8.3,291600
HHG,20200429,1,1.1,1,1.1,258900
HHP,20200429,13.6,13.6,13.4,13.5,73000
HJS,20200429,20.8,20.8,20.8,20.8,100
HKB,20200429,0.7,0.8,0.7,0.7,621800
HKT,20200429,3.8,3.8,3.8,3.8,600
HLD,20200429,17.1,17.7,17.1,17.2,5800
HOM,20200429,3,3,3,3,9500
HTP,20200429,8.1,8.1,8.1,8.1,1
HUT,20200429,1.7,1.8,1.6,1.8,2263432
HVT,20200429,36.5,36.5,36.5,36.5,17026
ICG,20200429,5.5,5.6,5.5,5.6,200
IDC,20200429,17.2,17.9,17.1,17.1,7619
IDJ,20200429,14.4,15.6,14.1,15.6,386435
IDV,20200429,38.6,39.1,38.5,39.1,9100
INN,20200429,24.3,24.3,23.8,24.3,7500
ITQ,20200429,2.5,2.6,2.4,2.6,258410
IVS,20200429,7.2,7.2,7.1,7.1,800
KDM,20200429,1.7,1.7,1.7,1.7,5800
KKC,20200429,4.1,4.7,4.1,4.7,200
KLF,20200429,2.4,2.4,2.2,2.4,18759243
KMT,20200429,5.8,5.8,4.8,4.8,200
KSD,20200429,4.7,4.9,4.7,4.9,700
KSQ,20200429,1.1,1.2,1.1,1.2,62400
KVC,20200429,0.9,1,0.9,0.9,496700
L14,20200429,67.9,68.9,67.2,67.9,35251
L35,20200429,7.1,7.1,7.1,7.1,100
