<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200630,10.4,10.4,10.3,10.3,5431
ABI,20200630,28.4,29.9,27.6,28.3,7110
ACE,20200630,28.5,28.7,28.5,28.5,10200
ACV,20200630,58.9,60.1,58,58.3,254200
ADG,20200630,104.3,106,104.3,106,19800
AFX,20200630,4.8,5,4.7,4.9,25705
AMS,20200630,7.5,8.1,7.3,8.1,16500
ATB,20200630,0.6,0.7,0.6,0.7,400
BAB,20200630,18.3,18.3,18,18.3,2600
BAL,20200630,7.2,7.2,7.1,7.1,500
BBT,20200630,20.4,20.4,20.4,20.4,100
BCM,20200630,26.1,26.6,26,26.6,74450
BDG,20200630,30,30,29.8,29.8,7400
BDT,20200630,17.1,17.9,16.6,17.1,11500
BGW,20200630,19.5,19.5,19.5,19.5,300
BKH,20200630,37.2,37.2,37.2,37.2,100
BLI,20200630,6.8,6.8,6.8,6.8,20
BMJ,20200630,19,19,19,19,1000
BMS,20200630,3.3,3.3,3.3,3.3,100
BOT,20200630,50.8,51.2,50.6,51,34600
BPW,20200630,29.5,29.5,29.5,29.5,100
BSA,20200630,12,12,11.9,12,3400
BSL,20200630,11,11,10.5,10.5,17000
BSP,20200630,18,18,18,18,900
BSQ,20200630,21,21,21,21,200
BSR,20200630,6.9,7,6.7,6.9,2253069
BTN,20200630,2.7,2.7,2.7,2.7,100
BTV,20200630,34,38.8,34,38.8,600
BWS,20200630,36.9,36.9,36.9,36.9,20
C4G,20200630,7.2,7.2,6.3,6.6,805740
CAT,20200630,9.6,9.6,9.6,9.6,3000
CBI,20200630,3.8,3.8,3.8,3.8,100
CCA,20200630,7.2,7.2,7.2,7.2,2000
CCM,20200630,28.1,34.7,28.1,34.7,1200
CDO,20200630,0.9,0.9,0.9,0.9,21025
CEN,20200630,5.7,6.2,5.7,6,5200
CKA,20200630,18,18,18,18,1710
CMN,20200630,52,52,45.2,45.2,400
CMT,20200630,6.2,6.2,6.2,6.2,1300
CNC,20200630,17.4,17.5,17.4,17.5,600
CTR,20200630,44.6,45,43.9,44.5,132898
DAC,20200630,3.3,3.3,3.3,3.3,100
DAS,20200630,17,17,17,17,2000
DBM,20200630,34,34,34,34,100
DC1,20200630,14.4,14.4,13.5,13.5,700
DCF,20200630,9.9,9.9,9.9,9.9,1000
DDV,20200630,5.9,6.6,5.5,6.6,40000
DFC,20200630,21.7,21.7,16.1,16.1,200
DNE,20200630,8.8,8.8,8.1,8.1,700
DNW,20200630,16.5,18.4,16.5,16.5,1300
DPH,20200630,22.4,22.4,22.4,22.4,600
DRI,20200630,4.4,4.5,4.1,4.2,232340
DSC,20200630,5.2,5.2,5.2,5.2,500
DSP,20200630,13,13.5,13,13.5,8200
DSV,20200630,12,12,12,12,3000
DTK,20200630,7.8,7.8,7.8,7.8,90100
DVN,20200630,10.2,10.5,10,10.3,238312
EIC,20200630,9.2,9.2,9.2,9.2,100
EIN,20200630,3.9,3.9,3.9,3.9,19508
EMS,20200630,37.2,37.2,37.2,37.2,23
EVF,20200630,6.3,6.6,6.3,6.4,103905
FOC,20200630,118.1,118.1,118.1,118.1,500
FOX,20200630,45.7,50,45.7,49.3,6200
G36,20200630,6.1,6.2,5.5,5.5,724968
GCB,20200630,4.4,4.4,4.4,4.4,100
GHC,20200630,34.5,34.5,34.5,34.5,110
GTD,20200630,29,29,29,29,500
HAC,20200630,4.9,4.9,4.9,4.9,100
HBD,20200630,16,16,16,16,100
HCB,20200630,21.1,21.1,21.1,21.1,10
HEC,20200630,45,45,45,45,300
HEP,20200630,10,10,10,10,2800
HFC,20200630,13.4,13.4,13.4,13.4,100
HLB,20200630,103,103,103,103,110
HMS,20200630,23,23,18.6,18.6,300
HND,20200630,17.5,17.5,16.9,17.1,121100
HNE,20200630,9.1,9.1,9.1,9.1,1500
HNF,20200630,23,23,23,23,200
HPD,20200630,14.6,14.6,14.4,14.4,700
HPP,20200630,36.9,36.9,36.9,36.9,100
HPT,20200630,9.9,9.9,9.9,9.9,2100
HSP,20200630,12,12,12,12,900
HTG,20200630,21.9,21.9,21.9,21.9,1000
HTM,20200630,11,11.5,11,11.5,11900
HU4,20200630,8.2,8.3,8,8,11100
HWS,20200630,13.8,13.8,13.8,13.8,100
ICF,20200630,1.1,1.1,1.1,1.1,12522
ICN,20200630,67.8,67.8,67,67,400
IFC,20200630,10.7,10.7,10.7,10.7,600
IHK,20200630,11.5,11.5,11.5,11.5,1200
ILA,20200630,2.5,2.5,2.5,2.5,2000
ILS,20200630,11.5,11.5,11.5,11.5,500
ITS,20200630,3.5,3.5,3.5,3.5,2800
KDF,20200630,29.4,30.8,29,29.3,10620
KHD,20200630,8.1,8.1,8,8,1300
KLB,20200630,9.2,10.4,9,10.4,19510
KTL,20200630,19,24,19,24,700
LMI,20200630,10,10,10,10,7500
LPB,20200630,8.3,8.5,7.9,8.2,5392704
LTG,20200630,20.3,20.5,18.8,19.2,180868
M10,20200630,16.5,16.5,16.3,16.3,6160
MCH,20200630,70.5,70.5,69,69.3,17220
MDF,20200630,5.2,5.2,5.2,5.2,100
MEC,20200630,1.1,1.1,0.9,0.9,3200
MFS,20200630,25.2,25.2,24.4,24.4,21350
MH3,20200630,41.5,41.5,40.1,40.5,11100
MIG,20200630,9.9,9.9,8.5,9.8,35700
MKP,20200630,49.8,49.8,49.8,49.8,100
MLS,20200630,23.4,23.4,22,23,16800
MML,20200630,47.1,48.5,46.5,46.6,9500
MPC,20200630,26,26.7,25.5,25.7,55287
MQN,20200630,44.5,44.5,44.1,44.1,2600
MSR,20200630,15.5,15.5,15,15.2,43900
MTA,20200630,3.8,3.8,3.8,3.8,33200
MTV,20200630,16.6,16.6,16.6,16.6,200
MVB,20200630,9.5,10.1,9.5,10.1,370
MVN,20200630,6.9,9.3,6.9,9.3,300
NBE,20200630,6.8,6.8,6.8,6.8,400
NCP,20200630,9.6,9.8,9.6,9.8,40000
NCS,20200630,19,19,19,19,4800
ND2,20200630,24.8,24.8,24.8,24.8,4600
NDT,20200630,4,4,4,4,1000
NHT,20200630,24.1,24.4,23.8,23.8,6700
NNG,20200630,9.8,9.8,9.7,9.7,6000
NQB,20200630,16.8,16.8,16.8,16.8,900
NTC,20200630,188.5,190.4,186,188.8,13535
OIL,20200630,8,8.7,7.8,8,482601
ORS,20200630,7.1,7.2,7.1,7.2,2900
PBC,20200630,16.7,22,16.7,22,3800
PFL,20200630,0.8,0.8,0.7,0.8,62900
PMW,20200630,17,17,17,17,100
PNT,20200630,8.5,8.5,8.5,8.5,100
POS,20200630,9.2,9.2,7,7,200
PPI,20200630,0.6,0.7,0.5,0.6,525125
PRT,20200630,16.7,18,16.7,18,18400
PSB,20200630,5.6,5.8,5.6,5.8,5926
PSL,20200630,22,22,22,22,235
PSP,20200630,5.2,5.2,5,5,3200
PTT,20200630,5.3,5.3,5.3,5.3,100
PVM,20200630,10.8,11.5,10.8,11.5,2100
PVO,20200630,2.9,2.9,2.8,2.8,7800
PVP,20200630,6.7,6.7,5.9,5.9,35400
PVV,20200630,0.8,0.8,0.6,0.7,1032605
PWA,20200630,8.9,8.9,8.4,8.6,81500
PXL,20200630,10.6,10.8,10.3,10.6,530324
QHW,20200630,13.7,13.7,13.7,13.7,100
QNS,20200630,29,29.5,24.7,29,265306
QTP,20200630,12,12,11.6,11.7,24915
RCC,20200630,22.4,26.2,22.4,26.2,2800
RGC,20200630,2.9,2.9,2.9,2.9,200
RTB,20200630,11,11,11,11,200
SAP,20200630,8.9,8.9,8.9,8.9,100
SAS,20200630,26,26,25,25.3,6600
SBS,20200630,1.3,1.3,1.1,1.2,729210
SCJ,20200630,2,2,2,2,5000
SCL,20200630,2.4,2.4,2.4,2.4,3100
SD3,20200630,2,2,2,2,1000
SDD,20200630,2.2,2.2,2.1,2.1,1334
SDK,20200630,22.5,22.5,22.5,22.5,200
SDP,20200630,1.4,1.4,1.2,1.2,7300
SDV,20200630,20,20,20,20,100
