<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200120,8.5,8.5,8.1,8.4,83100
ACB,20200120,23.8,24.7,23.8,24.3,4443379
ACM,20200120,0.5,0.5,0.5,0.5,1094683
AMV,20200120,19.6,21.3,19.1,21.3,133024
APP,20200120,5.7,5.7,5.7,5.7,131
APS,20200120,1.8,1.8,1.8,1.8,300
ART,20200120,2.3,2.4,2.2,2.3,553349
BCC,20200120,6.8,6.9,6.8,6.9,36800
BII,20200120,0.8,0.8,0.7,0.8,133700
BKC,20200120,5.8,5.8,5.8,5.8,100
BTW,20200120,47.8,47.8,47.8,47.8,100
BVS,20200120,9.9,10,9.8,9.8,9200
C69,20200120,5.5,5.7,5.2,5.5,479700
CAN,20200120,28.6,28.6,28.6,28.6,100
CAP,20200120,29.6,30,29.5,30,5251
CDN,20200120,21.3,21.3,21.3,21.3,102
CEO,20200120,8.9,8.9,8.8,8.9,127005
CET,20200120,3,3.2,3,3.2,1900
CIA,20200120,14.2,14.2,14,14.2,16215
CKV,20200120,13.4,16.1,13.4,16.1,300
CMS,20200120,2.9,2.9,2.9,2.9,120
CPC,20200120,22,22,22,22,200
CSC,20200120,29.5,30,28.5,30,18700
CT6,20200120,3.4,3.4,3.4,3.4,500
CTB,20200120,30.4,30.4,30.4,30.4,100
CTP,20200120,3.8,3.8,3.8,3.8,200
CTX,20200120,12,12,11.1,12,34800
CVN,20200120,10.7,10.9,10.7,10.9,3300
D11,20200120,17.9,17.9,17.9,17.9,100
DBT,20200120,11.2,11.2,11.2,11.2,5900
DC4,20200120,12.7,13.4,12.7,13.4,600
DDG,20200120,26.2,26.2,26,26.1,103200
DGC,20200120,24.8,25,24.7,24.8,38228
DHT,20200120,47.8,49,47.1,47.5,6800
DIH,20200120,15.7,17.1,15.7,17.1,300
DNC,20200120,33.5,33.5,33.5,33.5,500
DNM,20200120,8.5,8.5,8.5,8.5,100
DNY,20200120,1.2,1.2,1.2,1.2,1000
DP3,20200120,75,75,75,75,10
DPC,20200120,12.5,12.5,12.5,12.5,600
DS3,20200120,2.9,3,2.9,2.9,23900
DST,20200120,0.9,0.9,0.8,0.9,57800
DTD,20200120,10.1,10.2,10,10,62500
EVS,20200120,8.7,8.8,8.7,8.8,900
GDW,20200120,29.3,29.3,29.3,29.3,100
GKM,20200120,15.5,15.6,15.3,15.6,259500
GLT,20200120,27.7,27.7,27.7,27.7,100
HAD,20200120,17.2,17.2,16.8,16.8,8400
HAT,20200120,29.5,31.8,29.5,31.8,700
HBS,20200120,1.9,2,1.8,1.8,11900
HCC,20200120,11.5,11.5,11.2,11.2,4600
HDA,20200120,9.4,9.4,9.1,9.2,38600
HHG,20200120,1.3,1.4,1.3,1.4,15310
HHP,20200120,12.1,12.5,12.1,12.5,133629
HJS,20200120,31.4,31.4,31.4,31.4,100
HKB,20200120,0.8,0.9,0.7,0.8,91911
HKT,20200120,3,3,3,3,30
HLD,20200120,16.9,17,16.8,17,19211
HOM,20200120,3.3,3.5,3.3,3.3,7000
HUT,20200120,2.2,2.3,2.2,2.2,643474
IDC,20200120,17.6,17.9,17.6,17.9,6000
IDJ,20200120,8,8.8,8,8.4,620030
IDV,20200120,37.3,41.5,37.3,39.8,2479
INN,20200120,32,32,28.3,29,3600
ITQ,20200120,1.9,2,1.9,2,46000
IVS,20200120,9,9,8.9,8.9,5900
KHS,20200120,11.4,12,11.4,12,1300
KKC,20200120,6.6,6.6,6.6,6.6,1600
KLF,20200120,1.5,1.6,1.4,1.5,625200
KTS,20200120,8.9,8.9,8.9,8.9,200
KVC,20200120,1.1,1.1,1,1.1,41300
L14,20200120,56.6,57.5,55,56.7,63210
L18,20200120,9.2,9.2,8.9,8.9,1100
L35,20200120,13.7,13.7,13.7,13.7,10300
LAS,20200120,6.3,6.3,6.1,6.1,2900
LCS,20200120,2.9,2.9,2.9,2.9,100
LDP,20200120,21.4,21.4,21.4,21.4,6
LIG,20200120,3.6,3.7,3.6,3.6,32700
LM7,20200120,8.1,8.1,8.1,8.1,100
MAC,20200120,5.2,5.7,5.1,5.7,3799
MBG,20200120,15.1,15.1,15.1,15.1,10700
MBS,20200120,14,14.2,13.9,14.2,529790
MPT,20200120,1.8,1.8,1.7,1.8,89200
MST,20200120,5.1,5.2,5.1,5.1,162200
NAG,20200120,4.4,4.6,4.3,4.5,4000
NBC,20200120,6.4,6.5,6.4,6.5,23100
NBP,20200120,13.4,13.4,13.4,13.4,400
NDN,20200120,15.3,15.5,15.3,15.3,105020
NDX,20200120,12.9,12.9,12.9,12.9,2000
NET,20200120,46.5,46.5,46.5,46.5,12000
NHA,20200120,7.2,7.9,7.2,7.9,30580
NHP,20200120,0.5,0.5,0.5,0.5,552500
NRC,20200120,9.9,10.1,9,9,31400
NSH,20200120,1.7,1.8,1.6,1.6,43700
NTH,20200120,29.5,29.5,29.5,29.5,800
NTP,20200120,30.6,31.9,30.6,31.9,12048
NVB,20200120,9.2,9.3,8.9,9.2,1959200
PBP,20200120,6.7,6.7,6.7,6.7,100
PCG,20200120,16.3,16.3,16.3,16.3,300
PDB,20200120,9,9,9,9,100
PGN,20200120,10.4,10.5,10.3,10.5,14800
PGS,20200120,28.2,28.2,28.2,28.2,3
PIA,20200120,29.5,30,29,30,5000
PIC,20200120,9.6,10,9.6,10,2300
PLC,20200120,11,11.5,11,11.5,51510
PMC,20200120,53.9,54.9,53.9,54.9,200
PMS,20200120,12.2,13.1,11.4,13.1,3610
PPP,20200120,19.3,19.3,19.3,19.3,100
PPS,20200120,6.4,6.4,6.4,6.4,16
PSC,20200120,17.9,17.9,17.9,17.9,200
PSD,20200120,12.7,12.7,12.7,12.7,300
PTI,20200120,15.1,15.1,15.1,15.1,51
