<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200508,9.4,9.5,9.3,9.5,6300
ABI,20200508,26.5,27.5,25.4,27.3,136900
ABR,20200508,27,34.4,27,34,300
ACV,20200508,58.3,58.8,57.5,57.5,397720
ADG,20200508,103.8,103.9,103.7,103.9,8100
ADP,20200508,18,18,18,18,109
AFX,20200508,4.3,4.4,4.2,4.3,25300
AGF,20200508,2.4,2.7,2.4,2.7,1310
ALV,20200508,1.7,1.8,1.7,1.8,25830
AMS,20200508,6.8,6.8,6.3,6.3,1200
ANT,20200508,9,9,9,9,100
APF,20200508,25.4,26,23,25.9,710
ASA,20200508,1,1.1,1,1.1,7400
ATA,20200508,0.2,0.2,0.1,0.2,7500
ATB,20200508,0.5,0.5,0.5,0.5,52900
AVF,20200508,0.4,0.4,0.4,0.4,33900
BAB,20200508,18.1,18.1,18.1,18.1,2900
BAL,20200508,11.9,11.9,11.9,11.9,600
BBT,20200508,18,18,18,18,100
BCM,20200508,23.9,23.9,23,23.7,88820
BDC,20200508,7.8,7.8,7.8,7.8,1200
BDG,20200508,29.6,30,29.6,29.6,6100
BDP,20200508,10,10,10,10,100
BDT,20200508,17.5,17.5,17.3,17.3,10900
BEL,20200508,10.5,10.5,10.5,10.5,1500
BHK,20200508,11.6,11.6,11.6,11.6,200
BLI,20200508,7.2,7.2,7.2,7.2,90
BLT,20200508,14,14,14,14,5000
BMF,20200508,15,15.5,15,15.5,400
BMG,20200508,28.5,28.5,28.5,28.5,100
BMS,20200508,3.9,3.9,3.9,3.9,100
BOT,20200508,53.9,53.9,53.5,53.6,31600
BSA,20200508,14,14.2,14,14.2,10100
BSP,20200508,16,16,15.8,15.9,3450
BSR,20200508,6,6.2,6,6.1,4944384
BTD,20200508,16.2,16.2,16.2,16.2,200
BVG,20200508,1.2,1.2,1.2,1.2,10000
BWS,20200508,35,35,35,35,1
C12,20200508,3.5,3.5,3.5,3.5,800
C22,20200508,14.5,14.5,14.5,14.5,100
C4G,20200508,7,7,6.6,6.7,1189810
CAD,20200508,0.4,0.4,0.4,0.4,10
CAT,20200508,9.1,9.1,9.1,9.1,500
CCR,20200508,13.5,13.5,13.5,13.5,100
CDO,20200508,0.9,0.9,0.8,0.8,23739
CDP,20200508,8.2,8.2,8.2,8.2,600
CEG,20200508,6.5,6.5,6.5,6.5,1544
CEN,20200508,5.2,5.2,4.8,4.9,11470
CGV,20200508,2.9,2.9,2.9,2.9,100
CHS,20200508,8.5,8.5,8.5,8.5,100
CKA,20200508,18.9,19,18.9,19,1200
CMI,20200508,1.7,1.7,1.3,1.3,1100
CMN,20200508,40.5,40.5,40.5,40.5,100
CMT,20200508,6.3,6.3,6.2,6.2,210
CNC,20200508,19.8,22.7,19.8,20,2100
CNT,20200508,8.8,8.8,8.8,8.8,129
CQT,20200508,4.1,4.1,3.1,3.1,3100
CTR,20200508,42,42.7,35.4,42,450233
DAR,20200508,8,8,8,8,100
DAS,20200508,9.8,9.8,9.8,9.8,100
DCD,20200508,10.2,10.3,10.2,10.3,400
DCR,20200508,2.3,2.3,2.3,2.3,100
DCS,20200508,0.4,0.4,0.3,0.4,42919
DCT,20200508,0.8,0.9,0.8,0.9,700
DDN,20200508,9.5,10,9.5,10,430
DFC,20200508,22.1,22.1,22.1,22.1,100
DNL,20200508,19.6,19.6,19.6,19.6,20
DNW,20200508,15.6,16.5,15.6,16.2,700
DP1,20200508,13.9,13.9,13.7,13.7,1200
DP2,20200508,3.4,3.4,3.4,3.4,10000
DPP,20200508,17,17,17,17,60
DRI,20200508,3.9,4,3.9,4,182342
DVC,20200508,8.8,8.8,8.8,8.8,300
DVN,20200508,10.9,11,10.7,10.8,129230
EFI,20200508,4,4,4,4,100
EIC,20200508,9.9,9.9,9.9,9.9,85
EIN,20200508,4.1,4.1,4.1,4.1,300
EMS,20200508,40,40,40,40,500
EVF,20200508,7.1,7.4,7.1,7.2,155422
FDG,20200508,0.4,0.4,0.4,0.4,100
FHS,20200508,31,32,31,31,100
FOC,20200508,133,133,132,132,1122
FOX,20200508,48,49,48,48.2,10920
FRC,20200508,15.3,15.3,15.3,15.3,2700
G20,20200508,0.2,0.2,0.2,0.2,1200
G36,20200508,4.8,4.9,4.6,4.7,723340
GGG,20200508,1.5,1.5,1.5,1.5,100
GHC,20200508,31.3,31.3,31.1,31.1,4900
GND,20200508,24.9,24.9,24.5,24.5,27100
GSM,20200508,8.4,8.4,8.4,8.4,1000
GTH,20200508,4.5,4.5,4.5,4.5,100
GTT,20200508,0.2,0.3,0.2,0.2,68400
GVT,20200508,39.4,39.7,39.4,39.4,13200
HAC,20200508,4.7,5,4.6,4.7,1900
HC3,20200508,23.2,23.2,23.2,23.2,100
HD2,20200508,6.2,6.2,6.2,6.2,2000
HDM,20200508,15,15,14.5,14.5,1000
HDO,20200508,0.3,0.3,0.3,0.3,20200
HEJ,20200508,19.3,19.4,18.5,18.5,2300
HEM,20200508,13.8,14.5,13.6,13.7,9940
HEP,20200508,8.3,8.3,8.3,8.3,4500
HHV,20200508,16,16,16,16,110
HIG,20200508,8.8,8.8,8.7,8.7,9500
HIZ,20200508,20.8,25,20.8,25,1300
HLA,20200508,0.2,0.2,0.1,0.2,13410
HMS,20200508,18.7,18.7,18.7,18.7,300
HNA,20200508,10.5,10.5,10.5,10.5,100
HND,20200508,17.5,17.8,17.2,17.4,158157
HNE,20200508,8.7,8.7,7.6,7.6,3300
HPB,20200508,18.5,18.5,18.5,18.5,100
HPI,20200508,14.5,15,14.5,15,2700
HPT,20200508,9.2,9.2,7.6,7.6,200
HRB,20200508,22.1,22.1,22.1,22.1,10
HSI,20200508,1.2,1.2,1.2,1.2,6500
HTE,20200508,5.5,5.5,5.4,5.4,3700
HTG,20200508,20.5,20.5,20,20,2900
HTM,20200508,11.5,12.1,11.5,11.9,16000
HUG,20200508,50,50,50,50,100
HVA,20200508,0.9,0.9,0.9,0.9,1500
HWS,20200508,12,12,11.9,11.9,9500
ICC,20200508,37.9,37.9,37.9,37.9,100
ICF,20200508,0.8,0.8,0.8,0.8,1100
IFS,20200508,16,16,16,16,1729
ILA,20200508,2.5,2.7,2.5,2.6,9400
ILC,20200508,2.6,2.6,2.6,2.6,300
ILS,20200508,14.5,14.5,12,12.8,15900
ISH,20200508,14.1,14.1,14.1,14.1,6200
ITS,20200508,3.6,3.6,3.6,3.6,100
KDF,20200508,26.5,26.7,26,26.3,15835
KHA,20200508,46.1,53,46.1,53,4900
KHB,20200508,0.4,0.5,0.4,0.4,94120
KHD,20200508,9.1,10.2,9.1,10.2,2300
KHL,20200508,0.2,0.2,0.1,0.2,93100
KLB,20200508,11.4,11.4,11.4,11.4,10
KSH,20200508,0.4,0.5,0.4,0.4,772315
L44,20200508,1.5,1.5,1.5,1.5,10
LKW,20200508,28.8,28.8,28.8,28.8,100
LLM,20200508,16.2,16.2,16.2,16.2,200
LM3,20200508,0.7,0.7,0.7,0.7,400
LPB,20200508,7.2,7.5,7.1,7.4,8446632
LTG,20200508,18,18.2,17.6,17.6,190646
M10,20200508,20.5,20.5,20,20.1,63020
MCH,20200508,67.6,68,67.2,67.2,23536
MFS,20200508,22.8,22.8,22.3,22.3,7973
MH3,20200508,35.6,35.6,34.2,34.2,1900
MIG,20200508,10.1,10.1,9.8,9.8,8045
MLS,20200508,20.1,23.1,20.1,22.5,29000
MML,20200508,51,52,50.3,50.7,31985
MPC,20200508,25,26,25,25.3,278960
MSR,20200508,15.2,15.2,14.9,14.9,15200
MTA,20200508,2.6,2.6,2,2.3,296400
NAS,20200508,23.7,23.7,23.7,23.7,100
NCP,20200508,9.2,9.3,9.1,9.2,100300
