<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200330,4.9,5,4.7,4.9,113600
ACB,20200330,19.5,19.5,17.9,18.2,5925098
ACM,20200330,0.4,0.5,0.4,0.5,223500
ADC,20200330,12.2,12.2,12.2,12.2,1200
AMV,20200330,11.8,11.8,10.8,10.8,484887
API,20200330,8.4,9.5,8.4,8.4,700
APS,20200330,1.9,1.9,1.8,1.9,19500
ART,20200330,2.3,2.3,2.1,2.1,4073521
BAX,20200330,37,39.9,37,39.9,1300
BCC,20200330,5.1,5.3,5.1,5.3,35200
BII,20200330,0.6,0.6,0.5,0.5,121200
BVS,20200330,8.3,8.3,8,8.3,32330
C69,20200330,4.5,4.5,4.2,4.2,154910
CAN,20200330,23.8,23.8,23.8,23.8,100
CAP,20200330,29.2,29.2,28.6,28.9,4610
CDN,20200330,17.2,18.6,17.1,18.6,12600
CEO,20200330,6.2,6.2,5.6,6,1505738
CET,20200330,2.7,2.9,2.7,2.9,900
CIA,20200330,9.4,9.4,8.8,8.8,3200
CKV,20200330,17.8,17.8,17.8,17.8,300
CMS,20200330,2.3,2.5,2.3,2.5,10100
CSC,20200330,23.6,24,22,23.7,13400
CTB,20200330,30.8,30.8,30.8,30.8,200
CTT,20200330,8.6,8.9,8.6,8.8,6600
CVN,20200330,8.1,8.2,8.1,8.1,6300
D11,20200330,14.9,14.9,13.8,13.8,1200
DAE,20200330,14,14,14,14,200
DBT,20200330,10,10,10,10,400
DC2,20200330,6,6,6,6,7900
DDG,20200330,27.5,27.6,27.1,27.3,59700
DGC,20200330,21,22.8,19.7,20.2,63832
DHP,20200330,10,10,9.8,9.8,9100
DHT,20200330,43.8,44.5,42.6,44,4910
DNC,20200330,52.2,57.9,52.2,57.9,200
DNM,20200330,20.2,20.2,20.2,20.2,4940
DNP,20200330,17.9,17.9,17.3,17.7,32662
DNY,20200330,2.6,2.6,2.6,2.6,100
DP3,20200330,62,63,61,63,18409
DS3,20200330,2.8,2.8,2.6,2.6,58400
DST,20200330,1.1,1.1,1.1,1.1,35700
DTD,20200330,9.3,9.5,9.2,9.3,50900
DXP,20200330,8.5,9.2,8.4,9,3200
EBS,20200330,6.1,6.5,6.1,6.5,600
EVS,20200330,9.1,9.1,9.1,9.1,100
GKM,20200330,15.1,15.4,14.8,15.3,304400
HAD,20200330,12.5,12.5,12.5,12.5,1100
HAT,20200330,19.3,19.3,19.1,19.1,200
HBS,20200330,1.9,1.9,1.8,1.8,39500
HCC,20200330,9.5,9.5,9,9,14320
HDA,20200330,6.7,6.8,6.6,6.7,36000
HHG,20200330,1,1.1,1,1,35800
HHP,20200330,13.4,13.6,13.2,13.2,133575
HJS,20200330,21,21,21,21,5000
HKB,20200330,0.6,0.6,0.5,0.6,246900
HKT,20200330,3.3,3.3,3,3,2000
HLD,20200330,16.7,16.7,16.5,16.6,5400
HMH,20200330,8.9,8.9,8.9,8.9,300
HOM,20200330,2.6,2.7,2.5,2.5,94500
HUT,20200330,1.4,1.5,1.4,1.4,2928212
ICG,20200330,5.5,5.9,5.5,5.6,29800
IDC,20200330,16.1,16.2,16,16.1,29900
IDJ,20200330,14.4,15.7,13.4,15.5,183285
IDV,20200330,32,32,31.2,31.6,4821
INC,20200330,6.5,6.5,6.5,6.5,600
INN,20200330,25.6,25.6,21.2,23.5,18407
ITQ,20200330,2.2,2.3,2.1,2.1,142800
IVS,20200330,7.1,7.1,6.5,7,19800
KDM,20200330,1.8,1.8,1.8,1.8,3000
KLF,20200330,1.5,1.5,1.5,1.5,1591820
KSQ,20200330,1,1.1,1,1.1,15200
KST,20200330,15.8,15.8,15.8,15.8,1000
KTS,20200330,8,8.8,8,8.8,700
KVC,20200330,0.7,0.8,0.7,0.7,437900
L14,20200330,47.6,48.6,46,47,33075
LAS,20200330,5.3,5.3,5,5,33600
LDP,20200330,21.5,22.4,21.5,22.2,1000
LHC,20200330,58.5,58.8,58.5,58.8,4100
LIG,20200330,2.8,2.9,2.8,2.8,7100
LO5,20200330,1.1,1.2,1.1,1.2,15500
MAC,20200330,4.6,4.6,4.6,4.6,100
MAS,20200330,24,24.2,24,24.2,845
MBG,20200330,5.2,5.3,4.9,4.9,216501
MBS,20200330,8.1,8.4,7.9,8.4,42829
MCF,20200330,9.3,9.3,9.3,9.3,100
MCO,20200330,1.9,1.9,1.8,1.8,6100
MED,20200330,35.2,38.7,35.2,38,4300
MPT,20200330,1.1,1.1,0.9,1,97621
MST,20200330,3.7,3.9,3.7,3.7,336900
NAG,20200330,3.7,3.9,3.7,3.9,2400
NBC,20200330,5.8,5.8,5.8,5.8,5779
NDN,20200330,13.3,13.3,12.8,13,176750
NDX,20200330,10.9,10.9,10.8,10.8,6300
NHA,20200330,8.9,8.9,8.2,8.7,4900
NHP,20200330,0.3,0.5,0.3,0.4,143000
NRC,20200330,6.9,7,6.7,6.7,60683
NSH,20200330,1.2,1.2,1.2,1.2,6200
NTP,20200330,27,27.4,27,27.1,30544
NVB,20200330,8.2,8.3,8,8.3,3365654
ONE,20200330,2.8,2.8,2.8,2.8,1100
PBP,20200330,5.7,5.7,5.7,5.7,500
PCE,20200330,5.7,6.9,5.7,6.9,200
PDB,20200330,9,9.3,9,9.2,3000
PEN,20200330,5.1,5.1,5.1,5.1,1000
PGN,20200330,12.8,12.8,12.5,12.6,7300
PGS,20200330,16.8,16.8,15.2,15.2,7060
PHP,20200330,9.3,9.3,9.3,9.3,300
PIA,20200330,25,25,25,25,100
PIC,20200330,8.5,8.5,8.4,8.4,930
PJC,20200330,27,27,27,27,2000
PLC,20200330,11,11,10.8,10.9,69200
PMC,20200330,40.7,40.7,38.4,38.5,3400
PMS,20200330,10.5,10.5,9.9,9.9,700
PPY,20200330,24,24,24,24,100
PSC,20200330,16.3,16.3,16.3,16.3,100
PSD,20200330,9,9,9,9,5200
PTI,20200330,18,19,16.7,19,10710
PVB,20200330,9,9,8.4,8.4,149800
PVC,20200330,4.3,4.3,4,4,144660
PVG,20200330,6,6,5.8,6,20600
PVI,20200330,27.5,27.9,27,27.7,93878
PVL,20200330,1.4,1.4,1.3,1.3,3200
PVS,20200330,10,10.1,9.2,9.3,4145456
PVX,20200330,0.8,0.8,0.7,0.7,739410
QNC,20200330,2.2,2.2,2.2,2.2,2000
RCL,20200330,13.8,13.8,13.8,13.8,1020
S55,20200330,21,21.5,21,21.5,2500
S74,20200330,4.3,4.3,4.3,4.3,34500
S99,20200330,6.4,7.2,6.4,7.2,800
SCI,20200330,6.2,7,6.2,6.8,48900
SD2,20200330,5.8,5.8,5.8,5.8,1300
SD5,20200330,5,5,4.6,4.6,8600
SD6,20200330,2.1,2.1,2,2,16800
SD9,20200330,4.7,4.7,4.7,4.7,11400
SDA,20200330,2.3,2.3,2.3,2.3,30
SDC,20200330,14.9,14.9,14.9,14.9,100
SDT,20200330,2.8,2.8,2.6,2.8,32200
SEB,20200330,26,26,26,26,1000
SED,20200330,13.7,13.7,13.6,13.6,1200
SFN,20200330,19.5,19.5,19.4,19.4,700
SHB,20200330,12.2,12.2,11.6,11.9,4326720
SHE,20200330,14,14,13.8,13.8,2510
SHN,20200330,8.6,8.7,8.6,8.7,27500
SHS,20200330,6.1,6.2,5.6,5.6,1228550
SJE,20200330,15.9,15.9,15.9,15.9,200
SLS,20200330,42,42,40.3,41,2500
SMT,20200330,15.5,15.5,15.5,15.5,2000
SPI,20200330,0.7,0.7,0.6,0.7,130400
SPP,20200330,1,1,1,1,66910
SRA,20200330,6.3,6.3,6,6,73500
STC,20200330,14.6,14.6,13.4,13.4,200
TAR,20200330,33,33.2,31,31,225800
TC6,20200330,3.9,3.9,3.9,3.9,3500
TCS,20200330,8,8,8,8,2000
TDN,20200330,5.8,5.9,5.8,5.8,9704
TDT,20200330,8.5,8.5,7.8,8.5,54200
THB,20200330,6.9,6.9,6.8,6.8,4500
THT,20200330,6.8,6.8,6.6,6.6,8600
TIG,20200330,5.3,5.3,4.8,4.8,1061705
TKC,20200330,2.6,2.6,2.4,2.5,48710
TNG,20200330,8.7,8.7,7.9,8,1268341
TPP,20200330,11,11,11,11,100
TTH,20200330,1.8,1.8,1.7,1.7,171900
TTT,20200330,36.9,37,36.9,37,300
TTZ,20200330,1.8,1.9,1.8,1.8,9100
TV3,20200330,24.5,24.5,24.5,24.5,1000
TV4,20200330,10.1,10.5,10.1,10.5,1100
TVC,20200330,27.9,28.2,27.7,28.2,152100
TVD,20200330,5.9,6.2,5.9,6.2,2000
TXM,20200330,2.7,2.8,2.7,2.7,1500
UNI,20200330,3.7,3.7,3.6,3.6,15800
V21,20200330,9.7,9.7,9.7,9.7,600
VC3,20200330,15.8,15.8,15.5,15.7,150300
VC6,20200330,7.6,7.6,7.6,7.6,400
VC7,20200330,5.5,6.7,5.5,6.5,1200
VCG,20200330,24.6,24.6,24.2,24.6,180420
VCR,20200330,8,8,7.3,7.6,87015
VCS,20200330,52.2,52.2,48.1,52.1,398923
VE9,20200330,1.2,1.4,1.2,1.4,16400
VGP,20200330,13.5,13.5,13.5,13.5,100
VGS,20200330,6.8,6.9,6.4,6.9,11354
VHL,20200330,22.5,22.5,22.5,22.5,1000
VIF,20200330,15.3,16.4,15.3,15.3,1300
VIG,20200330,0.6,0.6,0.6,0.6,274600
VIT,20200330,13.4,13.4,13.4,13.4,30
VIX,20200330,4.7,5,4.5,5,83600
VKC,20200330,2.4,2.5,2.4,2.5,7300
VMC,20200330,9.4,9.6,9.4,9.6,460
VMS,20200330,5.5,5.7,5.4,5.4,6700
VNC,20200330,25.6,25.6,25.6,25.6,600
VTC,20200330,8.5,8.5,8.5,8.5,600
WCS,20200330,162,162,161.2,161.2,2303
WSS,20200330,1.6,1.6,1.6,1.6,300
X20,20200330,6.3,6.3,6.3,6.3,100
