<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200220,9.5,9.7,9.4,9.4,2600
ABI,20200220,29.2,29.2,28.5,28.5,1100
ACV,20200220,59.5,60.5,59.5,60,196950
ADG,20200220,94.4,95,94.3,94.9,14500
AFX,20200220,3.5,3.5,3.2,3.4,4800
AMS,20200220,7.8,7.8,7,7,1000
ANT,20200220,9.6,9.6,9.6,9.6,3000
APF,20200220,22,22,22,22,14000
ATB,20200220,0.6,0.6,0.6,0.6,16400
BAB,20200220,18.1,18.1,18.1,18.1,3100
BCM,20200220,26,27,26,26.6,23307
BDT,20200220,14.5,14.8,14.3,14.3,21300
BEL,20200220,10.7,10.7,10.7,10.7,17900
BKH,20200220,50.2,50.2,50.2,50.2,1100
BLI,20200220,7,7.2,7,7.2,5400
BMD,20200220,11.8,11.8,11.8,11.8,100
BMF,20200220,19.5,21,19.5,21,1100
BOT,20200220,55.8,55.8,55.4,55.5,31000
BSA,20200220,13.3,13.3,13.3,13.3,2030
BSL,20200220,12.3,12.3,12.3,12.3,100
BSP,20200220,18,18.3,17.5,18.3,3100
BSQ,20200220,22,23.8,22,23.8,700
BSR,20200220,7.7,7.9,6.6,7.8,763481
BTD,20200220,16.6,16.6,16.6,16.6,150
BTV,20200220,23,23,23,23,39
C12,20200220,1.9,2,1.9,2,200
C4G,20200220,5.8,5.8,5.7,5.8,97000
CAT,20200220,9.6,9.6,9.6,9.6,1100
CBI,20200220,4.5,4.5,4.5,4.5,100
CBS,20200220,8,8,8,8,100
CDO,20200220,0.9,0.9,0.9,0.9,12810
CDP,20200220,10.1,10.1,8.3,8.7,3700
CEN,20200220,8,8.5,8,8.5,6900
CHS,20200220,6.4,6.4,6.4,6.4,100
CKD,20200220,15,15,15,15,300
CLX,20200220,12.4,12.4,11.5,11.5,8000
CMT,20200220,8.2,8.3,8.2,8.3,1300
CNC,20200220,20.4,20.4,20,20,210
CTR,20200220,48.2,49.5,48.2,49.1,607443
DAS,20200220,11.1,11.1,11.1,11.1,100
DC1,20200220,10,10,10,10,100
DDN,20200220,11.5,11.5,10.8,10.8,2700
DHD,20200220,26,26,26,26,500
DNL,20200220,17.5,17.5,17.5,17.5,10
DNW,20200220,18.5,18.5,18.5,18.5,100
DRI,20200220,5.4,5.8,5.4,5.6,52000
DVN,20200220,12.8,12.8,12.3,12.5,123180
E29,20200220,12.4,12.4,9.6,9.6,700
EIN,20200220,5,5,5,5,2
EMS,20200220,40,43.6,40,42,1501
EVF,20200220,8.3,8.6,8.2,8.4,237009
FOC,20200220,122,129.2,121.1,129.2,700
FOX,20200220,45.9,52.5,45.2,47,64005
FRC,20200220,19.7,19.7,19.7,19.7,100
G36,20200220,4.8,4.8,4.6,4.7,42700
GND,20200220,25.8,25.8,25.8,25.8,100
GTS,20200220,10.5,10.5,10.5,10.5,200
GVR,20200220,11.9,12,11.6,11.8,496270
