<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200515,5.3,5.3,4.8,5.2,499021
ACB,20200515,21.5,22.2,21.4,21.7,6937907
ACM,20200515,0.6,0.6,0.5,0.6,559850
ADC,20200515,14.2,14.3,13.4,13.4,2900
ALT,20200515,13.1,13.1,13,13,5900
AMV,20200515,16.9,17,16.7,16.8,313096
API,20200515,9.4,11.2,9.4,9.7,500
APP,20200515,5.1,5.1,5.1,5.1,7400
APS,20200515,2.2,2.3,2.2,2.3,2000
ART,20200515,3.1,3.3,2.8,3.2,8525531
BAX,20200515,39.9,39.9,38.5,39.5,4100
BCC,20200515,7.5,7.5,7.2,7.4,72306
BII,20200515,0.7,0.8,0.6,0.7,187200
BKC,20200515,5.4,5.4,5.4,5.4,30
BLF,20200515,2.6,2.6,2.6,2.6,17225
BPC,20200515,10,10,10,10,900
BST,20200515,14.5,14.5,14.5,14.5,2700
BTS,20200515,3.9,3.9,3.8,3.8,3200
BVS,20200515,8.8,8.9,8.7,8.8,180620
C69,20200515,6.7,7,6.1,6.1,744400
CAN,20200515,22.1,22.1,22.1,22.1,500
CAP,20200515,33.8,34,33.5,33.8,10511
CDN,20200515,18,18.4,17.5,18.4,2100
CEO,20200515,7.5,7.6,7.4,7.5,976833
CET,20200515,1.6,1.6,1.6,1.6,102200
CIA,20200515,11.7,11.8,11.6,11.7,29105
CLH,20200515,17.8,17.8,17.8,17.8,100
CLM,20200515,16,16,16,16,100
CMS,20200515,2.3,2.4,2.3,2.4,32100
CPC,20200515,14.3,15.3,14.3,15.3,200
CSC,20200515,23.3,23.3,22.9,22.9,6500
CTB,20200515,31.5,31.5,31.5,31.5,21
CTC,20200515,3.1,3.1,3,3,4500
CTP,20200515,2.9,2.9,2.7,2.9,6100
CTX,20200515,9,9.1,9,9.1,1600
CVN,20200515,8.6,8.6,8.4,8.4,4750
D11,20200515,19.1,19.1,17.6,19,1800
DAD,20200515,14.9,15.8,14.8,15.8,2200
DAE,20200515,14.6,14.6,14.6,14.6,300
DBT,20200515,10.4,10.4,10.2,10.2,4435
DC4,20200515,14.5,14.5,14.3,14.3,200
DDG,20200515,26.4,26.5,25.6,26.1,84400
DGC,20200515,31.8,32,31.2,31.2,127265
DHP,20200515,9.9,9.9,9.9,9.9,5000
DHT,20200515,46.9,47.4,46,46.7,17915
DL1,20200515,10.1,10.1,10.1,10.1,2700
DNM,20200515,32.2,32.2,30.9,30.9,15106
DNP,20200515,16.3,16.3,16.3,16.3,2600
DNY,20200515,1.6,1.7,1.6,1.7,250
DP3,20200515,72.3,74.5,72.3,74.5,5610
DPS,20200515,0.2,0.3,0.2,0.3,170194
DS3,20200515,3.1,3.2,3.1,3.2,112300
DST,20200515,3.6,3.6,3.2,3.2,1491970
