<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VPH,20200421,3.83,3.83,3.63,3.69,130950
VPI,20200421,41.5,41.6,41,41.4,468100
VPS,20200421,10.9,10.95,10.9,10.95,100
VRC,20200421,6.53,6.54,5.8,6.48,1170860
VRE,20200421,25.8,25.9,24.4,24.4,2804830
VSC,20200421,23.05,23.25,22.1,22.1,151030
VSH,20200421,18.2,18.2,17.3,17.3,5440
VSI,20200421,24,24,23.8,23.95,260
VTB,20200421,10,10,9.8,9.8,1620
VTO,20200421,7.1,7.1,6.9,7,18870
YBM,20200421,3.49,3.49,3.32,3.48,2240
YEG,20200421,57.6,59.8,57.2,57.5,82520
VIC,20200421,95.5,95.5,92.5,93,892270
VID,20200421,3.7,3.7,3.45,3.55,2650
VIP,20200421,4.35,4.46,4.25,4.25,173640
VJC,20200421,116.5,116.5,113,115,270040
VMD,20200421,20.5,20.85,20,20.85,130
VND,20200421,11.2,11.5,11,11,1768960
VNE,20200421,3.72,3.9,3.72,3.8,132040
VNG,20200421,13.2,13.35,13.15,13.3,166250
VNL,20200421,13.5,13.5,13.5,13.5,10
VNM,20200421,100,100,95.8,96.8,2129360
VNS,20200421,8.99,8.99,8.8,8.81,25860
VOS,20200421,1.4,1.45,1.39,1.4,224070
VPB,20200421,20.5,20.9,19.55,19.55,5653730
VPD,20200421,14.7,14.7,14,14,12220
VPG,20200421,19,19,17.8,19,4090
TVT,20200421,20.8,20.8,19.55,20.4,1950
TYA,20200421,12.05,12.45,11.9,12,10450
UDC,20200421,2.8,2.8,2.66,2.67,4590
UIC,20200421,36,39.45,36,38.5,330
VCB,20200421,71,71.5,67.8,71.5,2159110
VCF,20200421,203,203,203,203,50
VCI,20200421,18.5,18.8,17.8,17.8,690330
VDP,20200421,32.05,32.05,32.05,32.05,10
VDS,20200421,5.9,6.5,5.9,6.5,20000
VFG,20200421,39.2,39.2,38.15,38.5,1050
VGC,20200421,16.45,16.7,15.7,15.7,172870
VHC,20200421,28.5,28.6,27.5,27.5,535910
VHM,20200421,68,68.3,66.1,68,1213590
TNT,20200421,1.58,1.67,1.51,1.57,55610
TPB,20200421,18.25,18.25,17.1,17.2,156100
TPC,20200421,8,8,8,8,10
TRA,20200421,57,57,54.2,56,1870
TRC,20200421,25.6,25.6,24.5,24.7,13480
TS4,20200421,2.52,2.53,2.47,2.5,18270
TSC,20200421,2.2,2.25,2.11,2.12,809710
TTB,20200421,2.95,3.08,2.86,2.86,959510
TTF,20200421,2.16,2.17,2.02,2.02,1356260
TV2,20200421,60,60,56.5,56.6,106210
TVB,20200421,12.3,12.4,12.3,12.3,345760
TVS,20200421,10.85,10.9,10.85,10.9,20
TIP,20200421,16.4,16.6,15.4,15.5,66030
TLD,20200421,4.77,4.77,4.21,4.65,180970
TLG,20200421,30.4,31.7,30.3,30.3,277980
TLH,20200421,3.05,3.05,2.88,2.88,322020
TMP,20200421,33.5,33.5,32.5,32.5,3880
TMS,20200421,24.05,25.4,24.05,24.6,10370
TMT,20200421,5.03,5.03,5.03,5.03,1330
TN1,20200421,63,63.1,62.5,63.1,1030
TNA,20200421,15.1,15.7,15,15,20470
