<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200522,5.1,5.1,4.9,5,293355
ACB,20200522,22.5,22.7,22.3,22.4,4841440
ACM,20200522,0.6,0.6,0.5,0.5,120240
ADC,20200522,13.2,13.2,12.7,12.7,3300
AMC,20200522,18.1,18.1,18.1,18.1,100
AME,20200522,7.1,7.1,7.1,7.1,200
AMV,20200522,16.6,17.9,16.6,17.1,760610
API,20200522,9.8,10.6,9.8,10.6,2200
APP,20200522,4.6,4.6,4.6,4.6,400
APS,20200522,2.2,2.2,2.2,2.2,100
ART,20200522,2.9,2.9,2.7,2.7,1339040
BAX,20200522,39,39,39,39,600
BCC,20200522,7.4,7.4,7.3,7.3,66301
BII,20200522,0.7,0.8,0.7,0.7,18846
BLF,20200522,2.5,2.8,2.5,2.8,2800
BTS,20200522,4,4,4,4,400
BTW,20200522,49,49,49,49,10
BVS,20200522,8.9,8.9,8.7,8.9,163220
C69,20200522,6.1,6.1,5.6,5.6,292300
CAN,20200522,23.6,23.6,23.6,23.6,510
CAP,20200522,33,33.5,32.7,33.5,16531
CDN,20200522,18.4,18.4,18,18.4,4000
CEO,20200522,7.7,7.8,7.6,7.7,893803
CET,20200522,1.7,1.8,1.7,1.8,87410
CIA,20200522,11.8,11.8,11.7,11.7,5340
CLH,20200522,19.9,19.9,18.2,18.2,1100
CMC,20200522,6.2,6.2,6.2,6.2,544
CMS,20200522,2.5,2.5,2.5,2.5,600
CPC,20200522,15.6,15.6,15.6,15.6,200
CSC,20200522,22.1,22.1,22,22.1,1300
CTC,20200522,3.3,3.3,3.3,3.3,2000
CTP,20200522,2.8,3,2.8,3,1000
CTT,20200522,9.6,9.6,9.6,9.6,1603
CTX,20200522,9,9,9,9,2101
CVN,20200522,9.2,9.4,8.4,8.8,24300
D11,20200522,19,19.8,19,19.8,9700
DAD,20200522,15.8,15.8,15.8,15.8,100
DBT,20200522,10.4,10.5,10.3,10.5,2500
DC2,20200522,6.5,6.5,6.5,6.5,100
DDG,20200522,26.5,26.7,26.2,26.7,78526
DGC,20200522,32.3,32.8,32.1,32.6,175128
DHT,20200522,46.2,46.2,44.7,45.3,39180
DL1,20200522,11.8,11.8,10.2,10.2,200
DNC,20200522,62,62,62,62,300
DNM,20200522,36,36,34.6,35,10831
DNP,20200522,16.2,17,16.1,17,14615
DNY,20200522,1.8,2,1.8,2,54200
DP3,20200522,83.5,90.6,83.5,85.3,20630
DPC,20200522,10.2,10.3,10.2,10.3,400
DPS,20200522,0.3,0.3,0.2,0.2,315006
DS3,20200522,3.2,3.5,3.2,3.3,68300
DST,20200522,3.3,3.3,3.3,3.3,75100
DTD,20200522,12.4,12.4,12,12.1,81360
DXP,20200522,10.3,10.3,10.3,10.3,130
DZM,20200522,2.4,2.5,2.4,2.5,7300
EID,20200522,10.6,10.6,10.5,10.6,4900
EVS,20200522,8,8,7.5,7.9,31100
FID,20200522,0.9,0.9,0.9,0.9,1500
GKM,20200522,17.5,17.7,17.5,17.7,143350
HAD,20200522,14.5,14.5,14.1,14.1,8309
HAT,20200522,19.2,19.5,19.2,19.2,3020
HBS,20200522,1.9,2,1.9,2,13400
HCC,20200522,10.5,10.5,10.5,10.5,1500
HCT,20200522,9.9,11,9.9,11,2600
HDA,20200522,8.1,8.2,8,8,247900
HHG,20200522,1.1,1.1,1.1,1.1,48148
HHP,20200522,11.8,12,11.5,11.7,186100
HJS,20200522,23,23,23,23,1400
HKB,20200522,0.8,0.8,0.7,0.7,458320
HKT,20200522,3.8,3.8,3.8,3.8,500
HLD,20200522,18.1,18.2,18.1,18.1,6000
HMH,20200522,8.6,8.6,8.6,8.6,2220
HOM,20200522,3,3.1,3,3.1,27300
HPM,20200522,12.9,12.9,12.9,12.9,100
HUT,20200522,2,2.1,1.9,1.9,5399126
HVT,20200522,37,37,37,37,100
ICG,20200522,5.2,5.5,5.1,5.3,6500
IDC,20200522,17.1,17.3,17.1,17.2,22400
IDJ,20200522,13.2,14.1,12.9,13.9,539450
IDV,20200522,39.5,39.5,39.1,39.5,6050
INN,20200522,24.4,25.5,24.4,25.1,2700
