<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VRC,20200414,5.16,5.16,4.94,4.96,74070
VRE,20200414,25.45,27.2,24.8,26.2,3054710
VSC,20200414,21.65,21.85,21.45,21.75,48020
VSH,20200414,17.6,17.7,16.8,16.8,23010
VSI,20200414,20.5,21.9,20.5,21.2,860
VTB,20200414,11,11,10.1,10.1,1310
VTO,20200414,6.66,6.7,6.64,6.64,21800
YBM,20200414,3.56,3.57,3.34,3.54,9440
YEG,20200414,50.7,51,49.5,49.75,22540
VFG,20200414,38.5,39.5,38.5,39.5,19360
VGC,20200414,15.3,16,15.3,15.95,131500
VHC,20200414,25.7,27.3,25.7,27.3,470870
VHM,20200414,68,68.9,66.5,68,642490
VIC,20200414,96.5,96.5,94.5,95.6,631630
VID,20200414,4,4,4,4,10
VIP,20200414,4.1,4.24,4.1,4.15,121390
VIS,20200414,20.7,22,20.5,22,230
VJC,20200414,114.5,114.5,109.5,112.8,300930
VMD,20200414,20.5,21,20.5,21,50
VND,20200414,11.4,11.4,11.1,11.25,811380
VNE,20200414,3.71,3.89,3.65,3.69,97570
VNG,20200414,13.3,13.35,12.7,12.85,164580
VNL,20200414,13.4,13.4,13.3,13.4,390
VNM,20200414,99.5,99.7,98.7,99,1059560
VNS,20200414,8.66,8.7,8.65,8.66,33700
VOS,20200414,1.33,1.36,1.31,1.34,56760
VPB,20200414,21.1,21.3,20.2,21.3,8107960
VPD,20200414,14.85,14.85,14,14,530
VPG,20200414,19.3,19.35,19.2,19.3,45200
VPH,20200414,3.84,3.92,3.75,3.8,41560
VPI,20200414,41.7,41.9,41,41.7,760090
VPS,20200414,11.75,11.8,11.75,11.8,2640
TTB,20200414,2.5,2.51,2.43,2.51,360970
TTF,20200414,2.23,2.23,2.11,2.15,924150
TV2,20200414,54.8,55,53.4,53.5,70870
TVB,20200414,13.3,13.3,13.3,13.3,199340
TVS,20200414,10.7,10.7,10.6,10.65,1250
TVT,20200414,19.4,19.4,19,19,4220
TYA,20200414,12.6,12.9,11.85,12.5,31020
UDC,20200414,3,3,2.95,2.95,12690
UIC,20200414,36.9,36.9,35,36.9,130
VCB,20200414,70.5,70.8,67.8,69.9,1944570
VCF,20200414,200.1,216.5,200,216.5,140
VCI,20200414,18,18,17.05,17.5,327760
VDP,20200414,33,34,33,33,4010
VDS,20200414,6.05,6.3,6.05,6.3,6600
TSC,20200414,2.16,2.18,2.07,2.09,411600
TNI,20200414,10.4,10.45,10.35,10.45,656770
TNT,20200414,1.44,1.48,1.44,1.47,30820
TPB,20200414,17.5,17.55,17.2,17.35,119710
TPC,20200414,6.9,7.01,6.9,7.01,1810
TRA,20200414,55.3,55.3,52,53.9,7650
TRC,20200414,25.5,25.6,24.5,25.05,11010
TS4,20200414,2.5,2.55,2.42,2.43,47870
TEG,20200414,2.9,2.9,2.9,2.9,200
TGG,20200414,0.8,0.81,0.76,0.77,2274810
THG,20200414,42.1,42.2,41.2,42.2,12910
TIP,20200414,14.95,15.3,14.6,15.3,65440
TIX,20200414,30,30,30,30,400
TLD,20200414,4.44,4.53,4.4,4.43,187950
TLG,20200414,29.5,29.6,29.2,29.35,135140
TLH,20200414,2.5,2.53,2.37,2.5,65600
TMP,20200414,33,34,33,34,520
TMS,20200414,25,25,24.5,24.5,290
TMT,20200414,4.86,4.86,4.86,4.86,10
TN1,20200414,63,63.2,62.9,62.9,1210
TNA,20200414,15.5,16.4,15,16.3,404500
TNC,20200414,12.9,12.9,12.9,12.9,30
SZC,20200414,13.95,14.3,13.5,14,159560
SZL,20200414,33.05,33.4,32.4,32.7,47340
TAC,20200414,23.4,23.8,23.1,23.1,1780
TBC,20200414,22.25,22.7,22.25,22.25,600
TCB,20200414,17.35,17.35,16.9,17.15,1446850
TCD,20200414,9.23,9.4,9.23,9.4,6760
TCH,20200414,19.25,19.55,18.9,19.05,310550
TCL,20200414,17.15,18,17.15,17.15,16950
TCM,20200414,15.2,15.55,15.1,15.55,1205630
TCO,20200414,8.93,8.95,8.93,8.95,70
TCR,20200414,3.16,3.16,3.16,3.16,10
TCT,20200414,35,35,33,33.9,7450
TDC,20200414,7.25,7.25,7.07,7.21,64080
TDG,20200414,1.81,1.81,1.73,1.78,309680
TDH,20200414,7.13,7.35,7,7.35,1250330
TDM,20200414,18.2,18.3,17.75,18,193450
SJF,20200414,1.29,1.29,1.23,1.27,532900
SJS,20200414,19.25,19.25,18.2,18.65,215650
SKG,20200414,9.21,9.23,8.85,9.1,172050
SMA,20200414,16.1,16.1,16.1,16.1,9300
SMB,20200414,29,29.2,29,29,4640
SMC,20200414,11.65,11.65,10.4,11.55,170
SPM,20200414,10.45,11.45,10.45,11.45,340
SRC,20200414,16.3,16.3,16.1,16.15,7510
SSC,20200414,54.5,54.5,54.5,54.5,10
SSI,20200414,13.05,13.2,12.75,13.2,3902110
ST8,20200414,12.5,12.5,11.7,11.7,70
STB,20200414,9.1,9.16,8.94,9.16,8530630
SVC,20200414,45.6,50,45.5,48.2,25220
SVI,20200414,68,68,63.4,63.4,40
SFG,20200414,5.21,5.43,5.06,5.39,29320
