<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200302,9.4,9.4,9.4,9.4,1000
ABI,20200302,27.8,27.8,26.6,26.6,6100
ACV,20200302,51,54,50.1,53,201970
ADG,20200302,95.3,95.4,95.2,95.4,12700
AFX,20200302,3.4,3.4,3.3,3.3,7800
AMS,20200302,7.5,7.5,7.5,7.5,300
ATB,20200302,0.6,0.7,0.6,0.7,2300
BAB,20200302,18,18,18,18,2600
BBT,20200302,19,19,17.5,17.5,4000
BCM,20200302,25.6,25.6,25.6,25.6,100
BDG,20200302,36.6,36.6,36.6,36.6,100
BDT,20200302,15.1,15.8,15.1,15.6,19400
BEL,20200302,9.8,9.8,9.8,9.8,2000
BHP,20200302,7.9,7.9,7.9,7.9,100
BLI,20200302,7.1,7.1,7.1,7.1,1000
BMF,20200302,21,21,20.1,20.1,909
BOT,20200302,55.4,55.6,55.4,55.6,31100
BSA,20200302,13,13,13,13,3710
BSP,20200302,17,17,16.8,17,1600
BSR,20200302,7.4,7.7,6.3,7.6,2928755
BTD,20200302,16.2,16.2,16.2,16.2,11100
BTU,20200302,11.2,11.2,11.2,11.2,100
BUD,20200302,4.7,4.7,4.7,4.7,1483
BVG,20200302,1.2,1.3,1.1,1.1,45700
BWS,20200302,35,35,35,35,1200
C12,20200302,1.9,1.9,1.9,1.9,800
C21,20200302,23.4,23.4,23.4,23.4,5
C4G,20200302,5.5,5.6,5.4,5.5,138015
CCA,20200302,8.5,8.5,8.5,8.5,400
CCH,20200302,6.5,6.5,6.5,6.5,2600
CCM,20200302,21.6,21.6,21.6,21.6,1000
CCR,20200302,12.2,12.2,12.2,12.2,1000
CDO,20200302,0.9,1,0.9,1,90150
CDP,20200302,9.7,9.7,8.6,8.6,3700
CEN,20200302,7,7.9,7,7.3,9200
CI5,20200302,4.6,4.6,4.6,4.6,300
CLX,20200302,11.9,12.1,11.8,12.1,4600
CMT,20200302,8,8,8,8,2200
CT3,20200302,8,8,8,8,13
CTR,20200302,44.8,45.5,40.5,45.1,329187
DDV,20200302,6.2,6.3,6,6.3,4800
DHD,20200302,26,26,26,26,1000
DPP,20200302,16,16,16,16,1
DRI,20200302,5.2,5.2,5.1,5.2,17800
DSC,20200302,4.6,5,4.6,5,200
DSP,20200302,10.1,12.1,9.6,12.1,900
DTG,20200302,13,13,13,13,500
DTK,20200302,8.5,8.5,8.5,8.5,100
DVN,20200302,12.3,12.4,11.9,12,205740
EIN,20200302,5,5,4.9,4.9,2000
EPH,20200302,7.9,7.9,7.9,7.9,100
EVF,20200302,7.5,7.9,7,7.5,67093
FOC,20200302,119.9,119.9,119,119,2000
FOX,20200302,49.8,49.8,47,47,6000
G36,20200302,4.8,5.6,4.8,5.5,1218880
GHC,20200302,30,30,30,30,600
GND,20200302,23.9,23.9,20,23.9,100
GVR,20200302,11.8,13.9,11.8,12.3,592520
