<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200117,8.8,8.9,8.2,8.5,126800
ACB,20200117,24,24.1,23.7,23.8,2706194
ACM,20200117,0.4,0.5,0.4,0.4,41600
AMV,20200117,19.9,19.9,18.5,19.6,218521
APS,20200117,1.8,1.8,1.8,1.8,100
ART,20200117,2.2,2.3,2.2,2.3,871894
BAX,20200117,48,48,48,48,2000
BCC,20200117,6.8,6.9,6.8,6.8,53500
BII,20200117,0.9,0.9,0.8,0.8,57700
BLF,20200117,3.9,4,3.9,3.9,13500
BTS,20200117,4.2,4.2,4.2,4.2,200
BTW,20200117,43.5,43.5,43.5,43.5,100
BVS,20200117,9.9,9.9,9.8,9.8,14607
BXH,20200117,11.5,11.5,11.5,11.5,100
C69,20200117,5.6,5.6,5.2,5.5,24210
CAN,20200117,28.6,28.6,28.6,28.6,10
CAP,20200117,29.8,29.8,29,29.5,1200
CDN,20200117,19.5,19.5,19.5,19.5,134
CEO,20200117,9,9,8.8,8.8,120300
CET,20200117,3.2,3.2,3.2,3.2,100
CIA,20200117,15.4,15.4,14,14.2,15687
CKV,20200117,14.7,14.7,14.7,14.7,100
CMS,20200117,3,3,3,3,2200
CPC,20200117,20,21.2,20,21.2,510
CSC,20200117,28.9,30.7,28.9,30.7,6100
CTP,20200117,3.6,3.8,3.6,3.8,2100
CTX,20200117,11.7,11.9,11.7,11.9,1300
CVN,20200117,10.7,11.3,10.7,11.3,200
D11,20200117,17.3,18.3,17.3,17.9,1300
DBT,20200117,11,11.2,11,11.2,2900
DC4,20200117,12.5,12.5,12.5,12.5,500
DDG,20200117,26.4,26.4,26.1,26.3,102000
DGC,20200117,24.5,24.7,24.5,24.7,29200
DHT,20200117,48,48,47.1,48,3350
DIH,20200117,15.7,15.7,15.7,15.7,400
DNC,20200117,35,35,35,35,450
DNM,20200117,7.9,7.9,7.9,7.9,230
DNP,20200117,17.6,17.8,17.6,17.8,5510
DP3,20200117,78,78,75,75,6012
DPC,20200117,13,13,12.5,12.5,2100
DPS,20200117,0.3,0.3,0.3,0.3,51700
DS3,20200117,2.9,3,2.8,3,72400
DST,20200117,0.8,1,0.8,0.9,150900
DTD,20200117,10.1,10.3,10.1,10.1,39600
EVS,20200117,8.7,8.8,8.1,8.8,1400
FID,20200117,0.9,1,0.9,1,4200
GKM,20200117,15.3,15.6,15.3,15.6,161900
HAD,20200117,17,17.2,17,17,1800
HAT,20200117,29.6,32.3,28.1,32.3,1100
HBE,20200117,10,10,10,10,200
HBS,20200117,2,2,2,2,20000
HCC,20200117,11.7,11.7,11.5,11.5,200
HDA,20200117,9.5,9.5,9.1,9.4,38300
HHP,20200117,12,12.2,11.9,12.1,83000
HKB,20200117,0.8,0.8,0.8,0.8,593950
HLD,20200117,17,17.1,16.9,17.1,11700
HOM,20200117,3.4,3.6,3.3,3.5,39900
HPM,20200117,12.9,12.9,12.9,12.9,100
HUT,20200117,2.2,2.3,2.1,2.2,532450
HVT,20200117,39,39,39,39,900
IDC,20200117,17.9,18.2,17.8,18,11300
IDJ,20200117,7.4,8.1,7.4,8,280520
IDV,20200117,35,42.6,35,41,31900
INN,20200117,29.2,29.5,28.3,29.3,18643
ITQ,20200117,2,2,2,2,4000
IVS,20200117,9,9.1,9,9.1,2500
KHS,20200117,11,11.1,11,11.1,3900
KKC,20200117,6,6.6,6,6.6,4100
KLF,20200117,1.5,1.5,1.4,1.5,524960
KSQ,20200117,1.1,1.3,1.1,1.3,200
KVC,20200117,1.1,1.2,1,1.1,308300
L14,20200117,58,58,56.7,57,31510
LAS,20200117,6.1,6.1,6.1,6.1,3000
LIG,20200117,3.6,3.7,3.6,3.7,183200
LO5,20200117,1.9,1.9,1.9,1.9,136
MAC,20200117,5.6,5.6,5.6,5.6,10
MBG,20200117,15.2,15.3,13.7,14.9,11700
MBS,20200117,14.1,14.4,13.8,14.2,225000
MCF,20200117,8.3,8.3,8.3,8.3,200
MCO,20200117,1.6,1.6,1.6,1.6,400
MEC,20200117,1.4,1.5,1.4,1.5,5200
MPT,20200117,1.8,1.8,1.8,1.8,78041
MST,20200117,5.1,5.2,5.1,5.2,196800
NBC,20200117,6.4,6.4,6.4,6.4,30400
NDN,20200117,15.5,15.6,15.3,15.3,266690
NDX,20200117,12.8,12.8,12.8,12.8,10000
NET,20200117,46.5,46.5,46.5,46.5,2000
NHA,20200117,7.2,7.2,7.2,7.2,600
NHP,20200117,0.5,0.5,0.4,0.4,288225
NRC,20200117,9.5,10.4,9.5,9.9,7305
NSH,20200117,1.7,1.8,1.7,1.7,51800
NTH,20200117,29.9,30,29.9,29.9,17400
NTP,20200117,30.7,31,30.7,30.8,36340
NVB,20200117,9.2,9.3,9,9.2,1735800
PBP,20200117,7.3,7.3,6.1,6.1,500
PCG,20200117,18,18,18,18,200
PDB,20200117,9.5,9.5,9.5,9.5,500
PGN,20200117,10.3,10.3,10.3,10.3,27300
PGS,20200117,26.8,28.2,26.8,28.2,240
PHP,20200117,9.3,9.3,9,9,1100
PIC,20200117,10,10,10,10,862
PLC,20200117,10.8,11.1,10.8,11,25000
PMS,20200117,12.2,12.2,12.2,12.2,100
PPP,20200117,17.9,17.9,17.9,17.9,100
PSC,20200117,17.4,17.4,17.4,17.4,100
PSD,20200117,13.7,13.7,13.7,13.7,100
PV2,20200117,2.8,2.8,2.8,2.8,700
PVB,20200117,17.7,17.7,17.5,17.6,25400
PVC,20200117,6.7,6.7,6.4,6.5,35418
PVG,20200117,7.9,7.9,7.7,7.9,7600
PVI,20200117,32.1,32.2,31.7,31.7,113610
PVL,20200117,1.5,1.5,1.5,1.5,19800
PVS,20200117,18.1,18.1,17.8,17.9,1208604
PVX,20200117,1.1,1.1,1,1.1,104710
SCI,20200117,10.8,11.7,10,10.7,95430
SD2,20200117,6,6,6,6,9500
SD5,20200117,5.2,5.2,4.8,5.1,7400
SD6,20200117,2.5,2.6,2.5,2.6,1100
SD9,20200117,5.6,5.8,5.6,5.8,5532
SEB,20200117,35.7,35.7,35.7,35.7,40
SHB,20200117,7.5,7.7,7.3,7.3,5603239
SHE,20200117,14.6,14.6,13.8,14.5,1100
SHN,20200117,8.9,8.9,8.9,8.9,500
SHS,20200117,7.6,7.6,7.4,7.5,262030
SIC,20200117,10.4,10.4,10.4,10.4,302
SJC,20200117,1.1,1.2,1,1.2,2300
SLS,20200117,41.5,42.5,41.5,42.5,4830
