<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FUCTVGF2,20200407,9.63,9.63,9.63,9.63,10
FUCVREIT,20200407,6.86,6.86,6.86,6.86,60
VOS,20200407,1.34,1.35,1.31,1.35,49620
VPB,20200407,19,19.45,18.65,19.45,4306110
VPD,20200407,13.2,13.8,13.2,13.8,2490
VPG,20200407,23.2,23.5,23,23,29370
VPH,20200407,3.9,3.9,3.58,3.8,19960
VPI,20200407,41.3,42.05,41,41.8,518930
VPS,20200407,11.7,11.9,11.4,11.9,3810
VRC,20200407,5.1,5.1,4.7,4.96,84580
VRE,20200407,21.5,22.3,21.1,22.3,3715760
VSC,20200407,21.5,21.7,21.45,21.55,96820
VSH,20200407,18.2,18.85,17.25,17.25,6450
VSI,20200407,19.85,21.2,19.85,21.2,660
VTB,20200407,10.75,11.35,10.7,10.7,320
VTO,20200407,6.35,6.59,6.26,6.36,12840
YBM,20200407,3.4,3.57,3.4,3.48,3810
YEG,20200407,52.8,52.8,50,51.8,24320
VCB,20200407,68,69,66.8,68.2,1773570
VCF,20200407,213.9,213.9,210,210,180
VCI,20200407,15.85,15.85,15,15.7,230520
VDP,20200407,31.2,32,31.2,32,3110
VFG,20200407,38.5,39.2,38.5,38.5,40
VGC,20200407,16.2,16.2,15.4,15.7,430610
VHC,20200407,25,25.1,23.9,25.1,783940
VHM,20200407,65.5,66,62.1,66,902670
VIC,20200407,97.6,100.9,93,97.3,2855700
VID,20200407,3.91,3.91,3.91,3.91,30
VIP,20200407,4.1,4.13,4.05,4.05,46490
VIS,20200407,20.5,22,20.5,22,370
VJC,20200407,100,100,97.2,99,264000
VMD,20200407,20.5,20.5,20.5,20.5,500
VND,20200407,11.4,11.4,10.95,11.3,772910
VNE,20200407,3.57,3.72,3.5,3.65,453660
VNG,20200407,13.2,13.3,13.1,13.3,282250
VNL,20200407,13.25,13.3,13.25,13.3,5670
VNM,20200407,96.5,99,95.8,98.5,2273090
VNS,20200407,8.42,8.63,8.26,8.59,1430
TPC,20200407,7.03,7.51,6.6,7.51,2930
TRA,20200407,55.7,55.7,52.4,53,8830
TRC,20200407,22.8,23,22.2,22.8,1940
TS4,20200407,2.6,2.65,2.5,2.6,6210
TSC,20200407,2.1,2.16,2.05,2.05,414480
TTB,20200407,2.58,2.58,2.41,2.5,265260
TTF,20200407,2.08,2.09,1.95,1.98,308660
TV2,20200407,55,55.4,52.2,52.7,70480
TVB,20200407,17.4,18.15,17.35,18.1,562460
TVS,20200407,10.8,10.8,10.7,10.8,1330
TVT,20200407,20.35,20.35,20,20,4310
TYA,20200407,11.7,12.3,11.6,12,22650
UDC,20200407,3,3,2.81,3,22050
UIC,20200407,33,34.5,33,34.5,9840
TEG,20200407,3.07,3.1,3.07,3.1,100
TGG,20200407,0.89,0.94,0.86,0.92,164630
THG,20200407,42.7,42.9,42.5,42.5,60
THI,20200407,30,30,28.5,28.5,510
TIP,20200407,15.4,15.5,14.75,15.1,9880
TIX,20200407,30,30,30,30,100
TLD,20200407,4.4,4.54,4.4,4.45,157490
TLG,20200407,30,30.2,29.1,29.5,108200
TLH,20200407,2.68,2.68,2.5,2.53,27090
TMP,20200407,32.3,32.3,32.3,32.3,3020
TMS,20200407,23.2,24.6,23.2,24.6,1630
TMT,20200407,4.9,4.9,4.9,4.9,10
TN1,20200407,62,62.5,62,62.5,710
TNA,20200407,14.3,14.3,13.45,13.45,65050
TNC,20200407,13.5,15.35,13.5,15.35,510
TNI,20200407,10.2,10.35,10.15,10.3,473390
TNT,20200407,1.53,1.53,1.44,1.46,42070
TPB,20200407,17.5,17.5,16.9,17.5,200320
STB,20200407,9.4,9.4,9.01,9.18,17284520
STG,20200407,15,15.9,14.9,14.9,30
STK,20200407,15.35,15.4,15.1,15.35,166820
SVC,20200407,46,48.5,46,48.5,30820
SVI,20200407,55.6,55.6,55,55.6,670
SVT,20200407,7.67,7.67,7.67,7.67,140
SZC,20200407,14.3,14.3,13.85,13.9,76750
SZL,20200407,29.2,31.6,29.2,30.9,14150
TAC,20200407,24.2,24.25,24,24.25,4060
