<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200812,5.8,5.8,5.4,5.6,379639
ACB,20200812,25.8,25.9,25.2,25.4,6091725
ACM,20200812,0.7,0.7,0.6,0.6,255720
ADC,20200812,13.5,13.5,13.5,13.5,26100
AMV,20200812,14.9,15,14.7,14.8,349070
API,20200812,9.2,9.2,9.2,9.2,3500
APP,20200812,3.2,3.2,3.2,3.2,200
APS,20200812,2.3,2.3,2.3,2.3,10001
ART,20200812,2.2,2.3,2.2,2.3,355351
BAX,20200812,45,48.4,45,48.2,4920
BCC,20200812,6.5,6.8,6.5,6.7,33202
BII,20200812,0.7,0.7,0.6,0.7,97060
BPC,20200812,8.7,10.5,8.7,10.5,200
BST,20200812,13.1,14.9,13.1,13.1,400
BTS,20200812,4.4,4.5,4.4,4.4,4000
BVS,20200812,9.6,9.8,9.6,9.8,286040
C69,20200812,5.7,6.1,5.7,6.1,154732
CAN,20200812,25.3,25.3,25.3,25.3,140
CAP,20200812,30,30.1,29.8,30,6780
CDN,20200812,21,21,19.5,20.9,10500
CEO,20200812,7,7,6.8,6.9,1085130
CET,20200812,3.5,3.5,3.5,3.5,1054
CIA,20200812,10.1,10.2,10,10,11000
CLH,20200812,14.9,14.9,14.1,14.1,400
CMC,20200812,4,4.1,4,4.1,600
CMS,20200812,3.1,3.5,3,3.5,70000
CPC,20200812,16,16.1,16,16,2200
CSC,20200812,23,23.5,23,23.5,1700
CTP,20200812,2.3,2.3,2.2,2.3,31420
CTX,20200812,9,9,9,9,188
CVN,20200812,12,12.3,11.8,12,49100
DAE,20200812,14.1,14.1,14.1,14.1,200
DBT,20200812,11.8,11.8,11.8,11.8,1700
DC2,20200812,7.1,7.1,7.1,7.1,100
DDG,20200812,27.3,27.4,27,27.4,79100
DHT,20200812,53,55,52.5,54.5,51953
DNC,20200812,49,49,49,49,1000
DNM,20200812,54.7,56.2,52.5,53,71903
DNP,20200812,18.5,18.5,18.5,18.5,100
DP3,20200812,71,71,70,70,200
DS3,20200812,3.4,3.4,3.3,3.3,33200
DST,20200812,6.2,6.6,6,6.2,185273
DTD,20200812,18.8,18.8,17.7,18.4,344985
DXP,20200812,10,10,10,10,100
DZM,20200812,3.2,3.4,3.2,3.2,21138
EBS,20200812,7.3,7.3,7.3,7.3,200
EID,20200812,10.9,11.1,10.9,10.9,19800
EVS,20200812,7.4,7.4,7.4,7.4,500
FID,20200812,1,1,1,1,200
GKM,20200812,16.8,17.2,16.8,17,163700
HAD,20200812,12.4,12.4,12.3,12.3,1100
HAT,20200812,22,22,20.9,21.6,7020
HBS,20200812,1.9,1.9,1.9,1.9,2600
HCC,20200812,11.9,11.9,11.8,11.8,9000
HCT,20200812,9.4,9.4,9.4,9.4,100
HDA,20200812,7.5,7.6,7.4,7.5,35000
HHG,20200812,1.1,1.1,1.1,1.1,5000
HHP,20200812,11.1,11.1,10.9,11,156300
HJS,20200812,29,29.5,29,29.5,25100
HLD,20200812,19.9,20,19.9,20,3820
HMH,20200812,9,9,9,9,100
HOM,20200812,2.8,2.9,2.8,2.9,9800
HUT,20200812,2.2,2.3,2.1,2.3,1603636
HVT,20200812,31,31,31,31,12000
ICG,20200812,6.2,6.2,6.1,6.1,600
IDC,20200812,19.8,19.8,19.1,19.8,6100
IDJ,20200812,14.5,14.5,14.1,14.1,218260
IDV,20200812,47.5,48.5,47.1,48.5,20303
INN,20200812,23,23.9,23,23.8,5300
ITQ,20200812,2.2,2.2,2.2,2.2,17500
IVS,20200812,5.5,5.9,5.4,5.5,7300
KLF,20200812,1.7,1.8,1.6,1.7,2328486
KSD,20200812,4.4,4.4,4.4,4.4,800
KSQ,20200812,1.4,1.4,1.3,1.4,37300
KTS,20200812,9.5,9.5,9,9,900
KVC,20200812,1.1,1.1,1,1.1,31300
L14,20200812,65.1,66,65,65.9,59008
L43,20200812,2.5,2.5,2.5,2.5,1000
LAS,20200812,5.5,5.5,5.5,5.5,63740
LDP,20200812,13.4,13.4,13.4,13.4,640
LHC,20200812,90,91,88,89.9,20030
LIG,20200812,3,3,3,3,35900
LM7,20200812,2.5,2.5,2.5,2.5,3100
LO5,20200812,1.8,1.9,1.8,1.9,300
LUT,20200812,1.7,1.8,1.7,1.8,200
MAC,20200812,4.9,4.9,4.9,4.9,100
MAS,20200812,31,31,30.7,30.7,710
MBG,20200812,5.4,5.8,5.4,5.8,4278889
MBS,20200812,8.9,9,8.9,9,98200
MCC,20200812,13.8,13.8,12.6,12.6,42200
MCF,20200812,9,9.1,9,9,1744
MDC,20200812,9,9.5,9,9.5,6100
MED,20200812,39.1,39.1,39.1,39.1,2
MPT,20200812,1.9,1.9,1.9,1.9,256209
MST,20200812,2.7,2.8,2.7,2.8,256500
NAG,20200812,4.7,4.7,4.6,4.7,800
NBC,20200812,5.7,5.7,5.7,5.7,1500
NBP,20200812,13.2,13.2,13.2,13.2,10
NBW,20200812,22.2,22.2,22.2,22.2,100
NDN,20200812,15.1,15.1,14.7,15,244080
NDX,20200812,13.1,13.3,13.1,13.1,31400
NET,20200812,54,55,54,55,1731
NHA,20200812,9.4,10.2,9.4,10.2,177121
NHP,20200812,0.6,0.7,0.6,0.6,42900
NRC,20200812,14.2,14.5,13.9,14.3,108820
NSH,20200812,1.4,1.4,1.3,1.3,6000
NST,20200812,11.9,12,11.9,12,619
NTH,20200812,29.5,29.5,28.7,28.8,1100
NTP,20200812,29.2,29.2,28.9,29,4112
NVB,20200812,8.6,8.7,8.4,8.6,3166415
OCH,20200812,8,8,8,8,100
PBP,20200812,6.4,6.4,6,6.3,5800
PCE,20200812,14.5,14.5,14.5,14.5,2300
PCT,20200812,5,5,5,5,10600
PDB,20200812,6.6,6.6,6.6,6.6,4800
PGN,20200812,14.5,14.7,14.2,14.4,135100
PGS,20200812,13.8,13.8,13.7,13.8,7400
PGT,20200812,4.3,5,4.3,5,300
PHP,20200812,9.9,9.9,9.7,9.7,2990
PIA,20200812,26.9,26.9,26.9,26.9,100
PIC,20200812,8.3,8.3,8.3,8.3,2
PJC,20200812,21.2,23,21.2,23,200
PLC,20200812,17.2,18.2,16.9,18,864444
PMS,20200812,13,14.3,13,14.3,3100
PPP,20200812,13.1,13.1,12.7,12.8,3800
PPS,20200812,7,7,7,7,6300
PSD,20200812,9.3,9.3,9.2,9.3,33900
PSI,20200812,3.2,3.2,3.2,3.2,500
PTS,20200812,5.2,5.2,5.1,5.1,800
PVB,20200812,16.1,16.3,16,16.3,252139
PVC,20200812,5.4,5.4,5.3,5.4,75030
PVG,20200812,7,7,7,7,1000
PVI,20200812,31.5,31.5,29.7,31.2,44407
PVL,20200812,1.1,1.2,1.1,1.1,14500
PVS,20200812,12.2,12.5,12,12.4,3787351
QNC,20200812,6.6,6.6,6.6,6.6,29338
S55,20200812,23,24,23,23.3,12336
S99,20200812,19.2,19.6,18.7,18.8,352207
SAF,20200812,47.1,47.1,47.1,47.1,400
SCI,20200812,44.6,46,43.5,44.6,84900
SD2,20200812,6.5,6.5,6.5,6.5,100
SD5,20200812,4.6,4.7,4.6,4.6,6200
SD6,20200812,2.2,2.3,2.2,2.3,77600
SD9,20200812,5.7,5.7,5.2,5.5,32800
SDA,20200812,4.6,4.6,4.6,4.6,1309
SDT,20200812,3.4,3.5,3.4,3.5,51471
SED,20200812,14.1,14.1,14,14,3000
SGD,20200812,9.2,9.6,9.2,9.6,1400
SHB,20200812,12.5,12.7,12.4,12.6,1479341
SHE,20200812,20.9,20.9,19.5,19.6,10910
SHN,20200812,8.9,9.3,8.6,8.9,25466
SHS,20200812,10.7,10.9,10.5,10.6,1744070
SIC,20200812,10,10,10,10,1296
SJE,20200812,18.7,18.7,18.6,18.6,46600
