<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200513,10.5,10.5,10.5,10.5,6900
ABI,20200513,26.7,28.9,26.4,28.2,115830
ACV,20200513,59.7,60,58.3,59.1,510836
ADG,20200513,106,107,105.6,106.4,20700
ADP,20200513,18,18,18,18,1300
AFX,20200513,4.4,4.4,4.3,4.4,8800
AGP,20200513,17,17,17,17,800
AGX,20200513,24.9,24.9,24.9,24.9,500
AMS,20200513,6.7,6.7,6.7,6.7,100
ANT,20200513,10.4,10.4,10.4,10.4,10000
APF,20200513,25.9,27,25.9,27,17820
ATB,20200513,0.5,0.5,0.5,0.5,204100
BAB,20200513,18.2,18.2,18.2,18.2,2600
BAL,20200513,8.3,8.3,8.3,8.3,100
BBT,20200513,17.5,18,17.5,18,2800
BCM,20200513,23.8,23.9,22.5,23.9,45220
BDG,20200513,32.9,32.9,30,32.1,5500
BDT,20200513,17.9,19.8,17.4,18.1,33017
BEL,20200513,11,11,11,11,500
BHK,20200513,13.4,13.4,13.4,13.4,100
BKH,20200513,38.5,38.5,38.5,38.5,1000
BLI,20200513,8.2,8.2,8.2,8.2,100
BMF,20200513,17.9,17.9,17.9,17.9,310
BMG,20200513,28.5,28.5,28.5,28.5,8
BMS,20200513,3.2,3.8,3.2,3.8,800
BOT,20200513,53.9,53.9,53.1,53.6,28800
BRR,20200513,8.5,8.5,8,8,1200
BSA,20200513,14.5,14.5,14.5,14.5,34600
BSG,20200513,9.9,9.9,9.9,9.9,58400
BSL,20200513,10,10,10,10,500
BSP,20200513,16,16,16,16,915
BSR,20200513,6.4,6.5,6.2,6.4,5364068
BTD,20200513,16.9,17.4,16.9,17.4,7100
BTN,20200513,2.9,2.9,2.9,2.9,400
BTV,20200513,19,19,19,19,100
BVG,20200513,1.3,1.3,1.3,1.3,54600
BWS,20200513,38.5,38.5,37.5,37.6,1100
C21,20200513,22,22,22,22,52
C4G,20200513,7,7.1,6.8,7,650793
CAT,20200513,9.2,10.4,9.2,10.4,34500
CC1,20200513,13.3,13.3,13.3,13.3,1
CCA,20200513,9.5,9.5,9.5,9.5,5010
CCM,20200513,20,23,20,23,765
CCR,20200513,12.8,12.8,12.7,12.7,3700
CDO,20200513,0.8,0.9,0.8,0.8,33700
CEN,20200513,4.9,5,4.8,5,8700
CGV,20200513,2.9,2.9,2.9,2.9,1000
CHS,20200513,7.9,7.9,7.9,7.9,1000
CI5,20200513,2.9,3.1,2.9,3,1700
CID,20200513,5.2,5.2,5.2,5.2,100
CKA,20200513,18.6,18.6,18.6,18.6,100
CLX,20200513,11.5,11.5,11.2,11.2,2000
CMT,20200513,6.2,6.2,6.2,6.2,450
CQT,20200513,2.8,3,2.8,3,2600
CT3,20200513,13.9,13.9,13.9,13.9,100
CTR,20200513,42.1,42.7,41.8,42.3,280868
DAR,20200513,10.5,10.5,10.5,10.5,200
DAS,20200513,9.7,9.7,9.7,9.7,123
DCD,20200513,10.5,10.5,10.5,10.5,1000
DCR,20200513,2.2,2.2,2.1,2.1,1100
DDV,20200513,5.8,5.8,5.8,5.8,3100
DFC,20200513,18.8,18.8,18.8,18.8,100
DHD,20200513,27,27,27,27,100
DHN,20200513,10.5,10.5,10.5,10.5,100
DNE,20200513,8.5,9.6,8.5,9.6,200
DNR,20200513,12,12,12,12,2000
DNW,20200513,15.6,17,15.6,17,300
DP1,20200513,12.7,12.7,12.7,12.7,200
DRI,20200513,4,4.1,4,4.1,239100
DSC,20200513,5.5,5.5,5.5,5.5,600
DSS,20200513,8.9,8.9,8.9,8.9,1500
DTG,20200513,14,14.5,14,14.5,1300
DVC,20200513,10,10,10,10,100
DVN,20200513,11,11.9,10.9,11.4,306500
EME,20200513,74,74,74,74,100
EVF,20200513,7.2,7.3,7.1,7.2,85558
FOC,20200513,125.2,125.2,125.2,125.2,3
FOX,20200513,47.5,48.5,47.4,48.5,31650
