<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAS,20200723,17.5,17.5,17.5,17.5,88000
ABC,20200723,11,11,10.6,10.6,18806
ABI,20200723,33.7,34.2,33.7,33.8,71300
ACV,20200723,57.6,57.9,56,57.5,117635
ADG,20200723,52.6,52.6,50.9,50.9,15470
ADP,20200723,17.5,17.5,17.4,17.5,2600
AFX,20200723,5.9,6,5.6,5.8,122410
AGP,20200723,16,16.7,16,16.7,1200
AMS,20200723,8,8,8,8,1000
APF,20200723,30,32,29,32,3870
ATB,20200723,0.6,0.6,0.6,0.6,16200
AVC,20200723,25,25,25,25,100
BAB,20200723,18.2,18.2,18,18.2,2100
BBM,20200723,12.4,12.4,12.4,12.4,100
BBT,20200723,18,18,18,18,20
BCM,20200723,26.3,26.6,26.2,26.6,9435
BDG,20200723,28.1,28.1,28,28,700
BDT,20200723,17.4,17.4,17,17.1,12900
BGW,20200723,19.5,19.5,19.5,19.5,100
BLI,20200723,6.4,7.3,6.4,7.3,1800
BOT,20200723,51.5,51.6,51.3,51.6,66000
BRR,20200723,9.2,9.2,9.2,9.2,1000
BSA,20200723,11.4,11.4,11.4,11.4,10000
BSL,20200723,10,10,9.7,9.7,900
BSQ,20200723,21,21,21,21,500
BSR,20200723,6.7,6.9,6.7,6.9,1446620
BTB,20200723,4.6,4.6,4.4,4.4,3200
BTD,20200723,22,22,22,22,2000
BTN,20200723,2.8,2.8,2.5,2.5,5700
BVB,20200723,12.5,13.2,12,12.4,406701
BVG,20200723,1.3,1.3,1.3,1.3,500
C21,20200723,22.4,22.4,22.4,22.4,100
C4G,20200723,8.1,8.1,7.9,8.1,573012
CAT,20200723,10.2,10.2,10.2,10.2,3700
CCR,20200723,12.7,12.9,12.7,12.9,200
CDO,20200723,0.8,0.8,0.8,0.8,40
CEN,20200723,5.8,5.8,5.7,5.7,2300
CHS,20200723,8.6,8.6,8.6,8.6,1200
CKA,20200723,18.5,18.5,18.5,18.5,200
CKD,20200723,19,19,19,19,400
CLX,20200723,12.3,12.3,12.3,12.3,2000
CMF,20200723,161,161,161,161,10
CMT,20200723,6.5,6.5,6.5,6.5,2000
CNC,20200723,17.2,17.2,17,17,400
CPW,20200723,2,2,2,2,2600
CTR,20200723,48.7,48.7,46.5,48.6,446437
DAR,20200723,11.8,11.8,11.8,11.8,100
DC1,20200723,12,12,12,12,100
DCF,20200723,10.5,10.6,10.5,10.5,13000
DDN,20200723,11,11,11,11,28
DDV,20200723,6,6,6,6,100
DFC,20200723,28.8,28.8,28.8,28.8,400
DGT,20200723,65,65,65,65,2
DID,20200723,4.1,4.1,4.1,4.1,200
DNE,20200723,9.6,9.6,9.6,9.6,100
DNW,20200723,17.1,17.6,17.1,17.5,1100
DOP,20200723,10.4,10.4,10.4,10.4,500
DRI,20200723,3.9,3.9,3.7,3.8,190200
DSP,20200723,10.3,10.3,10,10,600
DTC,20200723,10,11.6,10,11.6,500
DTK,20200723,7.8,7.8,7.8,7.8,115000
DTP,20200723,41,41.5,41,41.5,200
DVN,20200723,11.6,11.6,11.4,11.5,203520
EIN,20200723,3.7,3.7,3.7,3.7,1900
EME,20200723,44.4,100,44.4,65,500
EVF,20200723,6.6,6.6,6.5,6.6,51352
FHS,20200723,32,32,32,32,4000
FOC,20200723,119.2,119.3,119.2,119.3,300
FOX,20200723,48.3,48.3,48.3,48.3,5600
G36,20200723,5.3,5.4,5.1,5.4,368300
GHC,20200723,33.5,33.5,33.5,33.5,1100
GND,20200723,25,25,25,25,200
GVT,20200723,29.5,29.5,29,29.5,1200
HAC,20200723,5,5,5,5,1500
HC3,20200723,25.1,25.1,25,25,9000
HCB,20200723,17.7,17.7,17.7,17.7,1600
HEC,20200723,42.1,42.3,42.1,42.3,200
HNA,20200723,10.4,10.4,10.4,10.4,1000
HND,20200723,19,19,18.6,19,89315
HNI,20200723,30.2,30.2,30.2,30.2,100
HPB,20200723,25.7,25.7,25.7,25.7,10
HPP,20200723,37,37,37,37,5700
HRB,20200723,32.9,32.9,32.9,32.9,2
HRT,20200723,3.2,3.2,3.2,3.2,300
HTE,20200723,5.2,6,5.2,6,7100
HTG,20200723,17.7,17.7,17,17.2,3500
HTM,20200723,12,12,11.7,12,2100
HTR,20200723,10,10,10,10,100
HU4,20200723,6.7,6.7,6.7,6.7,8200
HU6,20200723,7.1,7.1,7.1,7.1,100
HUG,20200723,43.7,43.7,40,40,800
HWS,20200723,11.5,11.5,11.5,11.5,30000
ICC,20200723,33.3,33.3,33.3,33.3,100
ILA,20200723,2.4,2.4,2.4,2.4,100
ILS,20200723,11.1,11.1,11.1,11.1,200
ITS,20200723,3.3,3.3,3.3,3.3,100
KDF,20200723,32.4,32.4,31.4,31.5,49900
KHD,20200723,8.2,8.2,8.2,8.2,300
KLB,20200723,10.2,10.5,10.2,10.5,300
KTL,20200723,22.4,22.4,21,21,1000
LKW,20200723,21.5,26.6,21.5,26.6,400
LLM,20200723,14.1,15.9,14.1,15.9,1100
LMC,20200723,17,17,17,17,5000
LPB,20200723,9.1,9.1,8.9,9.1,3484035
LTG,20200723,19.7,19.8,19.4,19.6,61360
M10,20200723,17.6,17.6,17.6,17.6,4500
MCH,20200723,71.5,71.8,71.3,71.3,11549
MCT,20200723,10,10,10,10,39975
MEC,20200723,1.5,1.5,1.5,1.5,12000
MFS,20200723,23.1,23.1,23,23.1,8950
MH3,20200723,44,44,43.5,43.5,5900
MIG,20200723,9.9,9.9,9.7,9.9,16400
MLS,20200723,24.8,25.5,22,25.4,170600
MML,20200723,46.5,46.5,46,46,3000
MNB,20200723,23.9,23.9,23.8,23.8,2200
MPC,20200723,27,27.2,26.7,27.2,74080
MQN,20200723,46,46,45,45.8,685
MSR,20200723,15.2,15.2,15.1,15.1,35741
MTA,20200723,4.9,5.4,4.9,5.4,4400
MVB,20200723,9.9,9.9,9.9,9.9,200
NAS,20200723,34.9,34.9,34.9,34.9,10
NBR,20200723,9,9,9,9,70
NCP,20200723,10,10,10,10,35500
NCS,20200723,19,19,18.5,19,6700
NED,20200723,9.6,9.6,9.3,9.4,9900
NHT,20200723,24.3,24.5,24,24,3400
NNG,20200723,9.8,10,9.8,9.8,39600
NS2,20200723,11,11,11,11,700
NS3,20200723,21,21,21,21,100
NSG,20200723,9,9,9,9,20000
NTC,20200723,196.7,199,196.7,198.5,28058
NTW,20200723,16.2,16.2,16.2,16.2,500
NUE,20200723,7.7,7.7,7.5,7.5,1100
OIL,20200723,7.9,8,7.8,7.9,156892
ORS,20200723,7.4,7.4,7.3,7.4,2300
PBC,20200723,19.9,19.9,19.9,19.9,100
PBT,20200723,7.5,7.5,7.4,7.4,500
PDT,20200723,8.1,8.1,8.1,8.1,100
PDV,20200723,2.7,3,2.7,3,1100
PFL,20200723,0.8,0.8,0.7,0.7,8700
PMJ,20200723,17.8,17.8,17.8,17.8,502
POB,20200723,7.4,7.4,7.4,7.4,100
POS,20200723,8.2,8.2,8.2,8.2,100
PPH,20200723,13.9,13.9,13.9,13.9,220
PPI,20200723,0.5,0.7,0.5,0.6,237653
PRT,20200723,11.7,11.7,11.7,11.7,100
PSB,20200723,6.2,6.2,6.2,6.2,1000
PSL,20200723,26,26,26,26,2830
PSP,20200723,5,5,5,5,4400
PTP,20200723,11,11,11,11,1400
PTT,20200723,4,4,4,4,4300
PVM,20200723,10.5,10.5,10.5,10.5,800
PVO,20200723,2.8,2.8,2.8,2.8,10500
PVP,20200723,7.3,7.3,7.2,7.2,11240
PVV,20200723,0.5,0.7,0.5,0.7,69800
PWA,20200723,8.7,8.7,8.5,8.6,43400
PXL,20200723,9.9,10.1,9.9,10.1,62400
PYU,20200723,6.6,6.6,6.6,6.6,7800
QNS,20200723,31.1,31.7,30.9,31.3,205741
QTP,20200723,11.5,11.5,11.3,11.5,20900
RGC,20200723,5.2,5.2,5.2,5.2,10100
SAS,20200723,25.2,25.2,25.2,25.2,2300
SBS,20200723,1.2,1.2,1.1,1.2,449400
SCJ,20200723,1.9,1.9,1.9,1.9,12010
SCL,20200723,4.8,4.8,4.8,4.8,100
SDD,20200723,2.4,2.4,2.2,2.4,100
SDP,20200723,1.3,1.3,1.2,1.2,9000
SEA,20200723,24.9,24.9,24,24,11000
SEP,20200723,15,15.3,15,15.3,500
SGP,20200723,6.4,6.4,6.4,6.4,5800
SID,20200723,8.9,8.9,8.9,8.9,600
SIG,20200723,2.6,2.6,2.6,2.6,100
SIP,20200723,83.3,84.4,82.9,83.2,13700
SJM,20200723,2,2,2,2,220
SKH,20200723,19.2,19.3,19,19,6210
SKV,20200723,21.5,21.7,21.5,21.5,45240
SNZ,20200723,25.2,25.2,24.6,25.1,10950
SPB,20200723,12.1,12.1,12.1,12.1,100
SRB,20200723,0.8,0.8,0.8,0.8,500
SSN,20200723,3.7,3.7,3.5,3.7,8300
STH,20200723,23,23,22.9,22.9,19100
SWC,20200723,12.5,12.5,12.2,12.2,1800
SZE,20200723,9.4,9.7,9.4,9.7,610
TCW,20200723,18.9,18.9,18.9,18.9,15600
TDS,20200723,11.4,11.4,11.4,11.4,600
TEL,20200723,5.9,5.9,5.9,5.9,100
TID,20200723,15.4,15.4,15.4,15.4,100
TLP,20200723,8,8,8,8,100
TLT,20200723,9.5,9.5,9.5,9.5,300
TND,20200723,8.1,8.1,8,8.1,31901
TNW,20200723,10,10,10,10,100
TPS,20200723,35,35,35,35,100
TSJ,20200723,20.8,20.8,15.7,15.7,2100
TTD,20200723,56,57.5,48.2,48.6,14000
TTG,20200723,4.6,4.6,4.6,4.6,1000
TTN,20200723,8.4,8.4,8.1,8.1,18900
TVN,20200723,5.7,5.8,5.6,5.7,34800
