<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VRC,20200221,7.85,8.08,7.12,7.5,633870
VRE,20200221,30.7,30.9,30.7,30.7,697440
VSC,20200221,25.2,25.5,25.15,25.3,88750
VSH,20200221,21.6,21.6,21.6,21.6,3300
VTB,20200221,12.85,12.85,12.1,12.1,380
VTO,20200221,7.65,7.65,7.6,7.61,1360
YBM,20200221,3.99,3.99,3.92,3.92,1750
YEG,20200221,50.3,50.5,49.1,50.2,80000
VNM,20200221,107.5,109.4,107.5,108.5,1484500
VNS,20200221,10.95,11.2,10.85,11.05,42900
VOS,20200221,1.65,1.78,1.62,1.67,317920
VPB,20200221,28.5,29.3,28.2,28.8,4755490
VPG,20200221,22.4,22.9,22.4,22.8,113380
VPH,20200221,4.09,4.09,3.83,4.01,44230
VPI,20200221,42.3,42.45,41.65,41.95,986640
VPS,20200221,10,10,10,10,1000
VND,20200221,13.9,14.05,13.8,14.05,328310
VNE,20200221,3.53,3.68,3.53,3.65,84370
VNG,20200221,18.2,18.2,17.85,17.9,270450
VNL,20200221,16.95,16.95,16.95,16.95,10
VCF,20200221,195.7,195.7,190,190,250
VCI,20200221,28,28.35,27.65,28,128730
VDP,20200221,31,31.8,31,31.8,40
VFG,20200221,41,41,40.5,40.5,10000
VGC,20200221,18.15,18.5,18.15,18.5,301110
VHC,20200221,34.45,35.5,34.45,35.2,270810
VHM,20200221,86.5,86.9,86,86.1,184170
VIC,20200221,108.6,110,107.8,109.9,309060
VID,20200221,4.3,4.3,4.1,4.1,110
VIP,20200221,5.2,5.27,5.1,5.15,52280
VIS,20200221,23.8,23.8,23.5,23.5,500
VJC,20200221,128.5,128.8,128.4,128.6,371740
TTF,20200221,2.94,2.94,2.84,2.85,458430
TV2,20200221,72,73.3,71.5,72.5,4280
TVB,20200221,20,20,19,19,75250
TVS,20200221,11.85,12.25,11.8,11.8,34720
TVT,20200221,24.85,25,24,24.9,4820
