<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200122,8.4,8.5,8.3,8.4,93235
ACB,20200122,24.6,24.6,24.3,24.5,1574379
ACM,20200122,0.6,0.6,0.5,0.6,342300
AMV,20200122,19.2,19.2,17.5,18.8,125710
API,20200122,13.4,13.4,13,13,200
APP,20200122,6.2,6.2,6.2,6.2,100
APS,20200122,1.8,1.8,1.8,1.8,18700
ART,20200122,2.5,2.7,2.5,2.6,2387880
BCC,20200122,6.9,7.1,6.9,7.1,45825
BII,20200122,0.8,0.9,0.7,0.9,734200
BTS,20200122,4.3,4.3,4.3,4.3,100
BTW,20200122,52.5,52.5,52.5,52.5,100
BVS,20200122,10,10.9,10,10.9,24050
BXH,20200122,12.5,12.6,12.5,12.6,10200
C69,20200122,5.5,5.6,5.4,5.6,54250
CAP,20200122,30.7,30.9,30.7,30.9,729
CEO,20200122,9.1,9.3,9,9.1,351360
CET,20200122,3.3,3.4,3.3,3.4,610
CIA,20200122,14.1,14.3,14,14.1,4830
CKV,20200122,16,17.7,16,17.7,500
CLH,20200122,12.7,12.7,12.7,12.7,5000
CMS,20200122,3,3,3,3,1000
CPC,20200122,22.2,22.2,22.2,22.2,500
CSC,20200122,30.3,33.3,30.3,33.3,64400
CTB,20200122,31.3,31.3,31.3,31.3,200
CTP,20200122,3.9,3.9,3.7,3.9,3300
CTX,20200122,12,12,12,12,8000
CVN,20200122,11.2,11.2,11.2,11.2,100
D11,20200122,19,19,19,19,100
DAE,20200122,17.5,17.5,17.5,17.5,800
DC2,20200122,5.2,5.2,5.2,5.2,1000
DC4,20200122,13.1,14,13.1,14,700
DDG,20200122,26.1,26.6,26,26.6,81300
DGC,20200122,24.9,25.2,24.9,25.2,15290
DHT,20200122,48,48.3,47.9,48,7800
DIH,20200122,17.8,17.8,17.8,17.8,100
DL1,20200122,30.5,30.5,30.5,30.5,100
DNP,20200122,17.9,18,17.9,18,14800
DNY,20200122,1.2,1.2,1.2,1.2,15500
DP3,20200122,74,75,74,75,14600
DPC,20200122,11.5,11.5,11.5,11.5,100
DS3,20200122,3,3.1,2.9,3.1,4900
DST,20200122,1,1,0.9,0.9,266700
DTD,20200122,10.1,10.3,9.9,10.3,86800
DZM,20200122,2.5,2.5,2.5,2.5,36
EBS,20200122,8,8,8,8,5700
EVS,20200122,8.6,8.6,8.6,8.6,100
GDW,20200122,23.8,28.9,23.8,28.9,300
GKM,20200122,15.3,15.5,15.2,15.5,219500
HAD,20200122,16.5,16.6,16,16,13300
HAT,20200122,28.5,34.7,28.5,34.7,32600
