<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
A32,20200417,27.2,27.2,22.6,22.6,700
ABC,20200417,9.5,9.6,9.4,9.4,3800
ABI,20200417,23.7,24,23.7,23.7,7900
ABR,20200417,33,35,33,35,400
ACS,20200417,8.8,8.8,8.8,8.8,100
ACV,20200417,55,56.2,54.4,56,371372
ADG,20200417,92.7,92.9,92.7,92.7,4700
AFX,20200417,4.3,4.8,4.3,4.8,128000
AGF,20200417,2.1,2.5,1.9,2.5,24610
AGP,20200417,19.3,19.3,19.3,19.3,114
ALV,20200417,1.7,1.7,1.7,1.7,1544
AMS,20200417,6.7,6.7,6.7,6.7,500
APF,20200417,24.5,27.7,24.5,27.6,45126
APT,20200417,4.6,4.6,4.6,4.6,100
ASA,20200417,1,1.1,0.9,1.1,115400
ATA,20200417,0.2,0.2,0.2,0.2,62600
ATB,20200417,0.4,0.5,0.4,0.5,31100
AVF,20200417,0.4,0.4,0.3,0.3,683310
BAB,20200417,17.9,17.9,17.9,17.9,3200
BCM,20200417,21.5,24.2,21.5,24,47010
BDF,20200417,21,21,21,21,100
BDG,20200417,32,32,29,29,4300
BDT,20200417,15.9,15.9,14.9,15.4,13300
BEL,20200417,10,10,10,10,5000
BHK,20200417,8.7,10.5,8.7,10.5,300
BHP,20200417,7.9,7.9,7.9,7.9,100
BLI,20200417,6.4,6.4,6.4,6.4,1400
BLT,20200417,15.5,15.5,15.5,15.5,3500
BMF,20200417,15.5,15.5,15.5,15.5,1500
BOT,20200417,54.7,54.8,54.6,54.7,29900
BSA,20200417,14,14,14,14,920
BSH,20200417,15,15,15,15,121
BSP,20200417,17.9,17.9,17.9,17.9,100
BSR,20200417,5.7,6.4,5.7,6.3,14305861
BTD,20200417,15.8,15.9,15.6,15.9,1800
BTN,20200417,3.2,3.2,3.2,3.2,500
BUD,20200417,5,5,5,5,100
BVG,20200417,1.3,1.3,1.2,1.2,16100
BVN,20200417,11.7,11.7,11.7,11.7,1
BWS,20200417,35,35.2,35,35.2,600
C12,20200417,2.9,2.9,2.9,2.9,3900
C21,20200417,19.9,19.9,19.9,19.9,100
C22,20200417,13.7,13.7,13.7,13.7,400
C36,20200417,10,10,10,10,10000
C4G,20200417,5.3,5.5,5.1,5.5,758498
CAD,20200417,0.3,0.4,0.3,0.4,19500
CAT,20200417,9.1,9.6,9,9.6,10200
CCA,20200417,10.5,10.9,9.5,10.9,12310
