<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200327,5,5.2,4.8,5,162300
ACB,20200327,19.7,20.1,19.5,19.7,3980631
ACM,20200327,0.6,0.6,0.5,0.5,144700
ADC,20200327,12.2,12.2,12.2,12.2,100
AME,20200327,6.7,6.7,6.7,6.7,300
AMV,20200327,12.2,12.2,11.6,11.9,339780
API,20200327,9,9.5,9,9.3,300
APS,20200327,1.9,2,1.9,2,24400
ART,20200327,2.3,2.4,2.2,2.3,3628578
BCC,20200327,5.4,5.5,5.3,5.4,180600
BII,20200327,0.7,0.7,0.5,0.6,666084
BLF,20200327,2.6,3,2.6,3,10900
BST,20200327,21.6,21.6,21.6,21.6,100
BTS,20200327,3.5,3.5,3.5,3.5,400
BVS,20200327,8.6,8.8,8.4,8.5,41676
C69,20200327,5,5,4.6,4.6,76700
CAN,20200327,21.8,21.8,21.8,21.8,100
CAP,20200327,29.1,29.2,29,29.2,4440
CEO,20200327,6.4,6.4,6,6.2,493886
CET,20200327,2.9,2.9,2.9,2.9,600
CIA,20200327,9.7,9.7,9.4,9.4,5400
CMS,20200327,2.5,2.5,2.5,2.5,5400
CSC,20200327,23,23.9,23,23.9,5600
CTP,20200327,3.2,3.2,3.2,3.2,200
CTT,20200327,8.5,8.5,8.5,8.5,2500
CTX,20200327,9,9.2,9,9.2,3200
DBT,20200327,10,10,10,10,600
DC2,20200327,5.8,6,5.8,6,6700
DDG,20200327,27.6,27.7,27.3,27.5,55900
DGC,20200327,21,21.3,20.2,21,109640
DHP,20200327,9.8,9.8,9.8,9.8,5000
DHT,20200327,44.8,44.8,42.5,42.5,4050
DID,20200327,4.9,4.9,4.9,4.9,16
DNC,20200327,57.9,57.9,57.9,57.9,100
DNM,20200327,16,18.4,16,18.4,68458
DNP,20200327,17.7,18,17.5,18,30554
DP3,20200327,65,65,62,62,230
DPC,20200327,9.5,9.5,9.5,9.5,1000
DPS,20200327,0.3,0.3,0.2,0.2,106904
DS3,20200327,3,3,2.7,2.8,9100
DST,20200327,1.2,1.2,1.2,1.2,33400
DTD,20200327,9.5,9.6,9.3,9.4,74300
DXP,20200327,9.3,9.3,9.3,9.3,200
DZM,20200327,2.3,2.6,2.3,2.3,270000
EBS,20200327,6.6,6.6,6.5,6.5,2100
EID,20200327,11,11.4,11,11.4,300
EVS,20200327,8.9,8.9,8.9,8.9,100
FID,20200327,0.9,1.1,0.9,1.1,700
GKM,20200327,15.2,15.4,15,15.2,360300
HAD,20200327,12.1,13,12.1,12.8,11660
HAT,20200327,20.5,20.5,19.3,19.3,4800
HBS,20200327,1.9,1.9,1.9,1.9,3900
HCC,20200327,9.4,9.9,9.4,9.9,1300
HCT,20200327,18.2,18.2,18.2,18.2,100
HDA,20200327,6.9,7.1,6.8,6.8,56200
HEV,20200327,13.9,13.9,13.9,13.9,100
HHG,20200327,1.1,1.1,1,1.1,64100
HHP,20200327,13.3,13.6,13.2,13.4,132150
HKB,20200327,0.7,0.7,0.6,0.6,175500
HKT,20200327,3.3,3.3,3.3,3.3,1550
HLD,20200327,16.9,16.9,16.8,16.9,2000
HOM,20200327,2.7,2.7,2.6,2.7,22700
HUT,20200327,1.5,1.6,1.5,1.5,5523508
ICG,20200327,6.2,6.2,6.1,6.1,2320
IDC,20200327,16.3,16.3,16.3,16.3,4500
IDJ,20200327,16.1,16.3,14.5,14.5,1086704
IDV,20200327,34.5,34.7,32,32,11520
INC,20200327,7.2,7.2,7.2,7.2,36
INN,20200327,26.8,26.8,23.4,23.5,26700
ITQ,20200327,2.2,2.3,2.2,2.3,126600
IVS,20200327,6.8,7.3,6.8,7.1,7500
KDM,20200327,1.9,1.9,1.8,1.9,14800
KHS,20200327,11.5,11.5,11,11,16150
KLF,20200327,1.6,1.7,1.6,1.6,5649790
KSQ,20200327,1.1,1.1,1.1,1.1,4100
KST,20200327,16,16,15.7,15.7,6900
KTS,20200327,7.5,8.8,7.5,8.8,200
KVC,20200327,0.9,0.9,0.7,0.8,326500
L14,20200327,49.1,50.5,48.5,48.6,34282
L35,20200327,8,8,8,8,30
LAS,20200327,5.4,5.4,5.4,5.4,17200
LDP,20200327,24,24,23.8,23.8,10800
LIG,20200327,2.9,2.9,2.8,2.9,10000
LO5,20200327,1.1,1.1,1.1,1.1,100
