<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200527,5,5.1,4.9,4.9,143430
ACB,20200527,23.5,23.7,22.8,22.8,6389497
ACM,20200527,0.6,0.6,0.5,0.6,163933
ADC,20200527,13.8,14.1,13.8,14.1,700
AME,20200527,6.9,6.9,6.9,6.9,300
AMV,20200527,17.5,17.6,16.8,16.8,567537
API,20200527,9.2,10,9.2,9.4,300
APP,20200527,4.4,4.4,4.4,4.4,1200
APS,20200527,2.1,2.1,2,2,17210
ART,20200527,2.8,2.8,2.7,2.7,1508978
BAX,20200527,43.1,43.1,42.5,42.5,5630
BCC,20200527,8,8.4,7.7,7.7,251332
BII,20200527,0.8,0.8,0.6,0.8,146110
BTS,20200527,4.3,4.3,4.3,4.3,16
BTW,20200527,40,40,40,40,100
BVS,20200527,9.1,9.4,9.1,9.4,147527
C69,20200527,5.7,5.7,5.6,5.6,143900
C92,20200527,7.5,7.5,7.5,7.5,100
CAN,20200527,22.1,22.1,22.1,22.1,500
CAP,20200527,28.5,29.4,28.5,29.2,11350
CDN,20200527,18.9,20,18.9,19.8,11410
CEO,20200527,7.7,7.7,7.4,7.4,768052
CET,20200527,1.7,1.8,1.7,1.8,28900
CIA,20200527,11.7,11.7,11.6,11.6,1355
CKV,20200527,15.2,15.2,15.2,15.2,300
CLH,20200527,17.9,17.9,17.2,17.2,1100
CMC,20200527,5.4,5.4,5.3,5.3,300
CMS,20200527,2.6,2.6,2.6,2.6,4455
CSC,20200527,22.4,23.7,22.4,22.9,800
CTP,20200527,3,3,3,3,32
CTX,20200527,9,9.3,9,9.3,900
CVN,20200527,10.5,11.1,10.5,11,82100
D11,20200527,21.8,23.5,19.7,23.5,26800
DAD,20200527,16.8,16.8,15,16.5,3020
DAE,20200527,14.4,14.4,14.2,14.2,1100
DBT,20200527,11,11,10.4,10.4,800
DC4,20200527,14.3,14.3,14.3,14.3,100
DDG,20200527,28,28.1,27.8,27.9,53300
DGC,20200527,33.7,36.8,33.7,35.5,450728
DHP,20200527,10.7,10.7,10.7,10.7,100
DHT,20200527,45,45.3,44.9,45,24448
DL1,20200527,11.5,11.5,11.5,11.5,105
DNM,20200527,34,34.8,34,34,18311
DNP,20200527,16,17,16,17,17178
DNY,20200527,1.7,1.7,1.7,1.7,3000
DP3,20200527,79.5,82.2,79.5,81,11120
DPC,20200527,10.3,10.3,10.3,10.3,1600
DS3,20200527,3.2,3.3,3.2,3.3,31900
DST,20200527,3.8,4.2,3.8,4.2,2962577
DTD,20200527,13,13,12.3,12.3,41980
DXP,20200527,10.3,10.3,10.3,10.3,14640
DZM,20200527,2.9,3,2.9,3,74206
EBS,20200527,7,7,7,7,72
EID,20200527,10.7,10.7,10.6,10.6,36900
EVS,20200527,7.8,8.2,7.8,8.2,2400
FID,20200527,0.9,0.9,0.9,0.9,200
GDW,20200527,31.9,31.9,31.9,31.9,329
GKM,20200527,17.6,17.7,17.5,17.7,125600
GLT,20200527,21.7,23.8,21.7,23.8,235
HAD,20200527,14.3,14.5,14.2,14.2,9703
HBE,20200527,7.5,7.5,7.5,7.5,500
HBS,20200527,1.9,1.9,1.9,1.9,7800
HCC,20200527,10.5,10.5,10.5,10.5,1200
HCT,20200527,9.8,11,9.8,10.6,310
HDA,20200527,9.2,9.3,9,9,230500
HEV,20200527,15,15,15,15,100
HGM,20200527,32.6,32.6,32.6,32.6,4500
HHG,20200527,1.1,1.2,1.1,1.1,39481
HHP,20200527,12.4,12.5,12.2,12.2,108000
HKB,20200527,0.6,0.8,0.6,0.8,137600
HLD,20200527,18.4,18.5,18.4,18.4,7505
HOM,20200527,3.3,3.3,3.2,3.3,17700
HUT,20200527,2,2.1,1.9,2,4196547
ICG,20200527,4.9,5,4.8,5,4158
IDC,20200527,18.4,18.4,17.8,17.8,17200
IDJ,20200527,15,15.3,14.2,14.2,257496
IDV,20200527,40,40.5,39.9,40,21452
INN,20200527,25.6,25.6,25.3,25.5,13508
ITQ,20200527,2.3,2.3,2.3,2.3,112200
IVS,20200527,7.6,7.6,7.1,7.1,4400
KDM,20200527,2,2,1.9,1.9,8000
KKC,20200527,5.2,5.3,5.2,5.3,3000
KLF,20200527,1.9,2,1.8,1.9,2020615
KSQ,20200527,1.3,1.3,1.2,1.3,34400
KVC,20200527,0.8,0.9,0.8,0.9,479800
L14,20200527,65,67,65,65,30070
L35,20200527,6.7,6.7,6.7,6.7,100
LAS,20200527,6.6,6.6,6.4,6.5,537417
LCS,20200527,2.2,2.2,2,2.1,15200
LHC,20200527,68,69,67,69,7200
LIG,20200527,3.2,3.2,3,3.1,190862
LM7,20200527,3.4,3.9,3.3,3.9,4400
LUT,20200527,1.9,2.1,1.9,1.9,600
MAC,20200527,4.9,4.9,4.7,4.7,60500
MAS,20200527,40.5,40.5,35.1,35.2,8630
MBG,20200527,7,7,6.3,6.3,2325097
MBS,20200527,9.9,10.4,9.9,10.4,3008521
MCF,20200527,8.5,9,8.5,9,3500
MCO,20200527,2.4,2.4,2.3,2.4,19020
MDC,20200527,6.3,6.3,6.3,6.3,890
MED,20200527,43,43,42,42,2730
MHL,20200527,4.6,4.6,4.6,4.6,300
MPT,20200527,1.3,1.3,1.2,1.2,54900
MST,20200527,2.8,2.9,2.7,2.8,809050
NAG,20200527,4.7,4.7,4.6,4.7,29100
NBC,20200527,6.2,6.3,6.1,6.2,73800
NBP,20200527,11.9,12,11.9,12,500
NBW,20200527,28.1,28.1,25.5,26.6,1300
NDN,20200527,18,18,17.6,17.7,265040
NDX,20200527,12.8,12.9,12.8,12.9,7700
NET,20200527,47.8,47.8,47.8,47.8,100
NGC,20200527,2.3,2.7,2.3,2.5,3900
NHA,20200527,10.3,10.7,10.2,10.3,23800
NHP,20200527,0.4,0.4,0.3,0.4,20600
NRC,20200527,8.5,8.7,8.5,8.5,5700
NSH,20200527,1.4,1.4,1.3,1.4,11117
NTH,20200527,28,28,28,28,500
NTP,20200527,34.8,35,34.6,34.9,249910
NVB,20200527,7.9,8.2,7.7,8.2,2889100
ONE,20200527,3.4,3.4,3.2,3.4,8655
PBP,20200527,7.4,7.4,6.7,6.9,7100
PCE,20200527,6.9,6.9,6.9,6.9,100
PCT,20200527,4.7,4.7,4.7,4.7,100
PDB,20200527,8,8,8,8,300
PGS,20200527,16.3,16.9,16.3,16.5,19600
PGT,20200527,4.2,4.2,4.2,4.2,5290
PHP,20200527,9.4,9.4,9.2,9.2,1900
PIC,20200527,9,9,9,9,1000
PJC,20200527,24.8,24.8,24.8,24.8,100
PLC,20200527,17.2,17.8,17.1,17.1,718763
PMC,20200527,49.9,50,47.2,50,4308
PMP,20200527,8.1,8.1,8.1,8.1,200
