<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200212,7,7.1,6.9,7,61430
ACB,20200212,23.8,25.7,23.8,25.6,10516207
ACM,20200212,0.7,0.7,0.5,0.6,885650
AMV,20200212,18.4,18.5,17.9,18,193430
API,20200212,17.3,20.6,17.3,20.6,400
APS,20200212,1.8,1.9,1.8,1.8,102500
ART,20200212,2.4,2.5,2.3,2.5,2759981
BAX,20200212,45.2,46.9,44,46.9,1100
BCC,20200212,6.7,6.8,6.6,6.8,119110
BII,20200212,0.8,0.8,0.7,0.7,57900
BPC,20200212,9.7,9.8,9.4,9.4,1410
BTS,20200212,4.7,4.7,4.4,4.4,1800
BVS,20200212,10.6,10.6,10,10.3,64558
C69,20200212,6.3,6.9,6.3,6.9,734700
CAN,20200212,18.2,18.2,18.2,18.2,100
CAP,20200212,29.5,30,29.5,29.7,3650
CDN,20200212,20.5,21,19.8,21,4000
CEO,20200212,8.5,8.7,8.4,8.6,314710
CIA,20200212,12.8,13,12.4,12.4,11550
CKV,20200212,12.6,12.6,12.6,12.6,100
CMS,20200212,3,3,3,3,500
CPC,20200212,19.7,21.1,19.7,21.1,1700
CSC,20200212,34.6,34.8,32,34.2,71910
CTP,20200212,3.5,3.6,3.5,3.5,3800
CTX,20200212,12,12.1,12,12.1,5400
CVN,20200212,10.3,10.3,9.7,10.2,4500
D11,20200212,16,16.9,15,15.8,2000
DAD,20200212,19.5,20.5,19.5,20.5,200
DAE,20200212,17.2,17.3,17.2,17.3,1100
DBT,20200212,11.2,11.2,11.2,11.2,10000
DC4,20200212,12.4,12.4,12.4,12.4,100
DDG,20200212,26.4,26.7,26,26.7,95668
DGC,20200212,24.2,24.9,24.2,24.8,56280
DHP,20200212,11,11.4,11,11.4,5500
DHT,20200212,48.6,49,47.5,48,32098
DIH,20200212,17.2,17.2,17.2,17.2,103
DNM,20200212,15.6,15.6,15,15.6,35267
DNP,20200212,18.2,18.5,18.2,18.5,25900
DPC,20200212,12.5,12.5,12.5,12.5,100
DS3,20200212,3.2,3.2,3.2,3.2,200
DST,20200212,0.9,0.9,0.8,0.8,99200
DTD,20200212,9.7,10.1,9.7,10.1,41300
DXP,20200212,11.5,11.5,11.5,11.5,1
DZM,20200212,2.2,2.2,1.9,2.2,10000
EBA,20200212,15.9,15.9,15.9,15.9,1000
EID,20200212,13.8,13.9,13.5,13.9,2300
EVS,20200212,8.8,8.8,8.8,8.8,100
GKM,20200212,15.5,15.9,15.5,15.9,67400
HAD,20200212,14.6,14.6,14.2,14.3,4690
HAT,20200212,26.9,26.9,26.9,26.9,100
HBS,20200212,1.9,2,1.9,1.9,2877
HCC,20200212,11,11.3,11,11.3,300
HDA,20200212,8.9,9,8.8,8.9,64000
HHG,20200212,1.3,1.3,1.3,1.3,15410
HHP,20200212,12.5,12.7,12.5,12.7,56900
