<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FUCTVGF2,20200506,9.58,9.58,9.58,9.58,30
FUCVREIT,20200506,7.4,7.4,7.4,7.4,280
VSC,20200506,26.1,27.2,25.85,27.15,288600
VSH,20200506,18.05,18.1,17.6,17.6,8800
VSI,20200506,24.35,24.35,24.25,24.25,30
VTB,20200506,10.5,10.6,10.5,10.6,900
VTO,20200506,6.93,7,6.93,7,39810
YBM,20200506,3.5,3.5,3.33,3.48,12540
YEG,20200506,52.8,54,52.8,53.5,22310
VJC,20200506,111.8,112.5,111.7,112.1,411930
VMD,20200506,21.3,21.4,21.3,21.4,30
VND,20200506,10.7,10.9,10.65,10.9,418620
VNE,20200506,4.01,4.29,4.01,4.29,476200
VNG,20200506,13.8,13.8,13.15,13.3,185210
VNL,20200506,14,14,14,14,350
VNM,20200506,100.7,101.5,99.7,101.5,1105020
VNS,20200506,9.06,9.24,9,9.2,3520
VOS,20200506,1.37,1.37,1.35,1.36,73380
VPB,20200506,20.35,20.85,20.3,20.85,2650480
VPD,20200506,14.5,14.5,14.15,14.5,710
VPG,20200506,18.7,18.7,17.4,17.95,7620
VPH,20200506,3.61,3.8,3.61,3.61,118370
VPI,20200506,42.05,42.4,42,42.1,252080
VRC,20200506,5.75,6.12,5.72,5.97,244370
VRE,20200506,23.8,25,23.55,25,5201410
UDC,20200506,2.98,3.21,2.8,3.1,27670
UIC,20200506,42,42.2,38.95,38.95,106270
VAF,20200506,4.91,4.91,4.91,4.91,10
VCB,20200506,67.3,67.7,66.5,67.6,855770
VCF,20200506,205,211.8,205,211.8,80
VCI,20200506,18.5,18.6,18.3,18.4,143670
VDP,20200506,38.8,38.8,34.4,37.75,120
VFG,20200506,37.85,37.85,37.85,37.85,30
VGC,20200506,17.3,17.35,17.05,17.3,456160
VHC,20200506,29.4,30.3,29.4,30,645170
VHM,20200506,63.6,67.5,63.4,67,4286630
VIC,20200506,92.6,95,92.5,95,773570
VID,20200506,3.46,3.46,3.46,3.46,10
VIP,20200506,4.4,4.45,4.39,4.4,78530
TLH,20200506,2.97,2.97,2.89,2.9,404990
TMP,20200506,32.5,32.5,31.95,31.95,5550
TMS,20200506,25.35,26.5,25.35,26.5,1350
TN1,20200506,64.5,64.7,64.5,64.7,1600
TNA,20200506,15.6,15.6,15,15.45,42580
TNC,20200506,16.8,17.2,16.8,17.05,14170
TNI,20200506,10.35,10.45,10.35,10.45,552420
TNT,20200506,1.46,1.51,1.46,1.46,46110
TPB,20200506,17.7,18,17.6,17.95,101950
TPC,20200506,7.99,7.99,7.99,7.99,10
TRA,20200506,56.5,57,56.5,57,4340
TRC,20200506,27.2,27.2,26.95,27,12450
TS4,20200506,2.42,2.42,2.39,2.41,3410
TSC,20200506,2.32,2.39,2.28,2.35,413910
TTB,20200506,2.91,3,2.88,2.94,232590
TTF,20200506,2.08,2.11,2.07,2.09,673170
TV2,20200506,63,63.8,62.9,63.7,37700
TVB,20200506,10,10.7,9.95,10.45,535820
TVS,20200506,10.95,10.95,10.75,10.85,23010
TVT,20200506,20.2,20.2,19,19.25,3600
TYA,20200506,12.4,12.4,12.1,12.4,29810
TCH,20200506,21.9,22.5,21.7,22.15,1119940
TCL,20200506,17.8,17.8,17.7,17.8,8160
TCM,20200506,14.65,15.15,14.6,15.05,273540
TCR,20200506,3.91,4.18,3.91,3.91,1060
TCT,20200506,35,35,35,35,100
TDC,20200506,7.55,7.55,7.4,7.55,132290
TDG,20200506,1.69,1.75,1.69,1.71,373550
TDH,20200506,8,8.15,7.95,8.05,553020
TDM,20200506,20.5,20.9,20.3,20.4,138160
TDW,20200506,24.55,24.55,22.6,22.6,100
TGG,20200506,0.83,0.85,0.82,0.85,193560
THG,20200506,46.5,48,45.6,48,21570
THI,20200506,26,26,26,26,300
TIP,20200506,17.8,18.7,17.8,18.4,750930
TIX,20200506,31,32.1,31,32.1,4100
TLD,20200506,5.1,5.4,5.1,5.2,130540
TLG,20200506,30.4,31.5,30.4,31.2,211320
SSI,20200506,12.75,13,12.7,12.95,1675700
ST8,20200506,12,12.8,12,12.8,4520
STB,20200506,9,9.14,8.93,9.14,8419490
STG,20200506,15.7,16.2,15.7,15.7,40
STK,20200506,16.4,16.5,16.05,16.35,55020
SVC,20200506,69.3,69.3,69.3,69.3,7870
SVI,20200506,66,66,66,66,10
SZC,20200506,18.1,19.25,18.1,19.25,1835550
SZL,20200506,38.7,40.1,37.6,40.1,122810
TAC,20200506,26.3,27,26,27,34200
TCB,20200506,17.55,17.55,17.25,17.55,1175100
TCD,20200506,10,10,10,10,160
SCS,20200506,104,105,103.6,104.9,6020
SFG,20200506,5.35,5.49,5.31,5.49,6950
SFI,20200506,19,19,17.7,18.7,130
SGN,20200506,71.5,72,71.5,72,1300
SGT,20200506,4.4,4.5,4.3,4.5,720
SHA,20200506,4.2,4.2,3.98,4.15,11210
SHI,20200506,8.56,8.56,8.42,8.54,772940
SHP,20200506,24,24,24,24,10
SII,20200506,20.7,20.7,20.7,20.7,10
SJD,20200506,17,17,16.8,16.8,12550
SJF,20200506,1.81,1.83,1.76,1.82,985600
SJS,20200506,17.7,19.2,17.55,19.2,236310
SKG,20200506,9.84,10.05,9.61,9.75,196250
SMA,20200506,17.15,17.15,17.15,17.15,10
SMB,20200506,29.5,30,29.5,30,108500
SMC,20200506,10.5,10.9,10.5,10.9,1280
SPM,20200506,10,10.8,10,10.8,30
SRC,20200506,17.6,17.6,16.8,17.35,3230
SRF,20200506,12.9,13.3,12.85,13.3,5890
SSC,20200506,56.2,56.2,53.5,53.5,20
PXS,20200506,3.73,3.73,3.6,3.63,63380
PXT,20200506,1.05,1.06,1.05,1.06,21020
QBS,20200506,1.88,1.89,1.83,1.86,48660
QCG,20200506,7.49,7.81,7.49,7.81,757220
RAL,20200506,80.8,83.4,79,83.4,34650
RDP,20200506,7.6,7.6,7.5,7.5,320
REE,20200506,30,30.4,30,30.4,190640
RIC,20200506,4.23,4.23,4.23,4.23,2220
ROS,20200506,3.65,3.67,3.5,3.61,12204990
SAB,20200506,161.8,161.8,152,158,86530
SAM,20200506,9.1,9.3,9.1,9.24,141950
SAV,20200506,8.19,8.23,7.7,7.7,3760
SBA,20200506,14,14.1,14,14.1,11380
SBT,20200506,14.2,14.3,14,14.25,2158530
SBV,20200506,9.2,9.3,9.2,9.3,27810
SC5,20200506,19.7,21,19.7,21,50
SCR,20200506,4.42,4.59,4.41,4.48,2060880
NVT,20200506,5.49,5.49,5.2,5.2,810
OGC,20200506,3.3,3.3,3.23,3.3,882130
OPC,20200506,59.3,59.3,57,57,330
PAC,20200506,22,22.4,22,22.25,47480
PAN,20200506,23,24.5,23,24.5,170190
PC1,20200506,14.2,15.1,14.2,15.1,964100
PDN,20200506,57.7,63,57.7,63,6900
PDR,20200506,26.15,26.4,25.4,26.4,612250
PET,20200506,7.06,7.13,7.05,7.07,70470
PGC,20200506,13.45,13.5,13.3,13.45,17300
PGD,20200506,30,30.2,30,30.1,3480
PGI,20200506,14.75,14.75,14.75,14.75,370
PHC,20200506,9.7,9.89,9.63,9.7,59090
PHR,20200506,44.4,45.1,43.8,44.9,981900
PIT,20200506,3.9,3.9,3.64,3.64,560
PJT,20200506,9.7,9.79,9.5,9.5,5100
PLP,20200506,7.31,7.9,7.31,7.9,64530
PLX,20200506,41.2,42.3,40.9,41.95,1700870
PME,20200506,59.9,60.5,59.9,60.5,4190
PMG,20200506,11.35,11.5,11.3,11.5,3280
PNC,20200506,9.9,9.9,9,9,690
PNJ,20200506,56,56.8,56,56.5,932630
POM,20200506,4.2,4.3,4.2,4.2,4390
POW,20200506,9.56,9.95,9.56,9.95,3990060
PPC,20200506,24.9,25,24.55,24.8,131250
PTB,20200506,44,46.5,43.7,46.05,475870
PTC,20200506,7.38,7.38,7.38,7.38,10
PTL,20200506,3.3,3.3,3.26,3.26,10920
PVD,20200506,9.69,9.8,9.61,9.71,4959750
PVT,20200506,9.8,9.97,9.8,9.97,1730360
PXI,20200506,2.69,2.87,2.69,2.87,5210
LCG,20200506,5.31,5.39,5,5.27,625240
LCM,20200506,0.65,0.65,0.63,0.63,75430
LDG,20200506,4.7,4.85,4.7,4.83,1166990
LEC,20200506,17.5,17.5,16,17,240
LGL,20200506,4.9,4.9,4.45,4.89,41310
LHG,20200506,17,17.3,16.7,17.1,441870
LIX,20200506,57,57.2,56.1,57,64020
LMH,20200506,1.06,1.1,1.05,1.07,543570
LSS,20200506,4.5,4.57,4.5,4.57,12490
MBB,20200506,15.9,16,15.7,15.95,3827470
MCG,20200506,1.6,1.6,1.6,1.6,28580
MHC,20200506,2.81,2.81,2.65,2.65,4020
MSH,20200506,33.2,35.05,32.4,34.3,175060
MSN,20200506,57,58,55.7,58,1019980
MWG,20200506,80,81.2,79,81.2,846520
NAF,20200506,24.4,25,24.3,24.9,53340
NAV,20200506,20,20,20,20,550
NBB,20200506,19,19,18.8,19,8020
NCT,20200506,59.4,59.5,59.3,59.5,10790
NHH,20200506,42.9,45.9,42,45.9,237560
NKG,20200506,6.55,6.67,6.53,6.65,1643470
NLG,20200506,22.5,22.5,22.15,22.45,337450
NNC,20200506,44.9,44.9,43.1,43.1,600
NSC,20200506,65,65,64,64,2900
NT2,20200506,20,20.45,20,20.2,246670
NTL,20200506,16.8,17.1,16.8,16.95,39330
NVL,20200506,52.5,53.7,51.5,53,1282470
IBC,20200506,20.15,20.15,20.1,20.15,49320
ICT,20200506,15.3,15.8,15.3,15.8,22960
IDI,20200506,3.89,3.92,3.83,3.85,1025600
IJC,20200506,11.5,11.75,11.4,11.75,292380
ILB,20200506,14.9,15.2,14.9,15.2,3270
IMP,20200506,52.5,53,52.1,52.8,16990
ITA,20200506,2.62,2.63,2.52,2.58,6373650
ITD,20200506,8.15,8.32,8.1,8.32,9510
JVC,20200506,2.59,2.7,2.59,2.64,143920
KBC,20200506,13,13,12.7,12.7,1773810
KDC,20200506,18.4,19.5,18.4,19.5,247900
KDH,20200506,21.05,21.15,20.7,21,1020600
KHP,20200506,8.88,8.88,8.88,8.88,10
KMR,20200506,2.09,2.09,2,2.04,151400
KOS,20200506,28.05,28.6,27.2,28.4,446170
KSB,20200506,18.3,18.9,18.3,18.85,947770
L10,20200506,15.6,15.6,15.6,15.6,10
LAF,20200506,8,8,8,8,700
LBM,20200506,25.7,27.2,25.7,26.1,4520
GVR,20200506,11.15,11.85,11.15,11.85,2682000
