<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAS,20200727,23.1,23.1,23.1,23.1,456200
ABC,20200727,10.4,10.4,9.2,9.7,22300
ABI,20200727,30,32.7,29.8,30,45093
ACE,20200727,27,27,27,27,262
ACV,20200727,56.2,56.2,48.9,51.6,564850
ADG,20200727,49.1,49.1,43,47.6,16620
ADP,20200727,17.5,17.5,17.5,17.5,11600
AFX,20200727,5.4,5.4,5,5.1,105100
AGP,20200727,16,16,15,15,1500
AMS,20200727,7.9,7.9,7.9,7.9,300
APF,20200727,29,29,29,29,1000
ATB,20200727,0.6,0.6,0.5,0.5,22800
BAB,20200727,18,18,18,18,2200
BBM,20200727,10,10,10,10,200
BBT,20200727,16.1,17,16.1,17,500
BCM,20200727,24.2,26.2,24,26.1,16441
BDG,20200727,27,27,27,27,300
BDT,20200727,15.2,15.7,15.1,15.4,17900
BKH,20200727,44.9,44.9,41.5,41.5,800
BLI,20200727,7.1,7.1,7.1,7.1,4
BMF,20200727,15,15,14.8,14.8,200
BOT,20200727,51.3,51.3,51.1,51.2,7900
BRR,20200727,9.2,9.2,9.2,9.2,300
BSA,20200727,11.4,11.4,11.2,11.4,2700
BSP,20200727,18,18,18,18,9000
BSR,20200727,6.3,6.3,5.6,5.7,6828638
BTN,20200727,2.5,2.5,2.5,2.5,6500
BVB,20200727,11.1,11.1,9.7,9.7,785871
BVG,20200727,1.3,1.3,1.2,1.2,149300
BWS,20200727,35.5,36.5,35.5,36,950
C21,20200727,19.1,19.1,19.1,19.1,200
C4G,20200727,7.2,7.5,6.7,6.8,1524901
CAT,20200727,10,10,8.6,8.6,33500
CC4,20200727,7.3,7.3,7.3,7.3,2000
CCA,20200727,7,7,7,7,7100
CCM,20200727,44.8,44.8,44.8,44.8,100
CCR,20200727,11.6,11.6,11.6,11.6,200
CDO,20200727,0.7,0.7,0.7,0.7,3800
CDP,20200727,9.4,9.4,9,9,200
CHS,20200727,9.9,9.9,7.8,9.4,2700
