<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
YEG,20200211,40.1,40.1,40.1,40.1,91930
VIP,20200211,5.08,5.1,5,5.1,53710
VIS,20200211,24,24,23.8,23.8,310
VJC,20200211,129,129.1,128.3,129,345280
VMD,20200211,24.3,24.3,24.3,24.3,10
VND,20200211,13.75,14.15,13.7,14.15,173340
VNE,20200211,3.7,3.7,3.56,3.56,42160
VNG,20200211,19,19,18.8,18.9,292780
VNL,20200211,14.4,14.4,14.4,14.4,50
VNM,20200211,109,109,107,107.2,885960
VNS,20200211,9.58,9.58,9.3,9.49,13230
VOS,20200211,1.69,1.69,1.58,1.59,315730
VPB,20200211,24.6,25.4,24.55,25.4,4954840
VPD,20200211,15.9,15.9,15.9,15.9,230
VPG,20200211,22.9,23.1,22.9,22.9,119690
VPH,20200211,3.83,4.08,3.83,4.05,2640
VPI,20200211,42.25,42.4,42.15,42.3,374420
VPS,20200211,10.45,10.45,10.45,10.45,1480
VRC,20200211,5.81,6.1,5.81,6.05,179850
VRE,20200211,31,31.65,30.5,31.4,2573890
VSC,20200211,25.5,25.5,25.15,25.4,17870
VSH,20200211,21.4,21.4,21.05,21.05,51160
VSI,20200211,23,23,22.9,23,140
VTB,20200211,15,15,13.5,14.5,2650
VTO,20200211,7.6,7.6,7.59,7.59,7110
YBM,20200211,4.06,4.06,3.99,4,4290
TVB,20200211,16.15,16.4,16,16.25,149950
TVS,20200211,12.65,12.65,12.65,12.65,20
TVT,20200211,23.05,24,23.05,24,4360
TYA,20200211,13.9,14.2,13.7,14.15,4680
UDC,20200211,4.25,4.25,4.25,4.25,10
UIC,20200211,37.2,38.2,37.2,38.2,130
VCB,20200211,89,89.5,88.9,89.2,520210
VCF,20200211,200,205,200,205,40
VCI,20200211,26.4,26.8,26,26.5,30890
VDP,20200211,31.8,31.8,31,31,20
VDS,20200211,6.7,7.2,6.7,7.2,950
VFG,20200211,41,42.3,41,42.3,34140
VGC,20200211,17.35,17.6,17.35,17.5,106560
VHC,20200211,33.15,33.6,32.1,32.5,162320
VHM,20200211,86,86.4,85.5,86.2,602090
VIC,20200211,113.5,114.2,113,113.4,290630
TMS,20200211,29.45,29.45,29.2,29.4,6530
TMT,20200211,5.19,5.19,5.19,5.19,110
TN1,20200211,64.7,65,64.4,65,1050
TNA,20200211,17.7,18.2,17.6,18.2,516130
TNC,20200211,12.1,12.1,12,12,4420
TNI,20200211,10.3,10.35,10,10.3,540200
TNT,20200211,1.52,1.53,1.51,1.52,18470
TPB,20200211,20.9,21.05,20.8,21,43150
TRA,20200211,60.4,60.4,58.4,59,6940
TRC,20200211,30,30,30,30,10
TS4,20200211,3.1,3.23,3.1,3.23,1850
TSC,20200211,2.06,2.17,2,2.13,151970
TTB,20200211,3.44,3.45,3.35,3.45,457640
TTF,20200211,2.48,2.48,2.41,2.45,147030
TV2,20200211,72.1,73.4,72.1,72.6,3730
STB,20200211,10.95,11.45,10.9,11.35,14652800
STG,20200211,16.5,16.5,16.5,16.5,60
STK,20200211,18.15,18.4,17.35,17.35,106400
SVC,20200211,40.5,41,40.5,41,129020
SVT,20200211,7.38,7.38,7.38,7.38,20
SZC,20200211,15.45,15.75,15.2,15.6,170210
SZL,20200211,35.75,36.5,35,36.5,75250
TAC,20200211,23,24,23,24,1840
TBC,20200211,23.5,24.5,23.5,24.5,2010
TCB,20200211,21.85,22.3,21.85,22.15,1353360
TCD,20200211,9.89,9.89,9.89,9.89,20
TCH,20200211,44.1,44.85,44.05,44.8,673810
TCL,20200211,19,19.4,18.6,19.4,41790
TCM,20200211,19.5,19.7,19.25,19.65,497170
TCO,20200211,12.05,12.05,10.55,10.55,30
TCR,20200211,3.07,3.27,3.07,3.27,27250
TCT,20200211,41,41.5,40,41.5,16230
TDC,20200211,8.19,8.19,8.16,8.16,9210
TDG,20200211,1.76,1.8,1.75,1.79,197150
TDH,20200211,9.65,9.75,9.63,9.72,427720
TDM,20200211,22.2,23,22,23,472100
TDW,20200211,27.65,27.65,27.65,27.65,10
TEG,20200211,4.75,5,4.75,5,210
TGG,20200211,1.52,1.52,1.4,1.46,118030
THG,20200211,46,46,45.2,45.7,6920
THI,20200211,27.8,27.8,27.8,27.8,60
TIP,20200211,16.5,16.6,16.3,16.4,12840
TIX,20200211,26.05,26.05,26,26,30
TLD,20200211,4.49,4.49,4.31,4.38,71490
TLG,20200211,39.25,39.5,37,38.9,34970
TLH,20200211,3.39,3.49,3.39,3.41,76490
SGR,20200211,16.7,16.8,16.7,16.8,510
SGT,20200211,5.04,5.04,5.02,5.02,2600
SHA,20200211,4.35,4.35,4.35,4.35,10
SHI,20200211,8.88,8.88,8.6,8.8,536330
SHP,20200211,23.7,23.7,23.7,23.7,10
SJD,20200211,17.5,17.55,17.4,17.55,65060
SJF,20200211,1.65,1.73,1.65,1.68,240490
SJS,20200211,17.35,18.3,17.35,17.9,173130
SKG,20200211,11.5,11.55,11.3,11.5,76650
SMB,20200211,31.9,32.5,31.5,32.2,91720
SPM,20200211,11.95,12.7,11.95,12.7,120
SRC,20200211,19.85,19.85,19.85,19.85,10
SRF,20200211,13.8,13.9,13.8,13.9,1310
SSC,20200211,44.45,44.45,44.45,44.45,20
SSI,20200211,17.55,17.6,17.4,17.45,1521880
PXS,20200211,5.6,5.7,5.6,5.7,8530
PXT,20200211,1.19,1.19,1.11,1.19,80
QBS,20200211,2.45,2.47,2.37,2.4,9210
QCG,20200211,3.74,3.74,3.52,3.6,10350
RAL,20200211,73,73.9,71.6,73.5,3240
RDP,20200211,7.47,7.47,7.47,7.47,50
REE,20200211,33.8,34.4,33.8,34.25,751090
ROS,20200211,8.1,8.62,8.07,8.62,5229930
S4A,20200211,27.5,27.5,27.5,27.5,20
SAB,20200211,195,195,194,194,26300
SAM,20200211,9.6,10.25,9.3,10.2,485500
SAV,20200211,9.3,9.3,9.1,9.1,220
SBA,20200211,15,15.05,14.9,15.05,141120
SBT,20200211,18,18.5,17.7,18.5,1424250
SBV,20200211,10,10,9.4,9.4,1450
SC5,20200211,17.8,17.8,17.8,17.8,10
SCD,20200211,27,27,26.6,26.6,1390
