<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VSI,20200305,23.4,23.5,22.5,22.5,2360
VTB,20200305,13.5,14.1,12.3,12.4,2490
VTO,20200305,7.69,7.7,7.6,7.6,6080
YBM,20200305,3.99,4,3.91,3.97,1130
YEG,20200305,78.8,78.8,78.8,78.8,41490
VID,20200305,3.75,4,3.75,4,40
VIP,20200305,5.15,5.15,5.02,5.14,6420
VIS,20200305,22.5,23,22.5,23,110
VJC,20200305,121.5,123.9,121.4,123,413440
VMD,20200305,20,21,20,21,170
VND,20200305,13.75,13.75,13.5,13.75,166170
VNE,20200305,4.1,4.1,3.84,3.91,393600
VNG,20200305,16.1,16.25,16,16.15,282100
VNL,20200305,15.5,15.5,15.5,15.5,20
VNM,20200305,105,105.9,104.5,104.5,438020
VNS,20200305,9.81,9.81,9.78,9.8,38970
VOS,20200305,1.58,1.65,1.57,1.62,498780
VPB,20200305,27.5,28.45,27.2,27.85,4983410
VPD,20200305,15.05,15.2,15,15.2,310
VPG,20200305,23,23.1,23,23,59930
VPH,20200305,3.9,3.91,3.82,3.91,8540
VPI,20200305,41.65,41.9,41.55,41.55,542000
VPS,20200305,10,10,10,10,200
VRC,20200305,6.8,6.8,6.43,6.5,294760
VRE,20200305,28.65,29,28.6,28.6,859920
VSC,20200305,24,24.8,24,24.5,84010
TRA,20200305,53.5,55.8,53.5,55.3,3460
TRC,20200305,29.9,30,29.5,29.5,3580
TS4,20200305,3,3.05,3,3.05,28040
TSC,20200305,2.42,2.42,2.15,2.2,593080
TTB,20200305,3.53,3.7,3.53,3.53,502530
TTE,20200305,11.65,12.5,11.65,12.5,20
TTF,20200305,2.86,2.89,2.81,2.81,990300
TV2,20200305,69.2,70,68.5,68.5,3700
TVB,20200305,17,17.15,16.65,16.85,170080
TVS,20200305,11.9,12.2,11.3,11.4,51430
TVT,20200305,24,24,23.2,23.7,820
TYA,20200305,13.9,13.9,13.55,13.9,13710
UDC,20200305,3.88,3.88,3.72,3.72,730
UIC,20200305,37.9,37.9,37.9,37.9,100
VAF,20200305,6.86,6.86,6.86,6.86,10
VCB,20200305,82.2,83.6,82.2,83.1,833710
VCF,20200305,192,197,192,197,20
VCI,20200305,26.45,26.8,26,26.4,69690
VDP,20200305,30.65,31.8,30.65,31.8,420
VDS,20200305,6.62,7.05,6.62,7.05,220
VFG,20200305,43.9,43.9,41,42,4710
VGC,20200305,18.5,18.7,18.3,18.5,505220
