<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VIP,20200408,4.05,4.09,3.98,4.05,177980
VJC,20200408,98.5,99,97.5,99,272420
VMD,20200408,19.1,20.7,19.1,20.7,1510
VND,20200408,11,11.2,10.8,11,761880
VNE,20200408,3.65,3.75,3.64,3.66,182310
VNG,20200408,13.3,13.35,13.2,13.25,256570
VNL,20200408,14.2,14.2,12.9,14.1,670
VNM,20200408,98,99,96.5,99,904920
VNS,20200408,8.41,8.58,8.2,8.31,9180
VOS,20200408,1.34,1.34,1.31,1.34,52060
VPB,20200408,19,19.15,18.6,18.9,3738500
VPD,20200408,13.8,14.75,13.8,14.75,3010
VPG,20200408,23,24.6,22.9,22.9,29940
VPH,20200408,3.8,3.85,3.7,3.79,34560
VPI,20200408,41.8,42,41.7,41.9,586040
VPS,20200408,12,12.7,12,12.2,6500
VRC,20200408,4.7,5.3,4.63,5.19,70420
VRE,20200408,21.9,22.5,21.3,22.5,3361700
VSC,20200408,21.55,21.6,21.05,21.55,190140
VSH,20200408,17.2,17.5,17.2,17.2,12810
VSI,20200408,22,22,21,21.5,440
VTB,20200408,11.3,11.3,10.25,10.35,550
VTO,20200408,6.49,6.5,6.34,6.36,14160
YBM,20200408,3.3,3.48,3.3,3.45,9570
YEG,20200408,50.1,51.4,49,50.5,23300
TTF,20200408,1.9,2,1.9,1.99,150790
TV2,20200408,51.5,53.6,51.5,53.5,35150
TVB,20200408,18.1,18.35,16.85,17.7,765790
TVS,20200408,11.15,11.15,10.7,10.75,3190
TVT,20200408,20,20,18.65,20,10750
TYA,20200408,12,12.1,11.45,11.95,26320
UDC,20200408,3.09,3.09,2.8,2.88,26290
UIC,20200408,33.6,35.7,33.6,35.7,310
VAF,20200408,4.83,4.83,4.83,4.83,10
VCB,20200408,67,68.2,66.8,67.5,1778380
VCF,20200408,215,215,200.1,200.1,180
VCI,20200408,15.5,15.6,15.1,15.4,199900
VDP,20200408,32,32.4,32,32.4,4130
VFG,20200408,39.95,39.95,37.05,38.7,1140
VGC,20200408,15,16.2,15,16.1,514920
VHC,20200408,25.1,26.85,24.3,26.7,999630
VHM,20200408,64.5,70,64,70,950920
VIC,20200408,97,97,94,94,760120
TLD,20200408,4.45,4.5,4.45,4.45,48550
TLG,20200408,29.5,29.9,29.2,29.5,24110
TLH,20200408,2.5,2.53,2.45,2.49,54770
TMP,20200408,32.3,32.3,32.3,32.3,500
TMS,20200408,25.5,25.5,24,24.6,11910
TN1,20200408,62.4,62.4,62.1,62.1,3130
TNA,20200408,13.9,13.9,12.8,13.85,60360
TNC,20200408,15,15.35,15,15.35,70
TNI,20200408,10.35,10.4,10.2,10.35,496130
TNT,20200408,1.42,1.46,1.38,1.4,45470
TPB,20200408,16.5,17.35,16.5,17.1,52310
TPC,20200408,7.01,7.99,7.01,7.99,40
TRA,20200408,53.5,54,52.5,54,9130
TRC,20200408,21.25,22.7,21.25,22.5,38650
TS4,20200408,2.65,2.65,2.65,2.65,1630
TSC,20200408,1.97,2.09,1.97,2.04,216490
TTB,20200408,2.4,2.49,2.4,2.49,154770
SSC,20200408,54.7,54.7,49.2,52.8,150
SSI,20200408,13.9,14.5,13.6,14.35,4091610
ST8,20200408,12.5,12.55,11.75,12.55,130
STB,20200408,9,9.29,8.8,9.28,8761230
STG,20200408,14.5,15.4,14.5,15.4,860
STK,20200408,15.3,16.4,15.25,15.9,148510
SVC,20200408,47.5,48,47.5,48,2280
SVI,20200408,59,59.4,59,59.4,370
SZC,20200408,13.8,13.9,13.6,13.9,65460
SZL,20200408,31.15,31.15,30,31,19090
TAC,20200408,25.7,25.7,23.55,23.55,6180
TBC,20200408,22.3,22.3,21.8,21.8,1270
TCB,20200408,16.8,16.8,16.3,16.7,1408000
TCD,20200408,9.37,9.37,8.75,8.9,6990
TCH,20200408,20.55,20.55,18.85,20.55,4525680
TCL,20200408,15.95,16.15,15.95,16.1,76150
TCM,20200408,13.8,14.45,13.25,14.4,677780
TCO,20200408,11.8,11.8,11.8,11.8,80
TCR,20200408,2.86,3.2,2.86,2.86,2570
TCT,20200408,30.1,32,29.9,32,1510
TDC,20200408,7,7.07,6.9,7.05,45990
TDG,20200408,1.85,1.9,1.77,1.86,449980
TDH,20200408,6.5,6.66,6.35,6.66,853900
TDM,20200408,17.1,17.5,17.05,17.5,224540
TDW,20200408,21.3,21.5,21.3,21.3,130
TEG,20200408,3.1,3.1,3.05,3.1,510
TGG,20200408,0.86,0.88,0.86,0.86,472250
THG,20200408,42.5,42.5,42,42.4,650
THI,20200408,27.7,30.15,27,28.5,2230
TIP,20200408,15.1,15.1,14.65,14.85,2620
SCD,20200408,26,26,26,26,500
SCR,20200408,4,4.17,3.95,4.17,1776210
SCS,20200408,107,107,102.9,105,29070
SFC,20200408,19.3,19.5,19.3,19.5,40
SFG,20200408,5.4,5.4,4.83,4.83,40020
SFI,20200408,18.65,19.9,18.65,19.9,330
SGN,20200408,66.3,66.3,65,65.9,3030
SGR,20200408,14.4,14.4,14.4,14.4,2290
SGT,20200408,3.42,3.7,3.4,3.7,6780
SHA,20200408,3.95,3.95,3.95,3.95,160
SHI,20200408,8.8,8.9,8.4,8.79,517570
SII,20200408,18.85,20.2,18.85,20.2,810
SJD,20200408,16.25,16.35,16.15,16.25,77120
SJF,20200408,1.27,1.29,1.25,1.29,420710
SJS,20200408,15.2,15.9,15.2,15.5,61350
SKG,20200408,8.45,8.64,8.45,8.64,80640
SMA,20200408,15.2,15.4,15.2,15.4,15000
SMB,20200408,29,29.2,28.9,29.2,15130
SMC,20200408,10.65,11.65,10.65,10.65,430
SPM,20200408,11,11.4,11,11.4,60
SRC,20200408,15.8,16.15,15.5,16.15,1830
SRF,20200408,13.1,13.9,13.1,13.9,550
PHC,20200408,9.85,9.9,9.68,9.9,25890
PHR,20200408,39,40.5,38.2,40.5,520820
PIT,20200408,3.72,4.25,3.72,4.25,2920
PLP,20200408,6.3,6.5,6.25,6.5,2790
PLX,20200408,38.4,38.8,38,38.4,941540
PME,20200408,55.8,56,54.5,56,19400
PMG,20200408,11.9,12.05,11.7,12.05,2450
PNC,20200408,9.55,10,9,9,1370
PNJ,20200408,54.3,56.5,54.3,56.2,833930
POM,20200408,4.05,4.1,4,4.1,4530
POW,20200408,7.9,8.54,7.75,8.54,9412400
PPC,20200408,24.6,24.6,23.8,24.4,250410
PTB,20200408,43.5,43.5,41.8,41.9,226530
PTC,20200408,5,5,4.86,4.88,630
PTL,20200408,3.61,3.7,3.61,3.7,1020
