<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
IBC,20200504,20.35,20.35,19.8,20.15,11640
ICT,20200504,15.95,15.95,15.95,15.95,45780
IDI,20200504,3.8,4.05,3.75,3.9,2566770
IJC,20200504,11,11.3,10.9,10.95,268770
ILB,20200504,14.8,14.8,14.7,14.7,13050
IMP,20200504,53.5,53.5,51.6,52.1,21280
ITA,20200504,2.46,2.58,2.42,2.58,15560440
ITD,20200504,8.5,8.5,8.2,8.2,8430
JVC,20200504,2.61,2.7,2.6,2.6,384840
KBC,20200504,12.45,12.55,12.3,12.35,3111820
KDC,20200504,17.3,17.5,17.15,17.5,291670
KDH,20200504,20.9,21,20.8,20.9,532680
KHP,20200504,8.8,8.8,8.31,8.31,3670
KMR,20200504,2.03,2.1,2.03,2.1,27540
KOS,20200504,29.7,30,28.8,29,317570
KSB,20200504,18.4,18.6,17.7,17.7,561510
L10,20200504,13.8,15.7,13.8,15.7,1560
LAF,20200504,9,9,9,9,10
LBM,20200504,25.5,27,25.2,25.6,960
HAX,20200504,10.6,10.6,10.3,10.3,195840
HBC,20200504,7.56,7.7,7.44,7.44,5401870
HCD,20200504,3.54,3.83,3.45,3.83,1439930
HCM,20200504,16.2,16.2,15.5,15.5,2091820
HDB,20200504,20.65,21.65,20.55,21.55,1813200
HDC,20200504,16.7,16.9,16.5,16.6,363050
HDG,20200504,24.1,24.1,23.4,23.4,191090
HHS,20200504,4.06,4.16,3.95,3.95,3183560
HID,20200504,2.4,2.51,2.39,2.39,508660
HII,20200504,12.4,12.4,11.9,12.2,59450
HMC,20200504,13.6,14.2,13.25,13.25,9100
HNG,20200504,12.95,12.95,12.5,12.9,181770
HOT,20200504,40,41,40,41,800
HPG,20200504,21.5,21.55,21,21,4834580
HPX,20200504,26.95,27.2,26.9,27.2,271150
HQC,20200504,1.09,1.1,1.07,1.07,3445600
HRC,20200504,33,35.3,33,35.3,1420
HSG,20200504,7.36,7.85,7.27,7.55,9077090
HSL,20200504,5.5,5.7,5.4,5.46,192660
