<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200401,4.8,4.8,4.5,4.8,86526
ACB,20200401,16.1,19,16.1,18.6,2761168
ACM,20200401,0.5,0.5,0.4,0.5,83325
AME,20200401,6.5,6.9,6.5,6.9,400
AMV,20200401,10.9,11.6,10.7,11.5,258540
API,20200401,8.5,8.5,7.6,7.6,800
APS,20200401,1.9,2,1.9,2,20600
ART,20200401,1.9,2,1.9,2,487400
BBS,20200401,11,11,11,11,3500
BCC,20200401,5.1,5.3,5.1,5.2,161200
BII,20200401,0.6,0.6,0.6,0.6,104900
BTS,20200401,3.8,4,3.5,4,1850
BVS,20200401,8.2,8.3,7.8,8.1,67900
C69,20200401,4.3,4.6,4.3,4.6,58160
CAN,20200401,26.1,26.1,26.1,26.1,100
CAP,20200401,28.4,28.6,28.3,28.6,11700
CEO,20200401,6.1,6.1,5.8,6.1,453560
CET,20200401,2.5,2.5,2.5,2.5,1200
CIA,20200401,8.7,9.1,8.7,8.7,4684
CLH,20200401,16.9,16.9,16.9,16.9,100
CMS,20200401,2.5,2.6,2.5,2.6,1500
CSC,20200401,22.5,23.5,22.5,23,8500
CTC,20200401,2.8,2.8,2.8,2.8,200
CTP,20200401,3.1,3.1,3.1,3.1,800
CTT,20200401,8.9,9,8.9,9,5600
CTX,20200401,8.6,9.1,8.6,9.1,258
CVN,20200401,7,8,7,7.6,4400
D11,20200401,15.5,15.5,15.5,15.5,100
DAE,20200401,14.1,14.1,14,14,2600
DBT,20200401,9.1,9.1,9.1,9.1,1900
DDG,20200401,27.3,27.5,27.2,27.4,68200
DGC,20200401,19.4,19.9,18.5,19.9,36195
DHP,20200401,9.8,9.8,9.8,9.8,3000
DHT,20200401,44,44.6,43.9,44,1789
DIH,20200401,15.8,16.4,14.5,16.2,1600
DNC,20200401,62.5,62.5,62.5,62.5,111
DNM,20200401,24.4,24.4,22.3,24.4,115578
DNP,20200401,16.5,17.8,16.1,17.8,1581
DNY,20200401,2.6,2.6,2.6,2.6,20100
DPC,20200401,9,9,9,9,500
DS3,20200401,2.8,2.8,2.8,2.8,16700
DST,20200401,0.9,1.1,0.9,1.1,481900
DTD,20200401,9.5,9.8,9.5,9.8,30518
DXP,20200401,8.7,8.7,8.7,8.7,1500
DZM,20200401,2.4,2.4,2.4,2.4,100
EVS,20200401,9,9,9,9,100
FID,20200401,0.9,1.1,0.9,1.1,7200
