<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200706,5.8,5.8,5.6,5.8,335600
ACB,20200706,23,23.7,23,23.6,3204367
ACM,20200706,0.7,0.8,0.7,0.7,723907
ALT,20200706,11.3,11.3,11.3,11.3,100
AMC,20200706,19.9,19.9,19.9,19.9,1000
AMV,20200706,17.2,17.4,17,17.3,519542
API,20200706,9.6,10.1,9.6,9.7,1200
APP,20200706,4.1,4.1,3.8,3.8,600
APS,20200706,2.4,2.4,2.3,2.4,22000
ART,20200706,2.7,2.7,2.5,2.6,812407
BAX,20200706,41,41,40,40,6700
BCC,20200706,7.3,7.3,7.1,7.2,40100
BII,20200706,0.7,0.8,0.7,0.8,168330
BTS,20200706,4,4.3,3.8,3.8,640
BTW,20200706,27.1,27.1,27.1,27.1,10
BVS,20200706,9.6,9.7,9.5,9.7,205400
C69,20200706,6,6.2,6,6.1,46438
C92,20200706,3.7,4,3.7,4,3100
CAP,20200706,29.2,29.2,29.2,29.2,400
CDN,20200706,18.2,18.3,18.2,18.3,2210
CEO,20200706,7.9,7.9,7.7,7.9,706850
CET,20200706,1.7,1.8,1.7,1.8,8300
CIA,20200706,11.4,11.5,11.4,11.5,232
CLH,20200706,17.5,17.9,17.5,17.9,1400
CMS,20200706,2.5,2.7,2.4,2.7,45910
CPC,20200706,14.6,14.6,14.6,14.6,100
CSC,20200706,23.1,24.4,23,24.4,4530
CTP,20200706,3,3,2.9,3,35730
CTX,20200706,8.1,8.1,7.7,8.1,600
CVN,20200706,10.9,11.7,10.9,11.2,15800
D11,20200706,20,21,19.5,21,1401
DBT,20200706,10.5,11,10.3,10.6,14000
DDG,20200706,27.2,27.5,27,27.4,90800
DGC,20200706,40.5,41.1,40,40.8,170457
DHP,20200706,9.7,9.7,9.7,9.7,10000
DHT,20200706,45.9,46.4,45.9,46.3,8500
DIH,20200706,14.2,14.2,14.2,14.2,100
DNC,20200706,54.5,54.5,54.5,54.5,200
DNM,20200706,38.2,38.5,38,38.4,3100
DNP,20200706,16.4,17,16.4,17,76400
DP3,20200706,69.5,71,68,71,4459
DPC,20200706,11.2,11.2,11.2,11.2,500
DS3,20200706,4.3,4.5,4.3,4.4,46600
DST,20200706,5.6,5.6,5.1,5.1,627800
DTD,20200706,12.7,12.8,12.6,12.7,89241
DXP,20200706,10,10,10,10,1100
DZM,20200706,4,4.1,3.8,3.9,14000
EID,20200706,11.2,11.2,11,11,2629
EVS,20200706,7,7,7,7,200
FID,20200706,1,1.1,1,1,46500
GKM,20200706,17.4,17.7,17.4,17.7,107400
GLT,20200706,21.3,21.3,19.4,20.9,1200
HAD,20200706,12.6,12.6,12.5,12.5,1500
HAT,20200706,19.7,19.7,19.7,19.7,200
HBE,20200706,8,8,8,8,3000
HBS,20200706,2,2,2,2,200
HCC,20200706,11.6,11.8,11.6,11.8,8114
HCT,20200706,10.5,10.9,10.5,10.9,200
HDA,20200706,8.7,8.8,8.4,8.7,331000
HHG,20200706,1.2,1.3,1.2,1.3,3300
HHP,20200706,10.9,11,10.9,11,249300
HKB,20200706,1,1,0.8,0.9,63656
HKT,20200706,7.7,7.8,7.5,7.5,7200
HLD,20200706,20.6,21.6,20.1,21.2,254673
HOM,20200706,3.1,3.1,3,3.1,9400
HTC,20200706,24.6,24.6,24.5,24.5,2000
HTP,20200706,9.9,9.9,9.9,9.9,29
HUT,20200706,2.6,2.7,2.5,2.6,2626711
HVT,20200706,33.5,33.5,33.5,33.5,1547
ICG,20200706,5.5,5.8,5.5,5.7,3800
IDC,20200706,19.8,19.8,19.4,19.4,3710
IDJ,20200706,12.8,12.9,12.6,12.8,84450
IDV,20200706,37.5,37.6,37.3,37.5,12600
INN,20200706,25.1,25.8,25.1,25.4,2314
ITQ,20200706,2.4,2.5,2.3,2.4,17400
IVS,20200706,6.6,6.8,6.6,6.8,7000
KDM,20200706,2,2,2,2,17400
KHS,20200706,13.9,13.9,12.1,12.1,3100
KKC,20200706,5.3,5.3,5.2,5.3,5200
KLF,20200706,2,2,1.9,2,674670
KSQ,20200706,1.5,1.5,1.4,1.5,37000
KTS,20200706,8.2,8.2,8.2,8.2,700
KVC,20200706,1.2,1.3,1.2,1.3,618879
L14,20200706,65,66.1,64.5,65.2,24810
L18,20200706,8,8,8,8,2700
LAS,20200706,5.9,6,5.8,6,73610
LCS,20200706,2,2,2,2,300
LDP,20200706,19.4,19.4,19.4,19.4,100
LHC,20200706,64.1,68,64.1,67,3300
LIG,20200706,3,3,3,3,27200
LM7,20200706,2.7,2.9,2.7,2.9,5000
MAS,20200706,35,35,35,35,103
MBG,20200706,5.2,5.3,5.1,5.2,1674964
MBS,20200706,9.9,9.9,9.8,9.8,84771
MCO,20200706,2.2,2.2,2.2,2.2,1012
MDC,20200706,7.2,7.2,6.2,6.2,2000
MED,20200706,41,41,41,41,100
MHL,20200706,4.6,4.6,4.6,4.6,100
MKV,20200706,10,10,10,10,13
MPT,20200706,1.4,1.5,1.3,1.3,99190
MST,20200706,3.1,3.2,3.1,3.1,273320
NAG,20200706,4.9,5.2,4.9,5.2,500
NBC,20200706,5.7,5.7,5.7,5.7,7749
NBP,20200706,13,14,13,14,4200
NDN,20200706,18.5,18.8,18.2,18.4,158807
NDX,20200706,13.1,13.1,13.1,13.1,2000
NET,20200706,47.4,47.4,47.4,47.4,10
NHA,20200706,10.9,11.9,10.9,11.8,46524
NHC,20200706,27.2,29.9,27.2,29.9,312
NHP,20200706,0.6,0.7,0.5,0.5,172370
NRC,20200706,10.9,11.3,10.8,11,100500
NSH,20200706,1.4,1.5,1.4,1.5,20100
NTH,20200706,30,30,27.2,27.2,2600
NTP,20200706,32.1,32.5,32,32.2,5930
NVB,20200706,8.7,8.9,8.6,8.9,3580314
OCH,20200706,8.4,8.4,8.4,8.4,400
PBP,20200706,7,7.7,6.9,7.7,6400
PGN,20200706,12.3,13.3,11.9,13.2,382300
PGS,20200706,14.7,14.7,13.3,14.3,88930
PHP,20200706,9.5,9.5,9.4,9.4,8420
PIA,20200706,27,27,27,27,100
PIC,20200706,8.7,8.7,8.7,8.7,7
PLC,20200706,16.5,16.8,16.3,16.6,230838
PMC,20200706,52.5,53.9,52.5,52.6,4168
