<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FUCVREIT,20200727,6.05,6.05,6.05,6.05,320
VTB,20200727,9.31,10,9.3,9.3,5010
VTO,20200727,6.05,6.3,5.97,5.97,61540
YBM,20200727,3.73,4,3.72,3.72,9630
YEG,20200727,46.15,47.05,46.15,46.15,63450
VNM,20200727,107.1,107.6,103.4,103.4,2553780
VNS,20200727,10.35,11,10.35,10.5,2150
VOS,20200727,1.32,1.37,1.31,1.31,420860
VPB,20200727,20,20.95,19.75,19.75,6466340
VPD,20200727,13.2,13.9,13.2,13.9,1010
VPG,20200727,12.4,12.6,11.95,12.3,123570
VPH,20200727,3.9,4.18,3.9,3.92,107140
VPI,20200727,41.75,41.75,41,41.35,1090540
VPS,20200727,8.04,8.6,8.04,8.6,3120
VRC,20200727,5.12,5.2,5.12,5.12,252150
VRE,20200727,26.1,27.5,26.1,26.8,3211440
VSC,20200727,27.35,28.3,27.35,27.8,240080
VSH,20200727,16.7,16.8,16.7,16.7,3030
VSI,20200727,21.3,22.7,21.3,22.7,180
UIC,20200727,35.5,38,35.5,37.7,1640
VAF,20200727,9.51,9.51,9.51,9.51,760
VCB,20200727,76,80,76,77,1274570
VCF,20200727,208,208,207,208,1480
VCI,20200727,20.3,20.95,20,20,1595680
VDP,20200727,32,32.5,32,32.3,1970
VDS,20200727,5.8,6.23,5.44,6.2,18770
VFG,20200727,36.3,39,36.3,39,70
VGC,20200727,18.4,19.4,18.4,18.7,1210280
VHC,20200727,34.1,35.6,33.25,33.25,852230
VHM,20200727,72,74.5,70.9,70.9,2662390
VIC,20200727,83.9,86,82.9,85,825080
VID,20200727,12.2,12.5,11.7,12.35,50250
VIP,20200727,4.83,5.08,4.83,4.85,94030
VIS,20200727,17.5,17.5,15.6,15.6,320
VJC,20200727,98,100,96.6,97.9,362790
VMD,20200727,20.2,20.5,20.2,20.5,50
VND,20200727,11.2,11.5,11.2,11.2,1469170
VNE,20200727,4.6,4.75,4.31,4.5,212990
VNG,20200727,15.55,15.55,14.55,14.55,101720
TRA,20200727,53,55.9,49.8,53.9,2180
TRC,20200727,30,31,29.15,29.2,221030
TS4,20200727,2.86,3.08,2.86,2.86,2890
TSC,20200727,2.35,2.49,2.35,2.35,1371630
TTB,20200727,4.94,5.1,4.94,4.94,640550
TTF,20200727,2.67,2.73,2.67,2.67,2085690
TV2,20200727,63,63,60.8,60.8,94220
TVB,20200727,7.31,7.7,7.31,7.31,290620
TVS,20200727,10.9,10.9,10.15,10.8,4220
TVT,20200727,19.1,19.1,18.9,18.9,2220
TYA,20200727,14.8,15.25,14.7,14.7,131570
UDC,20200727,4.58,4.58,4.58,4.58,26810
TLD,20200727,8.85,9,8.62,8.95,331770
TLG,20200727,34.05,34.05,32.55,32.55,231140
TLH,20200727,3.19,3.19,3.01,3.01,305410
TMP,20200727,35,35,34.6,34.6,1030
TMS,20200727,25,25.35,25,25.35,720
TMT,20200727,5.13,5.13,4.8,4.8,5230
TN1,20200727,55,55.4,51.9,52.2,1870
TNA,20200727,17,17,16.2,16.3,224820
TNC,20200727,24.9,25,24.9,25,1010
TNI,20200727,3.07,3.07,3.06,3.06,896610
TNT,20200727,1.39,1.49,1.39,1.39,122340
TPB,20200727,19.4,20.4,19.4,19.5,101280
TBC,20200727,24,24.95,24,24.95,1790
TCB,20200727,19.1,19.2,18.15,18.15,2677650
TCD,20200727,8.42,9.55,8.42,9.26,1630
TCH,20200727,19.3,19.65,19.25,19.25,1601960
TCL,20200727,24.1,25.3,24,24.3,49130
TCM,20200727,18.6,19.3,18.45,18.9,1488950
TCR,20200727,3,3.1,2.9,3,7020
TCT,20200727,25,26.5,24.85,24.85,12600
TDC,20200727,7.8,7.9,7.56,7.6,103390
TDG,20200727,1.68,1.68,1.59,1.59,475600
TDH,20200727,7.9,8.03,7.76,7.76,1415210
TDM,20200727,22.6,23.8,22.4,22.4,297850
TDW,20200727,24.85,24.85,24.85,24.85,10
TEG,20200727,5.2,5.2,4.84,4.84,2130
TGG,20200727,1.03,1.03,0.96,0.96,176800
THG,20200727,48,48,46,46.95,7430
THI,20200727,25.15,25.15,25.15,25.15,10
TIP,20200727,19.55,19.55,18.5,18.5,387760
SSC,20200727,49.4,49.4,49.4,49.4,10
SSI,20200727,13.5,14,13.3,13.3,8310880
ST8,20200727,10.2,11.65,10.15,11.65,6080
STB,20200727,10.4,10.65,10.15,10.15,26014460
STG,20200727,12.95,14.85,12.95,14.85,490
STK,20200727,13.7,14.1,13.65,13.65,209230
SVC,20200727,75,80.5,75,75,2610
SVI,20200727,62,62.8,62,62.8,30
SZC,20200727,22,23.5,21.6,21.6,2505830
SZL,20200727,42.05,42.5,40.05,40.25,138850
TAC,20200727,31.1,32.2,30.9,30.95,16980
SHI,20200727,8.6,8.8,8.5,8.74,597140
SHP,20200727,25.65,25.65,22.8,22.8,520
SJD,20200727,16.8,17.2,16.8,16.8,70250
