<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAV,20200217,7,7,6.8,7,45700
ACB,20200217,26.3,26.7,26,26.4,3764464
ACM,20200217,0.6,0.6,0.5,0.6,503400
AMV,20200217,18,18,17.2,17.2,264320
API,20200217,16.8,16.8,16.8,16.8,700
APP,20200217,5.6,5.6,5.6,5.6,3700
APS,20200217,1.9,1.9,1.8,1.9,69740
ART,20200217,2.5,2.5,2.3,2.4,985910
BAX,20200217,45.2,45.2,45.2,45.2,400
BCC,20200217,6.7,6.8,6.6,6.6,58910
BED,20200217,35.2,35.2,35.2,35.2,100
BII,20200217,0.8,0.8,0.7,0.7,41700
BKC,20200217,5,5.3,5,5.3,400
BPC,20200217,11.2,11.2,11.2,11.2,100
BTS,20200217,4.3,4.3,4.3,4.3,500
BVS,20200217,10.2,10.2,10,10.1,20350
C69,20200217,7,7.9,7,7.8,324305
CAN,20200217,24.2,24.2,24.2,24.2,200
CAP,20200217,29.6,29.6,29.5,29.5,2000
CEO,20200217,8.6,9.1,8.5,8.8,1552467
CIA,20200217,11.5,12.1,11.5,12,10140
CKV,20200217,13.8,13.8,13.8,13.8,1600
CLH,20200217,12.7,12.7,12.7,12.7,100
CSC,20200217,33,33.7,32.5,33.6,57000
CTP,20200217,3.6,3.7,3.3,3.7,18200
CTX,20200217,12.3,12.3,12.3,12.3,510
CVN,20200217,10,10.4,10,10.4,6996
D11,20200217,17.9,18.2,17.9,18.2,19169
DAD,20200217,20,20,20,20,100
DAE,20200217,17.5,17.6,17.5,17.6,300
DC2,20200217,5,5,5,5,100
DC4,20200217,11.9,11.9,11.9,11.9,500
DDG,20200217,26.8,26.8,26.4,26.6,99680
DGC,20200217,24.5,24.5,24.4,24.4,99820
DHP,20200217,10,10,10,10,5500
DHT,20200217,48.4,48.4,47.5,47.5,8088
DNM,20200217,14.9,15.3,14.6,14.9,11200
DNP,20200217,18.2,18.4,18.2,18.4,14700
DP3,20200217,74.8,74.8,74.8,74.8,10
DPC,20200217,12.5,12.5,12.4,12.4,1100
DS3,20200217,3.2,3.2,3.1,3.2,2700
DST,20200217,0.8,0.9,0.8,0.8,125000
DTD,20200217,10,10.1,9.7,9.8,47300
DXP,20200217,10.8,12.4,10.8,12.2,5160
DZM,20200217,2.3,2.6,2.3,2.6,9300
EBS,20200217,8,8,7.4,7.4,2100
EID,20200217,13.8,14,13.5,13.5,20250
EVS,20200217,8.7,8.7,8.7,8.7,100
FID,20200217,1,1,1,1,25000
GDW,20200217,28.6,28.6,28.6,28.6,100
GKM,20200217,15.7,15.8,15.5,15.8,128500
HAD,20200217,13.8,13.8,13.3,13.6,16800
HAT,20200217,24,24,24,24,400
HBE,20200217,9.5,9.5,9.5,9.5,200
HCC,20200217,11.3,11.3,11.3,11.3,100
HDA,20200217,8.8,8.9,8.6,8.6,53200
HGM,20200217,36,36,36,36,100
HHG,20200217,1.3,1.3,1.3,1.3,148300
HHP,20200217,12.8,13,12.5,12.5,176700
HJS,20200217,24.1,28.7,24.1,24.3,300
HKB,20200217,0.7,0.7,0.6,0.7,75740
HLD,20200217,17.5,18,17.3,17.6,20600
HMH,20200217,9.3,9.3,9.3,9.3,500
HOM,20200217,3.1,3.3,3.1,3.3,800
HTC,20200217,24,24,24,24,100
HUT,20200217,2.1,2.2,2.1,2.1,792920
ICG,20200217,8.1,8.1,8.1,8.1,600
IDC,20200217,18.3,18.3,18.1,18.2,10000
IDJ,20200217,11,11.5,11,11.5,32500
IDV,20200217,37.5,37.9,37.5,37.5,9500
INN,20200217,29,29,28.6,28.7,15210
ITQ,20200217,2.2,2.2,2.1,2.1,468700
IVS,20200217,8.5,8.8,8.5,8.5,16200
KDM,20200217,2.3,2.3,2.3,2.3,100
KHS,20200217,10.6,10.6,10.6,10.6,500
KKC,20200217,6.6,6.6,6.6,6.6,1500
KLF,20200217,1.4,1.5,1.4,1.4,607610
KSD,20200217,7.4,7.4,7.4,7.4,100
KSQ,20200217,1.3,1.3,1.3,1.3,1000
KVC,20200217,1,1.1,1,1,689600
L14,20200217,53.1,55.3,53,54.1,75483
LAS,20200217,5.8,5.8,5.7,5.7,4200
LDP,20200217,25.4,25.4,25.4,25.4,100
LHC,20200217,61.1,61.9,61.1,61.9,2600
LIG,20200217,3.5,3.5,3.5,3.5,36400
LM7,20200217,3.9,3.9,3.9,3.9,16500
LUT,20200217,1.9,1.9,1.8,1.9,1100
MAC,20200217,5.7,5.7,5.7,5.7,300
MAS,20200217,38.5,43.9,38.5,43.9,2200
MBG,20200217,18.3,19.1,18.3,19,748940
MBS,20200217,11.9,11.9,11.6,11.6,29600
MCF,20200217,10.2,10.2,8.6,9.9,1200
MCO,20200217,1.7,1.7,1.7,1.7,1100
MEC,20200217,1.2,1.2,1.2,1.2,100
MPT,20200217,1.7,1.8,1.7,1.8,40710
MST,20200217,6,6.6,6,6.5,940964
NAG,20200217,4.3,4.3,4.2,4.3,10200
NBC,20200217,6.5,6.5,6.5,6.5,24700
NBW,20200217,31,31,31,31,100
NDN,20200217,15.9,15.9,15.3,15.4,208024
NDX,20200217,11.8,11.8,11.8,11.8,100
NET,20200217,45.3,45.3,45.3,45.3,100
NHA,20200217,11.6,13.2,11.4,12.7,102182
NHP,20200217,0.5,0.6,0.5,0.5,42316
NRC,20200217,7.2,7.9,7.2,7.5,72832
NSH,20200217,1.5,1.5,1.5,1.5,43100
NTH,20200217,31,31,30.2,30.2,10540
NTP,20200217,29,29.2,28.9,29,153640
