<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
FMC,20200601,26.6,26.8,26.4,26.5,83860
FPT,20200601,48,48.35,48,48.3,1298150
FTM,20200601,1.47,1.55,1.47,1.53,547560
FTS,20200601,11.3,11.4,11.1,11.1,82380
GAB,20200601,151.4,152.5,151.4,152.5,86500
GAS,20200601,74.9,76,74.6,75.3,596060
GDT,20200601,30.1,30.2,29,30.1,20410
GEG,20200601,21,21.5,20.9,21.1,428850
GEX,20200601,17.5,17.6,17.4,17.55,2731600
GIL,20200601,19.2,19.85,19.15,19.75,252780
GMC,20200601,19,19.2,18.8,19.2,23240
GMD,20200601,19.85,19.85,19.55,19.7,320680
GSP,20200601,10.5,10.5,10,10.45,280
GTA,20200601,10.7,10.85,10.2,10.55,660
GTN,20200601,17.1,17.4,17.05,17.35,1034990
GVR,20200601,12.8,12.95,12.8,12.85,1375080
HAG,20200601,4.79,4.87,4.66,4.87,3520900
HAH,20200601,11.95,11.95,11.7,11.8,69030
HAI,20200601,3.12,3.27,3.06,3.27,7479480
HAP,20200601,3.16,3.18,3.15,3.18,48040
ELC,20200601,5.25,5.25,5,5.22,55610
EVE,20200601,10.3,10.4,10.25,10.3,59070
EVG,20200601,3.23,3.23,3.23,3.23,846460
FCM,20200601,6.7,6.99,6.7,6.82,115230
FCN,20200601,9.18,9.28,9.1,9.2,720560
FDC,20200601,12.7,13.45,12.65,13.05,5240
FIR,20200601,30.1,30.25,30.1,30.2,104600
FLC,20200601,2.92,3.09,2.9,3.09,24834690
DVP,20200601,34.7,34.7,34.05,34.65,10800
DXG,20200601,11.45,11.55,11.3,11.35,4008630
DXV,20200601,2.29,2.39,2.29,2.38,28880
EIB,20200601,17.45,18.1,17.1,17.45,229560
CMG,20200601,27.85,27.9,27.7,27.85,58880
CMV,20200601,14.4,14.4,13.95,13.95,20
CMX,20200601,16.4,16.9,16.1,16.6,797520
CNG,20200601,21.9,21.9,21.5,21.6,19510
COM,20200601,43,45.45,42.45,42.45,1070
CRC,20200601,11.6,11.6,11.3,11.45,52440
CRE,20200601,16.15,16.3,16.1,16.25,975710
CSM,20200601,16,16.15,15.8,16,94520
CSV,20200601,22.6,24.05,22.6,24.05,859980
CTD,20200601,75.9,78,75.1,77.3,447410
CTF,20200601,21.5,21.5,20.7,21.25,142660
CTG,20200601,22.8,23.5,22.7,23.5,7120400
CTI,20200601,18.75,18.9,18.5,18.8,1864500
CTS,20200601,6.48,6.92,6.48,6.85,375730
CVT,20200601,17.9,18.05,17.9,18.05,178960
D2D,20200601,60.4,63.5,60.1,63.5,583060
DAG,20200601,5.37,5.4,5.31,5.31,304670
DAH,20200601,11.65,11.95,11.6,11.95,353840
DBC,20200601,42,44.15,41.9,44.15,3623330
DBD,20200601,49.4,49.7,48.3,49,36420
DCL,20200601,20.7,21.3,20.2,21.25,120050
DCM,20200601,8.5,8.63,8.49,8.51,1273410
DGW,20200601,27.1,27.3,26.75,27,397390
DHA,20200601,31.9,32,31.5,31.7,8000
DHC,20200601,36.7,36.85,36.25,36.3,176740
DHG,20200601,93.7,93.9,92.4,92.8,22030
DHM,20200601,7.75,7.8,7.5,7.75,82510
DIC,20200601,1.99,2,1.9,2,947120
DIG,20200601,12.1,12.4,12.05,12.2,569410
DLG,20200601,1.55,1.59,1.54,1.58,16743490
DMC,20200601,55.2,57.9,55.2,56.5,193510
DPG,20200601,24,24.45,23.9,24.4,235030
DPM,20200601,14.85,15.35,14.8,15.05,3311060
DPR,20200601,38.85,38.9,38.6,38.7,3610
DQC,20200601,18.3,18.85,17.55,18.2,82360
DRC,20200601,19.85,20.35,19.8,20.15,463680
DRH,20200601,7.42,7.72,7.4,7.72,2741220
DRL,20200601,51,51,50.8,50.8,11890
DSN,20200601,48,48,47,47.5,10930
DTA,20200601,4.39,4.49,4.38,4.49,9050
DTL,20200601,9.58,9.58,9.58,9.58,10
AAM,20200601,11.05,11.8,11.05,11.8,3020
ABS,20200601,14,14.05,13.75,14.05,234490
ABT,20200601,33.5,33.5,33.5,33.5,20
ACC,20200601,18.5,18.55,18.5,18.55,610
ACL,20200601,25,25.4,24.5,25.2,76640
ADS,20200601,9.9,9.94,9.9,9.94,1030
AGG,20200601,27.2,27.2,26.85,27.2,261120
AGM,20200601,13.9,14,13.8,13.85,20180
AGR,20200601,3.4,3.57,3.4,3.55,497250
AMD,20200601,3.18,3.34,3.15,3.28,8694210
ANV,20200601,18,18.75,18,18.6,268050
APC,20200601,17.7,17.85,17.6,17.6,19600
APG,20200601,8.92,9.15,8.92,9.1,968070
ASM,20200601,5.45,5.74,5.44,5.74,3602090
ASP,20200601,5.26,5.5,5.26,5.48,64210
AST,20200601,54.5,54.8,53.9,54.2,118920
ATG,20200601,0.53,0.56,0.53,0.55,173970
BBC,20200601,50.8,50.8,49,49,2040
BCE,20200601,7.73,7.94,7.7,7.75,244690
BCG,20200601,6.4,6.8,6.39,6.6,826160
BFC,20200601,13.2,14.1,13.1,13.85,1218630
BHN,20200601,55,55.3,54.4,55.3,3850
BIC,20200601,21.75,22,21.5,21.5,19900
BID,20200601,40.3,41.55,40.25,41.45,1104330
