<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
ABC,20200219,9.4,9.5,9.4,9.5,2700
ABI,20200219,29.2,29.2,28.3,28.3,4200
ACS,20200219,12,12,12,12,300
ACV,20200219,59.9,59.9,59.2,59.6,65120
ADG,20200219,93.2,94.5,93.2,94.4,15300
AFX,20200219,3.2,3.4,3.2,3.4,17400
AMS,20200219,7.1,7.1,7.1,7.1,100
ANT,20200219,9.6,9.6,9.6,9.6,10800
BAB,20200219,18.1,18.1,18.1,18.1,2700
BCM,20200219,26.4,27.1,26,27.1,24483
BDT,20200219,13.5,14.8,13.5,14.8,28110
BEL,20200219,10.5,10.5,10.5,10.5,9100
BHP,20200219,6,6,6,6,3400
BKH,20200219,59,59,59,59,100
BLI,20200219,7.3,7.3,7,7,3052
BMF,20200219,20.9,20.9,20.9,20.9,100
BMS,20200219,3.4,3.4,3.4,3.4,400
BMV,20200219,10,10,10,10,2000
BOT,20200219,55.8,55.8,55.5,55.6,27200
BRR,20200219,8,8,8,8,100
BSA,20200219,13.5,13.5,13.4,13.4,20500
BSP,20200219,18.5,18.5,18.5,18.5,300
BSQ,20200219,20,22,20,22,3000
BSR,20200219,7.6,7.8,7.6,7.7,521327
BT1,20200219,14.3,14.3,14.3,14.3,100
BTD,20200219,16.7,16.7,16.7,16.7,5700
BTV,20200219,23,23,23,23,310
BVN,20200219,11.5,11.5,11.5,11.5,17
BWS,20200219,38.4,38.4,34,35.8,1711
C12,20200219,2.2,2.3,2.2,2.3,300
C4G,20200219,5.9,5.9,5.7,5.7,57400
CAT,20200219,9.7,9.7,9.7,9.7,100
CDO,20200219,0.9,1,0.9,1,33201
CDP,20200219,8.9,8.9,8.9,8.9,100
CEN,20200219,7.9,8.2,7.7,8,3140
CHS,20200219,7.3,7.3,7.3,7.3,100
CI5,20200219,4.4,4.4,4.4,4.4,100
CLX,20200219,12,13,12,13,200
CMN,20200219,44.1,44.1,44.1,44.1,100
CMT,20200219,8.2,8.2,8,8,5100
CNC,20200219,20.9,20.9,20,20.5,1000
CTR,20200219,46.2,48.4,40.6,48.2,613805
DAS,20200219,9.8,9.8,9.8,9.8,400
DBM,20200219,29.5,29.5,29.5,29.5,300
DC1,20200219,11.7,11.7,11.7,11.7,100
DDV,20200219,6.2,6.2,6.2,6.2,100
DHN,20200219,12,12,12,12,100
DLT,20200219,12.6,12.6,12.6,12.6,194
DNW,20200219,20.7,20.7,18,20.7,100
DPP,20200219,16,16,16,16,100
DRI,20200219,5.3,5.3,5.2,5.3,29712
DSC,20200219,5.1,5.1,5.1,5.1,4900
DTG,20200219,15,15,15,15,200
DVN,20200219,12.8,13.4,12.8,12.8,217100
E29,20200219,12.4,12.4,9.8,9.8,200
EMS,20200219,43.6,43.6,43.6,43.6,100
EVF,20200219,8.2,8.7,8.2,8.2,350014
FOX,20200219,45.9,45.9,45.9,45.9,100
G36,20200219,4.8,4.9,4.6,4.7,159101
GND,20200219,23.9,23.9,23.1,23.1,25300
GTH,20200219,5.4,5.4,5.4,5.4,100
GVR,20200219,11.3,11.8,9.6,11.8,1159367
GVT,20200219,26.4,26.4,26.4,26.4,100
HAC,20200219,5.2,5.2,5.2,5.2,630
HAF,20200219,21.6,21.6,16,18.8,600
HBW,20200219,11.4,11.4,11.4,11.4,400
HCB,20200219,24,24,24,24,100
HEJ,20200219,21.9,21.9,21.9,21.9,161
HFC,20200219,8.1,8.1,8.1,8.1,110
HIG,20200219,7.3,7.3,7.3,7.3,5050
HKP,20200219,3,3,3,3,100
HMS,20200219,25.1,25.1,25.1,25.1,200
HNA,20200219,12.9,12.9,12.9,12.9,300
